	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0537	0.0573	0.053	0.0495	0.0497	0.0403	0.0429	0.0527	0.0576	0.0524	0.0566	0.0566	0.0634	0.0518	0.0378	0.0398	0.06	0.0625	0.0855	0.083	0.103	0.103	0.1221
-4	0.0598	0.0536	0.0592	0.0558	0.0421	0.0361	0.045	0.043	0.055	0.0455	0.0594	0.0594	0.066	0.0427	0.033	0.0356	0.0617	0.0482	0.1051	0.1089	0.131	0.131	0.166
-3	0.0482	0.0498	0.0408	0.0585	0.0509	0.0492	0.0391	0.0383	0.0447	0.0421	0.0508	0.0508	0.0527	0.0485	0.0255	0.0291	0.048	0.0703	0.1272	0.1452	0.1625	0.1625	0.2129
-2	0.0574	0.0579	0.0505	0.0555	0.0613	0.0462	0.0476	0.0426	0.0465	0.0405	0.0375	0.0375	0.0428	0.048	0.0256	0.0297	0.0627	0.067	0.1133	0.1229	0.2142	0.2142	0.1422
-1	0.0373	0.0211	0.0378	0.0485	0.0326	0.0433	0.0519	0.0649	0.0507	0.0403	0.0369	0.0369	0.0244	0.0374	0.0113	0.0122	0.0374	0.0569	0.2348	0.1689	0.3448	0.3448	0.2494
1	0.016	0.0202	0.0496	0.0452	0.0609	0.0682	0.0818	0.0676	0.0478	0.0504	0.0465	0.0465	0.0529	0.0369	0.0139	0.0168	0.0612	0.0281	0.0561	0.2252	0.1802	0.1802	0.3559
2	0.0372	0.0433	0.0429	0.0582	0.056	0.0565	0.0543	0.0567	0.0516	0.0536	0.0703	0.0703	0.0867	0.0418	0.0327	0.0411	0.054	0.0615	0.0629	0.0969	0.1296	0.1296	0.2012
3	0.0928	0.0668	0.053	0.0612	0.0496	0.0504	0.0778	0.0837	0.0566	0.0513	0.0623	0.0623	0.0613	0.0452	0.0324	0.0344	0.0423	0.0428	0.0451	0.0523	0.0526	0.0526	0.0849
4	0.0603	0.0536	0.0521	0.0556	0.0539	0.0518	0.0485	0.0417	0.0446	0.0612	0.0605	0.0605	0.0636	0.0549	0.0486	0.0476	0.0616	0.0498	0.0685	0.0772	0.0856	0.0856	0.0963
5	0.0707	0.0533	0.0549	0.0548	0.0536	0.0613	0.0495	0.0459	0.0537	0.0525	0.0556	0.0556	0.0534	0.0511	0.0509	0.0515	0.0546	0.0573	0.0636	0.0669	0.0764	0.0764	0.0731
