	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0606	0.0567	0.0513	0.0465	0.0465	0.043	0.0464	0.0555	0.0618	0.0495	0.0639	0.0639	0.0848	0.0553	0.056	0.0546	0.0569	0.0573	0.0527	0.0471	0.0474	0.0474	0.0637
-4	0.059	0.0559	0.0574	0.0487	0.0436	0.0363	0.0502	0.0541	0.0743	0.0465	0.072	0.072	0.0819	0.0477	0.051	0.047	0.0603	0.0454	0.0591	0.0583	0.0473	0.0473	0.0627
-3	0.0569	0.0474	0.0459	0.0512	0.0501	0.0492	0.0552	0.0615	0.0553	0.0542	0.0733	0.0733	0.0825	0.0533	0.0375	0.0448	0.0497	0.0588	0.0596	0.0649	0.0508	0.0508	0.0677
-2	0.0639	0.0578	0.0614	0.0629	0.0713	0.0447	0.0579	0.0522	0.0628	0.0415	0.048	0.048	0.0537	0.0447	0.0499	0.0468	0.0692	0.0523	0.0643	0.0575	0.0579	0.0579	0.0614
-1	0.0244	0.0216	0.0298	0.0377	0.0292	0.0481	0.058	0.1016	0.0974	0.046	0.0554	0.0554	0.0472	0.0296	0.0212	0.0229	0.0315	0.1212	0.1487	0.0663	0.1043	0.1043	0.16
1	0.0196	0.0501	0.0904	0.058	0.0451	0.0385	0.0883	0.0657	0.0546	0.0651	0.0505	0.0505	0.0855	0.0294	0.0226	0.0263	0.0712	0.0309	0.0611	0.1051	0.0848	0.0848	0.1057
2	0.0315	0.0235	0.035	0.0533	0.038	0.0412	0.0503	0.0564	0.0505	0.0509	0.0802	0.0802	0.1501	0.0398	0.0261	0.0334	0.0438	0.0582	0.0959	0.0951	0.1175	0.1175	0.4159
3	0.0789	0.0292	0.0395	0.0752	0.035	0.0327	0.1027	0.1302	0.0902	0.055	0.0775	0.0775	0.1065	0.0383	0.0224	0.0281	0.0431	0.0285	0.0319	0.0302	0.0409	0.0409	0.0802
4	0.0697	0.0631	0.0441	0.0578	0.0487	0.0481	0.0433	0.0445	0.0419	0.0528	0.0643	0.0643	0.1242	0.0555	0.0381	0.045	0.0554	0.045	0.0575	0.059	0.0582	0.0582	0.1052
5	0.0845	0.0545	0.0581	0.0712	0.0589	0.0467	0.058	0.0514	0.0663	0.0492	0.0789	0.0789	0.0816	0.042	0.0363	0.036	0.0445	0.043	0.0579	0.0523	0.0526	0.0526	0.0596
