	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0697	0.069	0.0545	0.0772	0.0603	0.0614	0.0426	0.0483	0.0517	0.0506	0.0584	0.0584	0.0739	0.0691	0.0638	0.0621	0.0646	0.0669	0.0818	0.073	0.0892	0.0892	0.0798
-4	0.0687	0.0743	0.0591	0.0741	0.055	0.0546	0.0418	0.0462	0.0517	0.0513	0.0587	0.0587	0.0856	0.0614	0.059	0.0663	0.0637	0.0633	0.0793	0.0695	0.0824	0.0824	0.0738
-3	0.109	0.0786	0.0501	0.064	0.0744	0.0646	0.0403	0.0355	0.0618	0.0445	0.0545	0.0545	0.0655	0.0485	0.078	0.0542	0.0776	0.071	0.0784	0.0524	0.0888	0.0888	0.0536
-2	0.0764	0.0777	0.0505	0.0821	0.075	0.0653	0.0407	0.0409	0.0685	0.0497	0.0546	0.0546	0.0716	0.057	0.0579	0.0683	0.0692	0.0758	0.0721	0.0691	0.0746	0.0746	0.0679
-1	0.0794	0.0729	0.0506	0.0588	0.0729	0.0594	0.0337	0.0409	0.0514	0.0469	0.0452	0.0452	0.0708	0.0656	0.071	0.0695	0.0825	0.084	0.0718	0.0638	0.0892	0.0892	0.0683
1	0.0717	0.0632	0.0467	0.0631	0.0674	0.0508	0.0357	0.0355	0.0499	0.0434	0.0469	0.0469	0.0868	0.0624	0.0653	0.0732	0.0868	0.0931	0.0745	0.065	0.0821	0.0821	0.0689
2	0.0689	0.0586	0.035	0.0561	0.0527	0.0499	0.0353	0.0342	0.0505	0.0485	0.0604	0.0604	0.0802	0.0633	0.0594	0.061	0.0885	0.0812	0.0997	0.0753	0.1057	0.1057	0.0739
3	0.068	0.0638	0.0464	0.0619	0.0613	0.056	0.0377	0.0408	0.0499	0.0557	0.0591	0.0591	0.0919	0.0622	0.0485	0.0553	0.0742	0.0727	0.0806	0.0932	0.0845	0.0845	0.0609
4	0.0665	0.0593	0.0436	0.0523	0.0618	0.0521	0.0403	0.0418	0.0686	0.0575	0.0623	0.0623	0.0688	0.0691	0.0539	0.0508	0.079	0.0716	0.088	0.079	0.0943	0.0943	0.0642
5	0.0598	0.0655	0.0368	0.0579	0.0555	0.0557	0.0439	0.0451	0.0641	0.0605	0.063	0.063	0.0903	0.0642	0.0486	0.0498	0.0755	0.0661	0.0836	0.083	0.0686	0.0686	0.0892
