	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0531	0.0686	0.0596	0.0727	0.0498	0.046	0.0444	0.0519	0.0507	0.0542	0.0463	0.0463	0.0501	0.0542	0.0614	0.063	0.0609	0.0679	0.0633	0.0546	0.0427	0.0427	0.0551
-4	0.0653	0.0754	0.0604	0.0671	0.0452	0.0406	0.0414	0.0454	0.0488	0.0446	0.057	0.057	0.0601	0.0536	0.0464	0.0507	0.0679	0.0522	0.0721	0.0728	0.0604	0.0604	0.0709
-3	0.0503	0.0485	0.0514	0.0463	0.0605	0.0523	0.0388	0.0342	0.0482	0.0516	0.0507	0.0507	0.0544	0.0616	0.0479	0.0507	0.0588	0.0836	0.0743	0.0824	0.0616	0.0616	0.0836
-2	0.0719	0.069	0.0606	0.0563	0.0655	0.0599	0.0442	0.0483	0.0532	0.0413	0.0345	0.0345	0.038	0.0528	0.0444	0.0461	0.0677	0.0694	0.0634	0.0698	0.0559	0.0559	0.0931
-1	0.0579	0.0308	0.0606	0.0306	0.0501	0.0539	0.055	0.0577	0.0545	0.0439	0.0387	0.0387	0.031	0.0644	0.015	0.0148	0.0415	0.1199	0.1471	0.0634	0.071	0.071	0.2284
1	0.0176	0.0406	0.0862	0.0418	0.0514	0.0526	0.0805	0.0675	0.0548	0.1337	0.0782	0.0782	0.0977	0.093	0.0153	0.0126	0.0447	0.0173	0.0213	0.0348	0.071	0.071	0.0756
2	0.0392	0.0233	0.0377	0.0682	0.0447	0.0434	0.0598	0.0645	0.0751	0.0852	0.0627	0.0627	0.1297	0.0509	0.0335	0.0482	0.045	0.0523	0.0324	0.0725	0.0398	0.0398	0.1359
3	0.0234	0.0303	0.0329	0.0446	0.0297	0.0374	0.0627	0.1068	0.0892	0.0968	0.0897	0.0897	0.1812	0.0818	0.0264	0.0392	0.0256	0.0193	0.0147	0.013	0.0127	0.0127	0.0271
4	0.0391	0.0449	0.0528	0.0697	0.0595	0.0468	0.0538	0.0501	0.0467	0.0646	0.0569	0.0569	0.0938	0.0647	0.0529	0.053	0.0663	0.0423	0.0577	0.0542	0.0306	0.0306	0.0822
5	0.0583	0.0477	0.051	0.0548	0.0579	0.0466	0.0521	0.0543	0.0635	0.06	0.0865	0.0865	0.075	0.0649	0.0511	0.0565	0.0448	0.0452	0.044	0.0406	0.034	0.034	0.0325
