	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0598	0.0641	0.0548	0.0434	0.054	0.0456	0.0379	0.0362	0.0417	0.0474	0.0516	0.0516	0.0567	0.0664	0.0708	0.0707	0.0563	0.064	0.0661	0.0561	0.0643	0.0643	0.0727
-4	0.0667	0.0692	0.0613	0.0595	0.0482	0.0391	0.0389	0.041	0.0422	0.05	0.0518	0.0518	0.0652	0.0593	0.052	0.0563	0.0611	0.0513	0.0677	0.0787	0.0667	0.0667	0.0861
-3	0.0502	0.0522	0.0499	0.0576	0.0651	0.0525	0.033	0.0296	0.0369	0.0415	0.0448	0.0448	0.0565	0.0648	0.0542	0.0579	0.0562	0.0748	0.0839	0.0959	0.08	0.08	0.1019
-2	0.0528	0.0584	0.0482	0.059	0.0605	0.0561	0.0407	0.0317	0.0479	0.0423	0.0407	0.0407	0.0426	0.0666	0.0582	0.0613	0.0636	0.0687	0.0722	0.0877	0.071	0.071	0.1027
-1	0.0437	0.0251	0.0409	0.0476	0.0341	0.0443	0.0491	0.061	0.0582	0.0425	0.0522	0.0522	0.0632	0.0815	0.0243	0.022	0.0498	0.0739	0.1393	0.0947	0.0893	0.0893	0.1798
1	0.0613	0.0178	0.0476	0.0483	0.0394	0.0482	0.0886	0.0663	0.0559	0.0648	0.1091	0.1091	0.1111	0.0946	0.0251	0.0321	0.0481	0.0254	0.0222	0.0424	0.0486	0.0486	0.1704
2	0.0293	0.015	0.0278	0.0462	0.0314	0.0395	0.0529	0.0476	0.0809	0.0814	0.0959	0.0959	0.1371	0.0533	0.0279	0.0337	0.0472	0.0559	0.0599	0.0833	0.1042	0.1042	0.1822
3	0.0312	0.021	0.0259	0.0718	0.0267	0.0335	0.0893	0.115	0.1213	0.1256	0.0875	0.0875	0.1123	0.0485	0.0165	0.0238	0.0378	0.0231	0.0343	0.0266	0.037	0.037	0.035
4	0.0628	0.0507	0.0441	0.0535	0.0517	0.0452	0.0527	0.0484	0.0534	0.059	0.0648	0.0648	0.0747	0.061	0.0507	0.0529	0.0585	0.046	0.0594	0.0639	0.048	0.048	0.0535
5	0.0676	0.068	0.0629	0.0621	0.0596	0.0572	0.0522	0.0424	0.0489	0.0586	0.0598	0.0598	0.0656	0.0534	0.0418	0.0452	0.0513	0.0524	0.0606	0.0525	0.0524	0.0524	0.0557
