	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0644	0.0658	0.061	0.0491	0.0523	0.047	0.0507	0.0512	0.0608	0.0612	0.0548	0.0548	0.055	0.0504	0.0505	0.0429	0.055	0.0553	0.0656	0.0562	0.0607	0.0607	0.0613
-4	0.0638	0.073	0.0638	0.0562	0.0423	0.0394	0.0514	0.0543	0.0658	0.0616	0.0537	0.0537	0.0673	0.0472	0.035	0.0381	0.0519	0.0454	0.0646	0.0814	0.0581	0.0581	0.0776
-3	0.0592	0.0569	0.0528	0.0549	0.0568	0.0534	0.0449	0.0399	0.0531	0.0536	0.0616	0.0616	0.0667	0.056	0.0302	0.0322	0.0482	0.0637	0.0795	0.0915	0.062	0.062	0.076
-2	0.0589	0.0727	0.0602	0.0615	0.0654	0.0558	0.0528	0.0468	0.0557	0.0449	0.0398	0.0398	0.0428	0.0508	0.0352	0.0371	0.0579	0.069	0.0715	0.0827	0.0677	0.0677	0.0671
-1	0.0427	0.0253	0.0362	0.0434	0.0272	0.0748	0.1244	0.1616	0.1193	0.0623	0.0608	0.0608	0.0388	0.0427	0.0144	0.0127	0.029	0.023	0.0469	0.058	0.1332	0.1332	0.0607
1	0.0147	0.1268	0.0924	0.0538	0.0621	0.0539	0.0636	0.0453	0.0453	0.0763	0.0436	0.0436	0.0742	0.0451	0.0141	0.0205	0.0513	0.034	0.0509	0.086	0.0527	0.0527	0.081
2	0.0542	0.0452	0.0545	0.0615	0.0651	0.0791	0.0652	0.064	0.057	0.0629	0.0556	0.0556	0.0598	0.0366	0.0448	0.0552	0.0493	0.0528	0.0325	0.0662	0.0656	0.0656	0.0896
3	0.0421	0.0479	0.0364	0.0508	0.0368	0.0392	0.0756	0.1024	0.0827	0.0609	0.1176	0.1176	0.1097	0.0551	0.0375	0.0657	0.0282	0.0265	0.0179	0.0176	0.0164	0.0164	0.0276
4	0.0501	0.0614	0.0487	0.0575	0.054	0.0514	0.0485	0.0483	0.0504	0.0728	0.0602	0.0602	0.0615	0.0606	0.0726	0.083	0.055	0.0445	0.0346	0.0425	0.024	0.024	0.0349
5	0.0699	0.0607	0.0587	0.0569	0.0585	0.0554	0.0451	0.0427	0.0547	0.0589	0.0581	0.0581	0.0621	0.0536	0.0704	0.0841	0.0406	0.0474	0.0376	0.0415	0.0234	0.0234	0.0316
