	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0491	0.057	0.049	0.054	0.0454	0.0475	0.0478	0.0608	0.0616	0.0613	0.0616	0.0616	0.0703	0.0641	0.0553	0.0659	0.0578	0.0594	0.0451	0.0409	0.0437	0.0437	0.0568
-4	0.0587	0.0599	0.0577	0.0562	0.0445	0.0414	0.0497	0.0509	0.0589	0.0488	0.0674	0.0674	0.0889	0.0535	0.0589	0.0583	0.0593	0.0462	0.0499	0.0472	0.0413	0.0413	0.0645
-3	0.0603	0.0596	0.0472	0.0623	0.0567	0.0543	0.0432	0.0457	0.0503	0.0537	0.053	0.053	0.0596	0.0607	0.0533	0.0608	0.0617	0.0627	0.0539	0.0635	0.0385	0.0385	0.0622
-2	0.0743	0.0606	0.0567	0.062	0.0571	0.051	0.053	0.0522	0.0556	0.0555	0.0474	0.0474	0.057	0.056	0.0464	0.0575	0.0628	0.059	0.0526	0.0452	0.0386	0.0386	0.0487
-1	0.0517	0.033	0.0405	0.0472	0.0386	0.0525	0.0569	0.0756	0.0655	0.0495	0.076	0.076	0.0506	0.0814	0.0283	0.0305	0.0592	0.083	0.0736	0.0535	0.0375	0.0375	0.0604
1	0.0173	0.0189	0.04	0.0438	0.0364	0.0471	0.1069	0.0924	0.073	0.0627	0.1139	0.1139	0.0811	0.0793	0.0389	0.0427	0.0696	0.0373	0.0152	0.0273	0.0277	0.0277	0.0975
2	0.0479	0.0237	0.0351	0.0515	0.0352	0.0337	0.0473	0.0571	0.0778	0.0664	0.0885	0.0885	0.1261	0.0567	0.062	0.0868	0.0516	0.0476	0.0241	0.0324	0.0219	0.0219	0.0826
3	0.0515	0.0419	0.0305	0.0624	0.0335	0.0441	0.0901	0.116	0.0849	0.0626	0.0896	0.0896	0.0741	0.054	0.0569	0.0658	0.0351	0.0415	0.0168	0.011	0.0132	0.0132	0.023
4	0.0615	0.0544	0.0436	0.0605	0.0505	0.0539	0.0466	0.0512	0.0449	0.0649	0.0583	0.0583	0.0728	0.0743	0.0583	0.0827	0.0559	0.0548	0.0374	0.034	0.0259	0.0259	0.0438
5	0.0524	0.0524	0.0545	0.0549	0.0518	0.0494	0.0544	0.0555	0.062	0.0567	0.075	0.075	0.0772	0.0613	0.0602	0.0652	0.0511	0.0537	0.0358	0.0314	0.0268	0.0268	0.0348
