	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0567	0.0651	0.0585	0.054	0.0472	0.0458	0.0448	0.0561	0.0543	0.0588	0.054	0.054	0.0577	0.0545	0.0462	0.0499	0.0582	0.062	0.0677	0.0626	0.0608	0.0608	0.0628
-4	0.0599	0.0622	0.0613	0.0559	0.0441	0.0369	0.0459	0.0511	0.0532	0.0517	0.0584	0.0584	0.0594	0.0492	0.0443	0.042	0.0633	0.0541	0.0728	0.0903	0.0668	0.0668	0.0903
-3	0.0539	0.0613	0.0455	0.0583	0.0557	0.0554	0.0438	0.0447	0.0467	0.0562	0.0549	0.0549	0.0545	0.0596	0.0342	0.0423	0.0477	0.0749	0.0718	0.0969	0.0698	0.0698	0.1005
-2	0.0582	0.0605	0.0557	0.0552	0.061	0.0518	0.0498	0.0519	0.0509	0.0422	0.0387	0.0387	0.0458	0.0611	0.0408	0.0501	0.0657	0.0699	0.0638	0.0821	0.0655	0.0655	0.0879
-1	0.0583	0.0237	0.0523	0.0455	0.0344	0.0481	0.0718	0.1026	0.0792	0.0589	0.0806	0.0806	0.045	0.0847	0.0198	0.0172	0.0406	0.0546	0.0622	0.0661	0.0633	0.0633	0.1975
1	0.0179	0.0687	0.0947	0.0515	0.079	0.0631	0.0625	0.0462	0.0395	0.0538	0.0287	0.0287	0.037	0.0359	0.0172	0.0194	0.0821	0.0417	0.0732	0.139	0.0861	0.0861	0.1109
2	0.0481	0.0358	0.0492	0.0513	0.051	0.0533	0.0516	0.0574	0.0639	0.054	0.0707	0.0707	0.1059	0.0461	0.0359	0.0409	0.0488	0.0653	0.0506	0.0713	0.0622	0.0622	0.07
3	0.0495	0.0337	0.0481	0.0616	0.0456	0.0466	0.0744	0.0959	0.0589	0.0624	0.0783	0.0783	0.1034	0.107	0.02	0.0304	0.0366	0.0464	0.029	0.0339	0.0401	0.0401	0.0559
4	0.0485	0.0522	0.0515	0.0592	0.0426	0.0431	0.0512	0.0506	0.0485	0.0717	0.0614	0.0614	0.0635	0.0624	0.0523	0.0621	0.0616	0.0513	0.0465	0.0789	0.0305	0.0305	0.0471
5	0.116	0.049	0.0596	0.0649	0.0555	0.0584	0.0659	0.0631	0.0726	0.0598	0.0715	0.0715	0.0517	0.0518	0.0322	0.04	0.047	0.0394	0.0329	0.0335	0.0302	0.0302	0.0262
