	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0681	0.0649	0.0586	0.0564	0.0498	0.0467	0.039	0.0464	0.0481	0.0488	0.0533	0.0533	0.0539	0.0534	0.0473	0.0544	0.0641	0.0687	0.0713	0.0629	0.0648	0.0648	0.0478
-4	0.0668	0.0694	0.0597	0.0632	0.0492	0.0408	0.0416	0.044	0.0512	0.044	0.0456	0.0456	0.0549	0.0542	0.037	0.0456	0.0659	0.0617	0.0776	0.0908	0.0629	0.0629	0.0909
-3	0.0564	0.061	0.0486	0.06	0.0545	0.0496	0.0385	0.0305	0.0406	0.0406	0.0497	0.0497	0.0618	0.0558	0.0312	0.0354	0.0564	0.0788	0.0985	0.1121	0.0654	0.0654	0.0886
-2	0.0732	0.0749	0.0567	0.0706	0.0676	0.0546	0.0416	0.0368	0.0442	0.0403	0.0318	0.0318	0.0416	0.055	0.0356	0.0386	0.0667	0.0697	0.0777	0.0935	0.0819	0.0819	0.0647
-1	0.0463	0.0231	0.0406	0.0406	0.0225	0.0736	0.1473	0.1561	0.1074	0.0496	0.0587	0.0587	0.0324	0.042	0.0171	0.0132	0.0299	0.024	0.0487	0.0676	0.1684	0.1684	0.0674
1	0.0125	0.1638	0.0941	0.0516	0.0617	0.0456	0.0482	0.041	0.0381	0.0763	0.0341	0.0341	0.0723	0.0437	0.015	0.0243	0.0544	0.03	0.0571	0.0877	0.0436	0.0436	0.0675
2	0.074	0.0519	0.0599	0.0547	0.0726	0.0755	0.0666	0.0518	0.0419	0.0442	0.0431	0.0431	0.0615	0.0395	0.052	0.0669	0.053	0.0519	0.0342	0.0593	0.0708	0.0708	0.0687
3	0.0466	0.0502	0.0384	0.0517	0.0362	0.0387	0.0737	0.1066	0.0929	0.0518	0.0917	0.0917	0.1121	0.059	0.0418	0.0862	0.025	0.0239	0.0136	0.0117	0.0108	0.0108	0.0168
4	0.0595	0.0657	0.0516	0.0783	0.0506	0.0472	0.047	0.0472	0.0493	0.057	0.0517	0.0517	0.0722	0.0569	0.092	0.094	0.0557	0.0445	0.0269	0.031	0.015	0.015	0.0161
5	0.0728	0.0634	0.0636	0.0403	0.0711	0.0538	0.0495	0.0355	0.0523	0.0506	0.0713	0.0713	0.0644	0.0469	0.0595	0.0744	0.0521	0.0511	0.0384	0.0295	0.0249	0.0249	0.0241
