	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0546	0.0635	0.0488	0.0534	0.0457	0.0458	0.042	0.0541	0.0546	0.0565	0.0592	0.0592	0.062	0.0599	0.0512	0.0537	0.0657	0.0616	0.0617	0.0594	0.051	0.051	0.0641
-4	0.0644	0.0658	0.0575	0.0552	0.0416	0.0356	0.0431	0.0461	0.0556	0.0495	0.0618	0.0618	0.0584	0.0564	0.0432	0.0491	0.0669	0.0537	0.0677	0.0836	0.0529	0.0529	0.0717
-3	0.0529	0.0472	0.0411	0.0559	0.0482	0.0496	0.0448	0.0469	0.0487	0.0519	0.0748	0.0748	0.0715	0.0572	0.0335	0.0417	0.0537	0.062	0.0776	0.0965	0.0553	0.0553	0.0695
-2	0.0672	0.0633	0.0587	0.0594	0.0771	0.0492	0.046	0.0403	0.0438	0.0336	0.0373	0.0373	0.0405	0.0494	0.0433	0.0491	0.0686	0.0713	0.0744	0.0869	0.0627	0.0627	0.0845
-1	0.0185	0.012	0.0244	0.0328	0.0243	0.0513	0.0518	0.1015	0.0964	0.0453	0.0574	0.0574	0.0368	0.0362	0.0113	0.0129	0.0258	0.1437	0.162	0.0884	0.1039	0.1039	0.1564
1	0.008	0.0459	0.0832	0.051	0.042	0.0344	0.0833	0.0581	0.047	0.0852	0.0396	0.0396	0.0638	0.0294	0.0097	0.0124	0.0729	0.0267	0.0695	0.1891	0.0985	0.0985	0.1453
2	0.0267	0.0153	0.0308	0.053	0.0346	0.0429	0.0506	0.0487	0.0483	0.0542	0.0781	0.0781	0.125	0.0463	0.0183	0.0261	0.0476	0.0657	0.1042	0.1366	0.1475	0.1475	0.3389
3	0.0771	0.0236	0.0358	0.0659	0.0286	0.0313	0.1085	0.1455	0.1029	0.0763	0.0784	0.0784	0.0847	0.0479	0.0121	0.0194	0.0482	0.0265	0.0274	0.0257	0.0311	0.0311	0.0598
4	0.066	0.067	0.0417	0.0606	0.0514	0.0521	0.0405	0.0398	0.0393	0.0536	0.0592	0.0592	0.0931	0.0664	0.0354	0.0462	0.0563	0.0447	0.0723	0.0749	0.0763	0.0763	0.0955
5	0.0851	0.0664	0.0556	0.0652	0.0576	0.0477	0.0445	0.0432	0.0509	0.0539	0.0564	0.0564	0.0669	0.0501	0.0356	0.0424	0.0534	0.0503	0.0694	0.0704	0.0588	0.0588	0.0896
