	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0504	0.0554	0.0587	0.0494	0.0502	0.0439	0.0453	0.0457	0.052	0.0495	0.06	0.06	0.0696	0.0555	0.0507	0.0498	0.0684	0.0644	0.0694	0.061	0.067	0.067	0.0728
-4	0.0636	0.0606	0.0747	0.0545	0.049	0.0298	0.0465	0.0438	0.0517	0.042	0.0625	0.0625	0.0626	0.0421	0.0407	0.0361	0.0808	0.0479	0.0758	0.0898	0.0784	0.0784	0.0898
-3	0.0535	0.0523	0.0478	0.0499	0.0545	0.0513	0.0387	0.036	0.0477	0.0468	0.0514	0.0514	0.0422	0.045	0.0384	0.0335	0.0534	0.0759	0.102	0.1296	0.1465	0.1465	0.1304
-2	0.0679	0.0579	0.0784	0.057	0.0574	0.0484	0.0643	0.042	0.0459	0.0317	0.0333	0.0333	0.0301	0.0487	0.0286	0.0282	0.0622	0.06	0.0976	0.1174	0.1349	0.1349	0.1438
-1	0.0279	0.0288	0.0339	0.0414	0.0281	0.0561	0.0617	0.1087	0.0671	0.0487	0.0345	0.0345	0.029	0.045	0.0165	0.0185	0.0531	0.0687	0.1385	0.1352	0.209	0.209	0.1376
1	0.0191	0.0229	0.0556	0.0184	0.0377	0.0612	0.1368	0.1074	0.0572	0.0621	0.0592	0.0592	0.0617	0.0496	0.014	0.0176	0.0608	0.0252	0.0477	0.104	0.1525	0.1525	0.8545
2	0.0384	0.0208	0.0374	0.0566	0.0466	0.0583	0.0666	0.0632	0.0539	0.0542	0.0733	0.0733	0.1054	0.0403	0.0223	0.0322	0.0439	0.0505	0.0796	0.113	0.1271	0.1271	0.2989
3	0.0342	0.0238	0.027	0.0579	0.0333	0.0313	0.081	0.1334	0.1093	0.0794	0.1246	0.1246	0.1506	0.042	0.0117	0.0182	0.0264	0.0244	0.0246	0.0248	0.0291	0.0291	0.0624
4	0.0712	0.063	0.0483	0.063	0.0591	0.0483	0.0517	0.047	0.0421	0.0512	0.0657	0.0657	0.1265	0.0548	0.036	0.0427	0.0466	0.0353	0.0509	0.0595	0.0562	0.0562	0.0776
5	0.0827	0.0636	0.0593	0.0653	0.0625	0.0565	0.0506	0.0477	0.0564	0.0533	0.0694	0.0694	0.0606	0.0481	0.0502	0.048	0.042	0.042	0.0526	0.0545	0.056	0.056	0.0629
