	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0678	0.0698	0.0686	0.0642	0.0562	0.0457	0.0527	0.0546	0.0594	0.0487	0.0624	0.0624	0.0718	0.0664	0.0681	0.0623	0.0611	0.0561	0.0681	0.0621	0.0525	0.0525	0.0471
-4	0.068	0.0829	0.0716	0.0666	0.0553	0.0561	0.0517	0.0516	0.0563	0.0527	0.0507	0.0507	0.067	0.0599	0.0626	0.074	0.0622	0.0616	0.0686	0.0589	0.0553	0.0553	0.0434
-3	0.1072	0.0773	0.0603	0.0645	0.0768	0.0569	0.0553	0.0419	0.0626	0.0466	0.0513	0.0513	0.0684	0.0475	0.0734	0.0631	0.0648	0.0583	0.0734	0.0488	0.063	0.063	0.0493
-2	0.0867	0.067	0.0647	0.0684	0.0717	0.063	0.0569	0.0496	0.0697	0.0547	0.054	0.054	0.0641	0.0563	0.072	0.0635	0.0515	0.057	0.0688	0.0635	0.0578	0.0578	0.0509
-1	0.0787	0.0646	0.0597	0.0608	0.0684	0.056	0.0561	0.0488	0.0567	0.0478	0.0459	0.0459	0.0773	0.0567	0.0763	0.068	0.0674	0.0647	0.0745	0.0567	0.0659	0.0659	0.0592
1	0.0721	0.0712	0.054	0.057	0.0588	0.0566	0.0451	0.0463	0.0548	0.0559	0.0458	0.0458	0.0689	0.061	0.0635	0.0682	0.0684	0.0739	0.0824	0.0686	0.077	0.077	0.0765
2	0.0711	0.0592	0.0584	0.0575	0.078	0.0586	0.0567	0.0451	0.0549	0.049	0.0598	0.0598	0.0871	0.0641	0.0621	0.0556	0.0598	0.0634	0.0901	0.0636	0.0689	0.0689	0.0649
3	0.0621	0.0691	0.0567	0.0618	0.0637	0.0579	0.0523	0.0547	0.0543	0.0642	0.0564	0.0564	0.0787	0.0607	0.0539	0.0566	0.0573	0.0597	0.081	0.0825	0.0768	0.0768	0.063
4	0.0682	0.066	0.0716	0.0632	0.063	0.0518	0.0488	0.0544	0.0642	0.0534	0.0552	0.0552	0.0607	0.0669	0.0554	0.0446	0.0534	0.0548	0.0911	0.0914	0.094	0.094	0.0656
5	0.0634	0.068	0.0505	0.0522	0.0528	0.06	0.0486	0.0479	0.0554	0.0546	0.0552	0.0552	0.096	0.062	0.0526	0.0579	0.0616	0.059	0.0901	0.0771	0.0771	0.0771	0.089
