	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0457	0.0531	0.0488	0.0553	0.0512	0.0471	0.0432	0.0499	0.0474	0.053	0.0624	0.0624	0.0686	0.0704	0.0602	0.0686	0.0595	0.0603	0.0576	0.0531	0.0545	0.0545	0.0591
-4	0.0508	0.0537	0.0542	0.0614	0.0468	0.0411	0.0469	0.0443	0.0515	0.0465	0.0632	0.0632	0.0895	0.0599	0.0551	0.0635	0.0602	0.0498	0.0585	0.0643	0.0574	0.0574	0.0717
-3	0.0444	0.0493	0.0444	0.0636	0.0606	0.0559	0.0396	0.0413	0.047	0.0474	0.0577	0.0577	0.057	0.0642	0.0535	0.0604	0.0619	0.0686	0.0722	0.0745	0.0628	0.0628	0.0768
-2	0.0525	0.0527	0.0488	0.0588	0.0601	0.0499	0.0425	0.0458	0.0493	0.0534	0.0416	0.0416	0.0497	0.0646	0.0512	0.0649	0.0644	0.0669	0.0693	0.0724	0.0538	0.0538	0.069
-1	0.0324	0.0273	0.0354	0.048	0.0365	0.044	0.0495	0.0581	0.0415	0.0364	0.0606	0.0606	0.0392	0.0689	0.0244	0.0282	0.0638	0.0888	0.1575	0.1074	0.0814	0.0814	0.1756
1	0.0317	0.0195	0.0363	0.0523	0.0333	0.05	0.1178	0.0941	0.059	0.0566	0.1217	0.1217	0.0991	0.0601	0.0357	0.0408	0.0692	0.0297	0.0204	0.0249	0.041	0.041	0.1395
2	0.0261	0.0184	0.0291	0.0473	0.038	0.0497	0.0542	0.0565	0.0755	0.0592	0.0875	0.0875	0.1446	0.0581	0.048	0.0724	0.0498	0.05	0.0359	0.047	0.0761	0.0761	0.1645
3	0.0327	0.0396	0.0267	0.06	0.0281	0.04	0.0778	0.101	0.1167	0.1099	0.1714	0.1714	0.0721	0.033	0.022	0.0308	0.0328	0.0216	0.0235	0.0203	0.029	0.029	0.0362
4	0.0648	0.0559	0.0416	0.0558	0.0511	0.0471	0.0417	0.0402	0.0476	0.0544	0.0596	0.0596	0.0723	0.074	0.0647	0.0759	0.0605	0.0482	0.0507	0.0497	0.0445	0.0445	0.05
5	0.0577	0.0544	0.0421	0.047	0.0461	0.0428	0.043	0.0515	0.0588	0.0551	0.073	0.073	0.0713	0.0624	0.0564	0.0559	0.0537	0.061	0.062	0.0528	0.06	0.06	0.0464
