	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0661	0.0666	0.0548	0.0533	0.0543	0.0491	0.0436	0.0475	0.0496	0.0536	0.0481	0.0481	0.0482	0.0581	0.0643	0.0663	0.0591	0.0664	0.056	0.0485	0.0475	0.0475	0.0533
-4	0.0722	0.0752	0.0638	0.0585	0.0481	0.0431	0.0446	0.0459	0.0468	0.048	0.0491	0.0491	0.0493	0.0537	0.0579	0.0586	0.0678	0.0531	0.057	0.0659	0.0497	0.0497	0.062
-3	0.0704	0.0657	0.0556	0.059	0.0668	0.0606	0.0419	0.0364	0.0418	0.0481	0.0455	0.0455	0.0424	0.0608	0.0554	0.0533	0.0589	0.0645	0.061	0.0709	0.0543	0.0543	0.0669
-2	0.0605	0.0721	0.0545	0.0593	0.0709	0.063	0.0482	0.0429	0.0477	0.0389	0.0363	0.0363	0.0361	0.0604	0.0635	0.0577	0.0683	0.0693	0.052	0.0577	0.0459	0.0459	0.053
-1	0.0456	0.0291	0.0496	0.0477	0.0472	0.0594	0.0642	0.0904	0.1042	0.0607	0.0684	0.0684	0.0558	0.0775	0.04	0.0364	0.0465	0.0571	0.0367	0.0311	0.0369	0.0369	0.0589
1	0.0229	0.0453	0.0913	0.0602	0.0696	0.0669	0.0763	0.0551	0.0521	0.0697	0.0592	0.0592	0.0693	0.0622	0.0297	0.0332	0.063	0.0302	0.0375	0.0663	0.0578	0.0578	0.0506
2	0.0365	0.0235	0.0379	0.0454	0.0444	0.0553	0.0673	0.0624	0.0753	0.0679	0.0709	0.0709	0.1098	0.048	0.0612	0.0628	0.0535	0.0501	0.0305	0.0426	0.0494	0.0494	0.0712
3	0.048	0.0394	0.0351	0.0567	0.0399	0.0449	0.0698	0.0876	0.0658	0.0656	0.0801	0.0801	0.1132	0.0755	0.0573	0.0669	0.0442	0.0348	0.0179	0.014	0.0121	0.0121	0.018
4	0.0656	0.0668	0.0503	0.0537	0.0563	0.0472	0.0487	0.0442	0.0518	0.0575	0.0614	0.0614	0.0644	0.0646	0.0654	0.0713	0.0592	0.0468	0.0378	0.0405	0.022	0.022	0.0311
5	0.0901	0.0701	0.0575	0.0544	0.0588	0.0546	0.0462	0.0421	0.0481	0.0482	0.0492	0.0492	0.0526	0.0531	0.077	0.074	0.052	0.0563	0.0372	0.0329	0.0239	0.0239	0.0222
