	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0619	0.0651	0.0618	0.0627	0.0696	0.0719	0.0501	0.0544	0.0571	0.0556	0.0709	0.0709	0.069	0.0684	0.0725	0.0724	0.0595	0.06	0.064	0.0573	0.0696	0.0696	0.0695
-4	0.0693	0.0745	0.0655	0.0649	0.0699	0.0883	0.0527	0.0551	0.0559	0.055	0.0674	0.0674	0.0665	0.0605	0.0664	0.0703	0.0609	0.0556	0.062	0.0623	0.0655	0.0655	0.0658
-3	0.0661	0.0784	0.0552	0.0646	0.0902	0.108	0.0496	0.0504	0.057	0.0518	0.069	0.069	0.0632	0.0655	0.071	0.0775	0.067	0.0613	0.0592	0.0579	0.0675	0.0675	0.1136
-2	0.0649	0.0773	0.0552	0.0649	0.0882	0.1178	0.0502	0.0478	0.0513	0.0534	0.08	0.08	0.0671	0.0662	0.0733	0.0805	0.0557	0.065	0.0552	0.0569	0.0537	0.0537	0.0695
-1	0.0669	0.0866	0.0635	0.0623	0.0965	0.1006	0.0531	0.056	0.0649	0.0579	0.0536	0.0536	0.07	0.0599	0.065	0.0697	0.0594	0.0592	0.0572	0.0571	0.0679	0.0679	0.0978
1	0.0597	0.0579	0.0541	0.0633	0.0923	0.1246	0.0574	0.0614	0.0652	0.086	0.0691	0.0691	0.0929	0.0625	0.056	0.0626	0.0545	0.0575	0.0498	0.0535	0.0559	0.0559	0.0602
2	0.0512	0.0487	0.0528	0.0558	0.0807	0.1176	0.0528	0.047	0.0532	0.0535	0.0867	0.0867	0.1073	0.0679	0.068	0.0684	0.0581	0.0591	0.0695	0.056	0.0656	0.0656	0.0663
3	0.0588	0.0572	0.0564	0.06	0.0855	0.1111	0.0514	0.0556	0.0526	0.0658	0.0755	0.0755	0.071	0.0637	0.056	0.0631	0.0684	0.0608	0.064	0.0796	0.0547	0.0547	0.0642
4	0.0682	0.0612	0.0599	0.0565	0.0821	0.0973	0.0517	0.0581	0.0708	0.0645	0.0704	0.0704	0.0696	0.0635	0.0618	0.0606	0.0551	0.0559	0.0666	0.062	0.0673	0.0673	0.063
5	0.0649	0.0692	0.0581	0.0575	0.0637	0.0654	0.0456	0.05	0.0557	0.0611	0.0712	0.0712	0.0736	0.0639	0.0673	0.0709	0.0619	0.0615	0.0595	0.0656	0.0633	0.0633	0.0683
