	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0527	0.0567	0.0491	0.0436	0.0511	0.0419	0.0493	0.0439	0.0512	0.0563	0.0522	0.0522	0.0476	0.0629	0.059	0.0636	0.0669	0.067	0.0699	0.0588	0.0555	0.0555	0.0497
-4	0.0549	0.0574	0.0608	0.0574	0.0428	0.0348	0.0436	0.0476	0.0531	0.0525	0.0541	0.0541	0.0545	0.0537	0.0513	0.0495	0.0711	0.0559	0.0781	0.084	0.0571	0.0571	0.0564
-3	0.0534	0.0509	0.0512	0.0522	0.0614	0.0433	0.043	0.0414	0.0452	0.0518	0.0731	0.0731	0.0584	0.0525	0.0379	0.043	0.0537	0.0694	0.0787	0.0916	0.0516	0.0516	0.0599
-2	0.0627	0.0618	0.0586	0.0635	0.0523	0.0475	0.0435	0.0409	0.05	0.0448	0.0325	0.0325	0.0327	0.058	0.0508	0.049	0.0676	0.0662	0.0799	0.1011	0.0698	0.0698	0.053
-1	0.0211	0.0146	0.0222	0.0462	0.0227	0.0445	0.0945	0.2823	0.16	0.07	0.0739	0.0739	0.0331	0.0308	0.0155	0.0152	0.0245	0.0241	0.0257	0.0252	0.0437	0.0437	0.1145
1	0.008	0.0314	0.0947	0.0646	0.0676	0.0583	0.0872	0.0672	0.052	0.0877	0.0376	0.0376	0.0764	0.0323	0.0164	0.023	0.0737	0.0259	0.0423	0.1186	0.106	0.106	0.06
2	0.0372	0.0286	0.053	0.0655	0.0728	0.063	0.0575	0.0431	0.051	0.0478	0.0594	0.0594	0.0727	0.0578	0.0518	0.092	0.0596	0.0667	0.0395	0.0466	0.0921	0.0921	0.0724
3	0.0401	0.0315	0.0312	0.0563	0.0372	0.039	0.0703	0.097	0.0778	0.0697	0.0917	0.0917	0.1209	0.0666	0.0433	0.0732	0.0357	0.0385	0.0196	0.0167	0.0166	0.0166	0.0222
4	0.0548	0.0456	0.0385	0.0548	0.0484	0.0454	0.0436	0.0438	0.0494	0.0545	0.0623	0.0623	0.084	0.0861	0.0682	0.0895	0.0583	0.0498	0.0403	0.0375	0.0292	0.0292	0.0379
5	0.0597	0.0512	0.047	0.0436	0.0554	0.0514	0.0365	0.0354	0.0465	0.0531	0.0615	0.0615	0.0762	0.0687	0.0684	0.0756	0.0574	0.0558	0.0484	0.0519	0.0313	0.0313	0.0433
