	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0687	0.0715	0.0611	0.0448	0.0537	0.0513	0.0467	0.0398	0.0462	0.0505	0.046	0.046	0.0281	0.0621	0.0562	0.0654	0.06	0.0703	0.0597	0.0627	0.0591	0.0591	0.07
-4	0.0742	0.0739	0.0644	0.0541	0.0451	0.0411	0.046	0.043	0.0484	0.0504	0.0375	0.0375	0.0346	0.0477	0.0515	0.0595	0.0671	0.0484	0.0731	0.0941	0.0594	0.0594	0.0829
-3	0.0698	0.0638	0.058	0.051	0.0623	0.0617	0.0428	0.0332	0.0421	0.0473	0.0437	0.0437	0.0307	0.0565	0.0436	0.0491	0.0531	0.0693	0.0685	0.1044	0.0754	0.0754	0.1057
-2	0.0757	0.0692	0.0655	0.0626	0.0656	0.0585	0.063	0.0482	0.0492	0.0412	0.0305	0.0305	0.0234	0.0519	0.047	0.0498	0.0671	0.0617	0.056	0.0767	0.0572	0.0572	0.0702
-1	0.0309	0.0272	0.0398	0.0471	0.0275	0.0575	0.0855	0.1613	0.0859	0.0584	0.042	0.042	0.0234	0.0901	0.0236	0.025	0.0476	0.0375	0.056	0.0808	0.0539	0.0539	0.2202
1	0.0089	0.07	0.1586	0.057	0.0645	0.0445	0.0521	0.0287	0.0476	0.0658	0.0596	0.0596	0.0585	0.0591	0.0354	0.0574	0.0738	0.0273	0.0389	0.0491	0.0474	0.0474	0.0895
2	0.0633	0.0359	0.0736	0.0791	0.0689	0.0789	0.0738	0.0468	0.0502	0.0513	0.0445	0.0445	0.0409	0.0463	0.0465	0.0703	0.0539	0.0587	0.0297	0.0666	0.0563	0.0563	0.0997
3	0.1436	0.0682	0.0484	0.0744	0.0655	0.0607	0.0549	0.0809	0.0816	0.0478	0.0674	0.0674	0.0775	0.0482	0.0244	0.038	0.0262	0.042	0.0136	0.011	0.0111	0.0111	0.0217
4	0.0538	0.0667	0.0519	0.0578	0.0554	0.0511	0.0484	0.0409	0.0452	0.058	0.0657	0.0657	0.0579	0.0626	0.0668	0.0796	0.0634	0.0549	0.0368	0.0408	0.0225	0.0225	0.0386
5	0.0875	0.0708	0.0558	0.0481	0.063	0.0615	0.0439	0.0434	0.0472	0.0581	0.0456	0.0456	0.0383	0.0566	0.064	0.0779	0.0538	0.0565	0.0378	0.0381	0.0252	0.0252	0.0289
