	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0656	0.0753	0.0535	0.0525	0.0468	0.0467	0.0459	0.0538	0.0507	0.0542	0.0536	0.0536	0.0535	0.0598	0.0616	0.0699	0.0615	0.0566	0.0457	0.0451	0.0392	0.0392	0.0389
-4	0.0603	0.0757	0.0645	0.0631	0.0485	0.0459	0.0479	0.0508	0.0547	0.0495	0.0527	0.0527	0.0489	0.0503	0.0638	0.0663	0.0599	0.0503	0.0491	0.061	0.0389	0.0389	0.0491
-3	0.0696	0.0693	0.0483	0.0584	0.0684	0.0577	0.0436	0.0401	0.044	0.0467	0.0506	0.0506	0.0439	0.0556	0.0606	0.0625	0.0536	0.0714	0.0498	0.0641	0.046	0.046	0.0587
-2	0.0613	0.0772	0.0542	0.0597	0.0797	0.0616	0.0586	0.0507	0.0423	0.0355	0.0333	0.0333	0.03	0.0609	0.067	0.0632	0.0682	0.0644	0.0419	0.0498	0.0409	0.0409	0.0384
-1	0.0288	0.017	0.0392	0.0387	0.0361	0.0479	0.0704	0.1397	0.1129	0.0586	0.0839	0.0839	0.0639	0.0984	0.0399	0.0305	0.0331	0.0612	0.0197	0.0189	0.0237	0.0237	0.06
1	0.0102	0.0373	0.0876	0.0719	0.0666	0.0718	0.0957	0.0788	0.0539	0.0605	0.0623	0.0623	0.089	0.061	0.0198	0.0254	0.0568	0.0196	0.0378	0.0662	0.0666	0.0666	0.0965
2	0.0417	0.0183	0.0422	0.0446	0.0447	0.0523	0.0669	0.073	0.074	0.0629	0.0795	0.0795	0.1344	0.0542	0.0402	0.047	0.0445	0.045	0.0267	0.0525	0.0518	0.0518	0.1194
3	0.0496	0.0293	0.0289	0.0527	0.0351	0.0439	0.0807	0.1289	0.1295	0.0864	0.0892	0.0892	0.0895	0.0582	0.0161	0.0236	0.0455	0.0253	0.0223	0.0182	0.0171	0.0171	0.0223
4	0.0717	0.0781	0.0541	0.0604	0.0497	0.0472	0.0413	0.0424	0.0467	0.0567	0.0571	0.0571	0.0642	0.0738	0.0472	0.0516	0.0656	0.0448	0.0485	0.0593	0.0338	0.0338	0.0366
5	0.1239	0.1004	0.0529	0.0349	0.0656	0.063	0.0334	0.0248	0.0305	0.0383	0.0487	0.0487	0.0402	0.0441	0.0506	0.0355	0.0635	0.0696	0.0592	0.0559	0.0413	0.0413	0.0455
