	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.069	0.0656	0.0586	0.0701	0.059	0.0493	0.0551	0.0538	0.0539	0.0513	0.0552	0.0552	0.1013	0.0609	0.0845	0.0792	0.052	0.0602	0.0531	0.0464	0.0485	0.0485	0.0444
-4	0.0727	0.0705	0.0608	0.0614	0.0643	0.0576	0.0547	0.0514	0.051	0.0543	0.0615	0.0615	0.0939	0.0593	0.0787	0.0748	0.0557	0.0575	0.0536	0.0495	0.0581	0.0581	0.0418
-3	0.0849	0.0697	0.0546	0.0702	0.0648	0.0581	0.054	0.0494	0.0574	0.0529	0.0579	0.0579	0.0711	0.0572	0.078	0.0806	0.0652	0.0607	0.0582	0.0485	0.0584	0.0584	0.056
-2	0.0671	0.0679	0.0604	0.0793	0.0543	0.0617	0.0591	0.0595	0.0575	0.0506	0.0569	0.0569	0.0776	0.061	0.0838	0.0791	0.0526	0.0634	0.0514	0.052	0.0582	0.0582	0.0499
-1	0.079	0.0628	0.0607	0.0691	0.062	0.056	0.0465	0.0484	0.052	0.0522	0.0486	0.0486	0.0804	0.0601	0.074	0.0788	0.0626	0.0734	0.061	0.0596	0.0653	0.0653	0.0538
1	0.064	0.0554	0.0576	0.0636	0.0501	0.0544	0.0511	0.0497	0.0507	0.0475	0.0585	0.0585	0.1073	0.0633	0.0709	0.0735	0.068	0.0658	0.062	0.0547	0.0617	0.0617	0.0466
2	0.0682	0.0562	0.0486	0.0559	0.0508	0.0515	0.0431	0.0392	0.0508	0.0498	0.0693	0.0693	0.0898	0.068	0.0793	0.0779	0.068	0.0723	0.0624	0.0573	0.0558	0.0558	0.0512
3	0.0717	0.058	0.0549	0.055	0.063	0.0505	0.045	0.0426	0.0489	0.052	0.0585	0.0585	0.1058	0.0661	0.077	0.0769	0.064	0.0691	0.055	0.0545	0.0478	0.0478	0.0461
4	0.0799	0.0646	0.0476	0.0553	0.0619	0.0573	0.0478	0.0488	0.057	0.058	0.0604	0.0604	0.0742	0.0671	0.0812	0.0747	0.0679	0.0611	0.0563	0.0534	0.0506	0.0506	0.0446
5	0.0653	0.0572	0.0547	0.0568	0.0563	0.0533	0.0445	0.0459	0.0504	0.0525	0.0543	0.0543	0.1303	0.0731	0.0717	0.0796	0.0581	0.0602	0.0496	0.0524	0.0385	0.0385	0.0392
