	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0668	0.0708	0.0611	0.0573	0.0608	0.0553	0.0587	0.0583	0.0667	0.0609	0.0689	0.0689	0.0596	0.0618	0.0704	0.0739	0.0591	0.054	0.0559	0.0532	0.0497	0.0497	0.0576
-4	0.0724	0.0782	0.0641	0.0724	0.0544	0.0513	0.0556	0.0532	0.065	0.0588	0.0686	0.0686	0.0596	0.0529	0.0673	0.0683	0.0623	0.0498	0.0637	0.0604	0.0474	0.0474	0.0652
-3	0.0683	0.0756	0.0583	0.0626	0.075	0.0569	0.0455	0.0501	0.0586	0.0528	0.0623	0.0623	0.0623	0.062	0.0628	0.0737	0.063	0.0634	0.0752	0.0664	0.0594	0.0594	0.0703
-2	0.0817	0.0864	0.061	0.0724	0.077	0.0608	0.0635	0.0598	0.0565	0.0428	0.0496	0.0496	0.0481	0.0586	0.0651	0.0801	0.0671	0.0611	0.0645	0.054	0.0637	0.0637	0.0685
-1	0.048	0.0416	0.0465	0.052	0.0486	0.0562	0.072	0.0848	0.0805	0.0565	0.0661	0.0661	0.0476	0.0701	0.0504	0.0473	0.061	0.078	0.0862	0.0634	0.0727	0.0727	0.1337
1	0.042	0.0403	0.0544	0.0578	0.0563	0.0548	0.0913	0.0945	0.0828	0.0719	0.1011	0.1011	0.0852	0.0813	0.0386	0.0577	0.0651	0.0371	0.0223	0.0344	0.0352	0.0352	0.1079
2	0.0605	0.0513	0.0528	0.0624	0.0594	0.0495	0.0649	0.0628	0.0721	0.0619	0.0586	0.0586	0.0751	0.0566	0.0711	0.0815	0.0623	0.0706	0.0502	0.0479	0.0613	0.0613	0.1118
3	0.0733	0.0479	0.0425	0.0661	0.0445	0.039	0.085	0.1337	0.1045	0.0826	0.08	0.08	0.0881	0.0605	0.0382	0.0539	0.0361	0.0308	0.0254	0.0176	0.0173	0.0173	0.0407
4	0.0642	0.0731	0.0602	0.07	0.0561	0.0531	0.0563	0.0577	0.0577	0.0687	0.0685	0.0685	0.084	0.0692	0.0575	0.084	0.0652	0.0512	0.0435	0.0389	0.0259	0.0259	0.0692
5	0.0981	0.0781	0.0665	0.048	0.0782	0.073	0.0362	0.0296	0.0391	0.0447	0.0364	0.0364	0.0359	0.0642	0.1035	0.1096	0.0725	0.077	0.0541	0.0546	0.0399	0.0399	0.0455
