	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0679	0.0612	0.0602	0.0483	0.0515	0.0458	0.0549	0.0587	0.0595	0.0581	0.0592	0.0592	0.0529	0.0511	0.0502	0.0487	0.0563	0.0567	0.0555	0.0515	0.0503	0.0503	0.0641
-4	0.0645	0.0757	0.0594	0.0527	0.0429	0.0398	0.0465	0.0535	0.0583	0.0554	0.0608	0.0608	0.0582	0.0516	0.0478	0.0492	0.0618	0.0472	0.0575	0.0699	0.0558	0.0558	0.078
-3	0.0808	0.0653	0.0568	0.053	0.0566	0.0542	0.0572	0.053	0.0572	0.0501	0.0586	0.0586	0.0586	0.0501	0.0458	0.042	0.0458	0.0562	0.0558	0.0559	0.0525	0.0525	0.0751
-2	0.063	0.0634	0.0545	0.0571	0.0585	0.0544	0.0546	0.0579	0.0583	0.0441	0.0534	0.0534	0.0558	0.0595	0.0555	0.0547	0.053	0.0545	0.0505	0.0544	0.0413	0.0413	0.0546
-1	0.0643	0.0555	0.0628	0.0649	0.0548	0.055	0.0636	0.0698	0.0617	0.0483	0.0615	0.0615	0.0505	0.0585	0.0366	0.0342	0.0414	0.0423	0.0735	0.0657	0.0612	0.0612	0.0883
1	0.0314	0.0267	0.0596	0.0529	0.0452	0.0603	0.0978	0.1097	0.086	0.0749	0.0908	0.0908	0.0655	0.0787	0.0249	0.0346	0.05	0.025	0.014	0.025	0.0184	0.0184	0.0452
2	0.0575	0.0436	0.0525	0.054	0.0569	0.0597	0.061	0.0534	0.06	0.0557	0.06	0.06	0.0734	0.0436	0.0682	0.0666	0.0541	0.0546	0.0358	0.0434	0.0298	0.0298	0.0515
3	0.0687	0.0438	0.0494	0.0667	0.0496	0.0652	0.075	0.1079	0.0792	0.0693	0.0787	0.0787	0.0682	0.062	0.0289	0.0381	0.0371	0.0378	0.0229	0.0183	0.0114	0.0114	0.0234
4	0.0579	0.0628	0.0539	0.0626	0.0537	0.0505	0.0508	0.0483	0.0495	0.0642	0.0619	0.0619	0.0579	0.0581	0.0614	0.0604	0.062	0.047	0.0477	0.0519	0.0294	0.0294	0.0446
5	0.091	0.0695	0.0619	0.0622	0.0611	0.0589	0.0492	0.0512	0.0515	0.0526	0.0564	0.0564	0.0508	0.0578	0.0535	0.0517	0.0481	0.0484	0.044	0.0425	0.0302	0.0302	0.0357
