	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0648	0.0698	0.0613	0.0545	0.0478	0.0402	0.0507	0.0523	0.0594	0.0538	0.0613	0.0613	0.0779	0.051	0.0625	0.0698	0.0508	0.0521	0.0418	0.0328	0.031	0.031	0.038
-4	0.0628	0.0817	0.0692	0.061	0.0482	0.037	0.0459	0.0474	0.0556	0.0527	0.052	0.052	0.0634	0.051	0.0552	0.0684	0.0528	0.0473	0.048	0.0615	0.0338	0.0338	0.0489
-3	0.0516	0.0596	0.0502	0.0564	0.0574	0.0509	0.0433	0.0435	0.0446	0.0515	0.0644	0.0644	0.0822	0.0655	0.0445	0.0593	0.0428	0.0643	0.0587	0.0655	0.0401	0.0401	0.0493
-2	0.0719	0.0768	0.0678	0.0552	0.0812	0.047	0.0456	0.0398	0.0438	0.0352	0.0295	0.0295	0.0456	0.0573	0.0557	0.0754	0.0585	0.0619	0.0495	0.0575	0.038	0.038	0.045
-1	0.0247	0.0128	0.0341	0.0391	0.0217	0.0659	0.0794	0.1522	0.1323	0.0616	0.076	0.076	0.0894	0.0483	0.0211	0.0326	0.024	0.0557	0.0391	0.0289	0.0772	0.0772	0.0502
1	0.0087	0.0405	0.0907	0.0559	0.0444	0.0457	0.1075	0.0781	0.0639	0.1042	0.0474	0.0474	0.0756	0.0336	0.0162	0.0265	0.0618	0.0153	0.0358	0.1041	0.0545	0.0545	0.1037
2	0.0289	0.0171	0.0391	0.05	0.0387	0.0482	0.0541	0.0554	0.0654	0.0673	0.0933	0.0933	0.1277	0.0507	0.0357	0.059	0.044	0.065	0.0535	0.057	0.0581	0.0581	0.141
3	0.0699	0.027	0.0389	0.0626	0.0271	0.032	0.1125	0.1425	0.127	0.0834	0.0778	0.0778	0.0754	0.0487	0.0177	0.0387	0.0377	0.0214	0.0117	0.0106	0.0094	0.0094	0.0317
4	0.0664	0.0671	0.0415	0.0542	0.041	0.0451	0.0406	0.0407	0.0453	0.0701	0.0708	0.0708	0.1051	0.0767	0.0517	0.0815	0.0478	0.0403	0.0312	0.0369	0.0222	0.0222	0.0349
5	0.087	0.0673	0.0598	0.0931	0.0558	0.05	0.0474	0.0511	0.053	0.0537	0.0649	0.0649	0.0691	0.0548	0.0624	0.0629	0.0448	0.043	0.0388	0.0342	0.0282	0.0282	0.0404
