	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0587	0.0732	0.0545	0.0555	0.0483	0.0423	0.0442	0.0635	0.0544	0.05	0.0642	0.0642	0.0697	0.0518	0.0551	0.0574	0.0549	0.0598	0.0512	0.0468	0.0462	0.0462	0.0461
-4	0.0587	0.0763	0.0638	0.0632	0.0456	0.0423	0.0432	0.0562	0.0533	0.0474	0.0604	0.0604	0.0585	0.05	0.0499	0.0467	0.0619	0.0512	0.0574	0.0771	0.0485	0.0485	0.0586
-3	0.0624	0.0585	0.0447	0.0571	0.0556	0.0523	0.0485	0.0631	0.0507	0.0516	0.0771	0.0771	0.0727	0.0584	0.0339	0.0401	0.0465	0.0605	0.0576	0.0659	0.0499	0.0499	0.0589
-2	0.0734	0.0737	0.067	0.055	0.0725	0.0533	0.0471	0.05	0.0461	0.0394	0.0367	0.0367	0.0373	0.05	0.0467	0.0498	0.0655	0.062	0.0576	0.0718	0.047	0.047	0.0581
-1	0.0231	0.0125	0.0324	0.0293	0.0287	0.0575	0.0611	0.1274	0.1038	0.0472	0.0572	0.0572	0.0387	0.0354	0.013	0.0133	0.0226	0.1333	0.1162	0.0768	0.0903	0.0903	0.0992
1	0.0087	0.0629	0.1088	0.0592	0.0558	0.0502	0.0911	0.0664	0.0406	0.0631	0.0327	0.0327	0.0623	0.0318	0.0117	0.0155	0.073	0.0218	0.059	0.1447	0.0744	0.0744	0.0832
2	0.0411	0.0238	0.0471	0.0556	0.0492	0.055	0.0719	0.069	0.0541	0.0507	0.0766	0.0766	0.0983	0.0505	0.032	0.0427	0.053	0.0562	0.0552	0.0737	0.1011	0.1011	0.2185
3	0.0701	0.0362	0.0465	0.0611	0.0383	0.0443	0.0946	0.1082	0.0771	0.0716	0.0728	0.0728	0.0828	0.087	0.0165	0.026	0.0444	0.0363	0.0246	0.0229	0.0178	0.0178	0.0349
4	0.0855	0.07	0.0474	0.0543	0.0444	0.0481	0.0452	0.0445	0.0456	0.0546	0.0578	0.0578	0.0754	0.0662	0.041	0.0475	0.0563	0.0475	0.0587	0.0644	0.0458	0.0458	0.0497
5	0.0809	0.0756	0.0468	0.044	0.0667	0.0644	0.0307	0.0323	0.0341	0.0515	0.0365	0.0365	0.0402	0.062	0.0569	0.0733	0.0596	0.0612	0.0635	0.0638	0.0424	0.0424	0.0543
