	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0633	0.0659	0.0585	0.052	0.0462	0.039	0.0453	0.0466	0.0555	0.0469	0.0562	0.0562	0.0552	0.0534	0.0683	0.0732	0.0548	0.0648	0.0566	0.0503	0.0495	0.0495	0.0589
-4	0.0667	0.0662	0.0702	0.0578	0.0377	0.0334	0.0408	0.0423	0.056	0.0488	0.0582	0.0582	0.058	0.0491	0.0585	0.0837	0.0609	0.0477	0.0545	0.067	0.0492	0.0492	0.0619
-3	0.0538	0.0546	0.0495	0.0518	0.0556	0.0505	0.042	0.0392	0.0509	0.0492	0.057	0.057	0.0524	0.0526	0.0603	0.0717	0.0513	0.0656	0.0608	0.083	0.0439	0.0439	0.062
-2	0.0575	0.0647	0.0597	0.0606	0.0594	0.0606	0.0497	0.0564	0.0519	0.049	0.0395	0.0395	0.0406	0.0602	0.0608	0.0748	0.0592	0.0548	0.0478	0.0535	0.039	0.039	0.0645
-1	0.0464	0.0192	0.0489	0.0531	0.0265	0.0481	0.0936	0.137	0.1145	0.0545	0.0551	0.0551	0.0298	0.0623	0.0209	0.0207	0.032	0.0708	0.0709	0.0487	0.0384	0.0384	0.2404
1	0.01	0.0411	0.1383	0.0903	0.0565	0.0463	0.0708	0.0685	0.0595	0.1008	0.0504	0.0504	0.0595	0.0471	0.0223	0.0313	0.0671	0.0264	0.0292	0.0747	0.0502	0.0502	0.0813
2	0.038	0.0225	0.0411	0.0533	0.0364	0.0338	0.0609	0.0612	0.0782	0.0659	0.0727	0.0727	0.1505	0.0448	0.0393	0.0673	0.0463	0.0505	0.0387	0.0519	0.0299	0.0299	0.1319
3	0.0373	0.0339	0.0364	0.0927	0.0304	0.0437	0.1161	0.1642	0.0767	0.1011	0.1153	0.1153	0.0706	0.0449	0.0201	0.0252	0.026	0.0247	0.0182	0.0154	0.0158	0.0158	0.0296
4	0.0568	0.0545	0.0433	0.0531	0.0509	0.0473	0.0474	0.0486	0.0472	0.0597	0.0616	0.0616	0.0762	0.0618	0.0612	0.0711	0.0658	0.0456	0.0479	0.0529	0.0376	0.0376	0.0717
5	0.0916	0.0621	0.0497	0.062	0.0509	0.0592	0.0448	0.0556	0.0579	0.0538	0.0764	0.0764	0.0634	0.0508	0.0527	0.0659	0.0424	0.0475	0.0398	0.0357	0.0309	0.0309	0.0303
