	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0559	0.059	0.0607	0.0539	0.0447	0.0369	0.0534	0.0525	0.0648	0.0627	0.0741	0.0741	0.0692	0.0495	0.0509	0.0495	0.0615	0.0577	0.0545	0.0426	0.0429	0.0429	0.0565
-4	0.0605	0.0631	0.0693	0.0593	0.04	0.0349	0.049	0.0565	0.0628	0.0553	0.0769	0.0769	0.0771	0.0543	0.0456	0.054	0.0587	0.0487	0.0424	0.051	0.0326	0.0326	0.0535
-3	0.0481	0.0545	0.0535	0.0558	0.0607	0.052	0.0485	0.0483	0.0576	0.064	0.0645	0.0645	0.0694	0.0578	0.0475	0.0481	0.049	0.0604	0.0604	0.0556	0.0399	0.0399	0.0732
-2	0.0373	0.0587	0.0454	0.0554	0.0585	0.0572	0.0512	0.0566	0.0603	0.0508	0.0535	0.0535	0.0495	0.0632	0.0433	0.0542	0.0576	0.0752	0.0476	0.08	0.0412	0.0412	0.0593
-1	0.0264	0.0222	0.031	0.0523	0.0243	0.0258	0.0662	0.0832	0.09	0.0522	0.0741	0.0741	0.0591	0.0841	0.0138	0.0142	0.0434	0.1191	0.0518	0.1189	0.0734	0.0734	0.3101
1	0.0084	0.0464	0.0671	0.0594	0.0322	0.0313	0.0862	0.073	0.0515	0.0877	0.1056	0.1056	0.1509	0.0932	0.0176	0.03	0.0427	0.0228	0.019	0.0344	0.064	0.064	0.6565
2	0.0363	0.0215	0.0395	0.0583	0.0455	0.0479	0.0939	0.0853	0.0624	0.051	0.0882	0.0882	0.0582	0.0473	0.0875	0.1214	0.0471	0.043	0.01	0.0139	0.0264	0.0264	0.0614
3	0.0668	0.0492	0.0383	0.063	0.0328	0.0469	0.082	0.0885	0.0607	0.0687	0.0828	0.0828	0.0828	0.0482	0.055	0.1145	0.0267	0.0344	0.013	0.0087	0.012	0.012	0.0329
4	0.0541	0.0522	0.0444	0.0552	0.0577	0.0428	0.0478	0.0449	0.0504	0.0609	0.0587	0.0587	0.0753	0.0666	0.0848	0.0872	0.0615	0.0471	0.0369	0.0267	0.0344	0.0344	0.0405
5	0.0579	0.0598	0.0538	0.0554	0.0477	0.0548	0.0465	0.0434	0.0565	0.0535	0.0563	0.0563	0.0686	0.0593	0.0641	0.0923	0.0437	0.052	0.0462	0.0436	0.0242	0.0242	0.0462
