	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0588	0.0653	0.0539	0.0552	0.041	0.0513	0.0402	0.0512	0.0424	0.0469	0.052	0.052	0.0591	0.0563	0.0547	0.0603	0.0604	0.0614	0.0746	0.0701	0.0488	0.0488	0.0999
-4	0.0611	0.0774	0.0651	0.0624	0.0446	0.0396	0.0371	0.0402	0.042	0.0416	0.0484	0.0484	0.0558	0.0541	0.0545	0.058	0.0612	0.0488	0.0716	0.0987	0.071	0.071	0.1669
-3	0.0597	0.0528	0.0486	0.049	0.0587	0.0482	0.0387	0.0333	0.038	0.0409	0.0475	0.0475	0.0483	0.06	0.0422	0.0537	0.0445	0.0682	0.0795	0.1374	0.1187	0.1187	0.266
-2	0.0639	0.0684	0.0548	0.0617	0.0983	0.0784	0.0493	0.0457	0.041	0.0376	0.0299	0.0299	0.0373	0.0605	0.0506	0.0558	0.0558	0.0572	0.0403	0.0753	0.078	0.078	0.1465
-1	0.0298	0.0226	0.0303	0.0384	0.0235	0.0454	0.0955	0.1291	0.0503	0.053	0.0284	0.0284	0.0349	0.0948	0.0391	0.0392	0.0567	0.0549	0.0576	0.1148	0.0448	0.0448	0.5272
1	0.0289	0.0357	0.0857	0.0559	0.061	0.0515	0.0691	0.0536	0.0431	0.0677	0.0408	0.0408	0.0769	0.0896	0.0463	0.0579	0.0625	0.0447	0.0289	0.056	0.0712	0.0712	0.1831
2	0.0424	0.0256	0.0499	0.0524	0.0469	0.0466	0.0471	0.054	0.0687	0.0734	0.062	0.062	0.1072	0.0366	0.0518	0.0791	0.0492	0.0721	0.0388	0.0487	0.0849	0.0849	0.1999
3	0.06	0.0371	0.0405	0.0582	0.0375	0.0468	0.0813	0.1084	0.0842	0.0508	0.0764	0.0764	0.0759	0.0638	0.0624	0.0659	0.0416	0.0273	0.0201	0.0202	0.0244	0.0244	0.0438
4	0.0637	0.0534	0.0472	0.0562	0.0439	0.0429	0.037	0.0446	0.0487	0.0554	0.0466	0.0466	0.0706	0.0827	0.0659	0.0775	0.0476	0.0635	0.0448	0.0641	0.0302	0.0302	0.0668
5	0.0529	0.0469	0.0495	0.0433	0.0616	0.056	0.0462	0.0479	0.0489	0.0546	0.0655	0.0655	0.0632	0.0557	0.0544	0.0687	0.0551	0.0603	0.052	0.0605	0.0448	0.0448	0.0554
