 	1	2	3	4	5	6	7	8	9	10	11	12
A	1813436.67	1084932.89	3146069.95	1358572.49	4070206.02	1128332.08	2355080.04	1624039.06	1036709.77	1223144.65	1215029.48	1421998.25
B	1683756.60	1331881.47	11462385.57	1852090.27	2034179.34	1292642.64	2409839.76	2879982.66	1104400.82	1504913.15	1189811.74	1481931.04
C	1440623.61	1485114.71	1860036.74	1291208.93	1435030.20	1441505.40	1729404.40	1537477.97	1710512.40	1773576.20	2218730.22	1380625.66
D	1312552.15	1423362.49	1353787.95	1275386.26	1251217.26	1948662.13	1724389.71	1347743.41	1808739.50	2063351.28	2145742.51	1611577.59
E	1302290.17	1471397.48	1248509.67	1171398.06	1299296.24	1447321.69	1556399.70	1319345.33	1696613.80	1823897.55	2667324.56	1512354.72
F	1298430.24	1334669.10	1253376.50	1171267.03	1384384.66	1308668.16	1330693.30	1368006.71	1649567.58	1898647.61	2242817.60	1968094.06
G	1466173.92	1526405.47	1341832.76	1476471.13	1746391.44	1669309.98	1401671.27	1460186.93	1559309.30	1914743.39	1766420.67	1573056.88
H	1534070.42	1586846.55	1441754.68	1527425.64	1542743.40	1906272.64	1440089.87	1367681.73	1571093.54	1754849.31	2000332.45	1416660.30
I	3039107.95	2847442.05	7361768.73	9413689.60	1895503.74	2478330.82	1742060.18	1428840.16	1677106.45	2122189.94	2209696.74	1384397.62
J	2318435.86	2505366.15	2647320.98	2884191.69	1777143.90	2171089.48	1579359.77	1409825.47	1578648.08	1780148.24	2785537.61	1519810.68
K	1780318.24	1718235.37	1654339.26	2193727.74	1668565.97	1602028.73	1616460.64	1641816.43	1791536.54	2308104.72	1837151.10	1789913.12
L	1467475.80	1508892.12	1375003.14	1261434.29	1401313.25	1456627.71	1618887.52	3868076.01	1757052.25	1944967.79	1956955.11	2840690.00
M	1811766.76	1649620.57	1364008.61	1296099.92	1654560.10	1577048.66	1934405.04	1741478.49	1512809.05	1839409.83	3418305.29	3828917.86
N	1657956.40	1590040.42	1329252.66	1284188.14	1568069.98	1651611.03	1724498.39	2487081.81	1705277.13	1973288.76	2525359.39	4164428.78
O	1873431.29	1743309.88	1415546.94	1423374.57	1954039.94	2045842.80	1653004.47	1659542.25	1563462.25	1789265.13	2051226.63	2342160.68
P	1773066.51	1616183.40	1330093.99	1307720.59	2023656.80	1628849.53	1631743.24	2090238.90	1738850.76	1774980.15	1817125.08	1997964.95
Q	1963949.32	1646841.83	1399602.84	1313536.67	1579723.65	1918472.47	1935903.32	1735982.57	1724622.51	1837315.61	1655275.68	1796810.43
R	1828407.51	1782571.17	1447215.49	1338111.12	1581192.19	1945609.91	1929353.16	1548146.61	1581838.98	1815524.56	2030774.77	2242624.30
S	1951637.01	2151766.33	1567337.56	2320625.06	1836811.25	2160315.24	2003111.59	1498462.90	1578965.01	1821957.97	3110052.87	2603969.23
T	1724632.84	2073027.49	1703105.78	2090494.09	1822804.13	1828005.46	2387672.29	1516490.80	1528229.52	1911601.10	2783383.25	3113129.80
U	1987991.09	1986833.29	1843101.62	1859888.60	1715894.72	2408275.45	1862404.49	1882668.68	1917939.45	2191756.91	3182050.28	1858415.36
V	1776661.04	1830183.28	1808529.13	1857131.88	1534780.14	1731384.28	1610510.10	1440483.83	1683629.95	1937254.44	3061021.11	2149160.83
W	1771261.08	1780402.87	1645554.00	1579130.63	1484595.13	1627136.90	1444896.47	1498501.94	1737411.57	2124846.87	4279495.16	2689141.96
X	2007302.88	1776214.65	1744996.91	1558963.42	1554270.96	1366182.07	1460633.00	1525038.50	1986183.41	3087160.25	3096865.30	2737773.62
