 	1	2	3	4	5	6	7	8	9	10	11	12
A	5515560.06	4291337.57	6071122.98	4207841.87	7185980.01	4270186.73	8621223.24	16779875.64	4624339.95	17389840.28	5293926.56	12782046.51
B	14668730.57	4465945.69	4161919.22	4224187.93	7004721.54	4217865.27	10083353.96	18168954.70	4668381.82	17781446.31	6314645.16	13695892.90
C	13864757.19	8164781.11	6316514.35	10810614.39	6163360.99	5053387.24	9584355.13	8975056.90	7273959.85	6724403.69	14732121.58	17126250.42
D	6815901.82	7230802.51	6191324.02	6142651.35	4990940.44	5654659.17	8146005.44	8523205.48	6702092.94	6041849.15	6533341.94	20843410.13
E	5263662.54	9871696.03	6680000.78	10963665.84	4998814.43	4770348.99	10690120.14	8740900.64	10242425.53	8133787.13	13617856.77	15928115.36
F	5298185.94	7033987.64	5617972.29	14164811.47	5461100.56	5102969.21	11104027.21	9817267.77	9316852.27	7710861.17	14253923.44	15462452.19
G	7124880.28	9583090.37	8234974.43	13590546.97	8379365.00	6498838.03	18495463.05	16462974.65	13419735.86	9796895.12	12044815.11	12363284.01
H	11913883.16	12268853.07	9921855.23	26276561.97	9564686.38	5427111.60	13888338.99	13326624.19	14435123.06	9385696.24	8980526.76	12573553.21
I	18105655.44	14614965.09	10065475.17	11658412.61	15860075.20	8548156.74	15658677.40	19483459.89	19565285.76	12377583.05	6383596.82	4937779.64
J	6938392.98	14904299.87	9043518.80	11563275.85	20537110.53	6143089.92	11014875.41	15428374.21	17668843.98	11944217.32	16133928.82	6645181.54
K	8630523.68	10766218.66	7956818.69	11638982.53	15792952.67	5535297.24	12348302.29	15595068.25	12562007.85	9524322.28	7581748.05	8537015.84
L	9282728.31	9179384.28	8122787.66	7868070.49	11493935.05	6094771.40	12033973.62	12392474.28	16023662.18	9739519.05	6979652.73	8401606.05
M	20161899.32	11073156.90	8757751.75	10147863.07	18480344.74	5859132.17	10985614.88	12874294.78	14039146.36	9187100.95	10896413.95	10461326.91
N	10080863.45	10918825.55	8945256.31	8781738.83	14713775.92	5350699.63	9869147.29	10424300.52	11945862.08	9695676.24	6752061.16	7236022.32
O	14489008.37	12737332.12	14226462.51	22180162.00	13742634.04	5203127.89	9595921.34	9839256.03	10766862.71	8609681.61	11610904.18	9115873.65
P	16256199.92	13032539.59	8800224.36	11172952.62	13687678.13	4929667.08	7969095.84	10816075.81	10181693.87	8352299.98	11181988.75	7679315.48
Q	22456919.55	11381545.17	12273284.72	8295519.71	9954481.92	4962277.80	8165456.45	9205567.87	9773966.70	8236861.41	11321250.62	8447612.24
R	15386276.48	11182809.67	11401363.93	7454935.83	9417997.03	5057531.62	9915134.63	11954307.34	9563396.11	8254631.39	8592219.77	8165962.40
S	14875636.12	13338066.24	14570056.96	17610610.08	7260958.12	16536362.77	45424184.75	51967692.49	22723554.99	16464329.14	6091333.86	4899016.74
T	10401168.96	10759072.99	10741847.30	11445938.06	6146536.76	6481661.19	11375130.10	12145553.48	11235188.60	10029245.42	12343856.71	10134983.61
U	12706701.87	12956304.65	13600600.17	15726308.78	7890993.63	7164115.51	15992710.83	18487853.30	13933687.63	10320029.51	7991735.80	6994685.09
V	7471240.96	12548415.64	15004970.71	9783551.96	7810417.73	7589258.95	11997250.44	11349322.86	11435601.61	8348736.37	8068901.26	6384260.23
W	6606757.26	11771630.51	7927361.41	6746095.90	8883928.28	143716562.87	10931866.81	18001067.56	12537330.94	8241755.38	10755113.74	8653521.85
X	13186365.51	9834321.14	13042037.51	5647411.19	9889837.09	9525438.56	9141773.23	12953591.97	12554314.31	8669077.31	6657831.29	5662685.35
