 	1	2	3	4	5	6	7	8	9	10	11	12
A	45371084.00	5786198.42	46399021.05	7478590.39	5810930.20	7311035.27	127107843.48	29004520.01	3329873.05	10825379.58	7011898.00	16613590.16
B	76666798.08	8430355.72	68375571.08	12683240.39	95344873.88	9720980.76	43474802.95	53624462.19	5400788.90	22883002.36	10934492.52	25366000.12
C	42277923.74	31409456.66	27943598.44	19994367.47	26173496.22	21283552.18	24908871.85	35030904.28	35746769.11	34884602.22	136653572.04	18920897.36
D	38514769.06	35786481.78	26926468.16	23022604.81	15734093.14	19281184.59	26243389.96	24309937.34	34892514.13	40114663.04	57647248.63	45239566.88
E	23885820.42	26383557.87	15833819.01	11421856.51	15143212.99	15977430.71	16864629.78	23415217.17	34801012.58	36830064.86	96255861.29	17981902.64
F	23462476.27	22099786.68	15037789.89	12381992.83	19167682.14	16329343.22	17819279.27	25913972.27	35759464.33	41240713.65	90907185.01	30680130.46
G	45444058.18	44748217.64	39476663.23	55167585.82	56999419.21	61764741.98	36921630.50	47382180.22	60778431.71	62303786.81	84817602.86	38326687.60
H	42940275.22	44244466.74	48257237.70	51259801.04	55359454.83	59194875.58	37441821.83	43025565.54	59426963.96	57131457.47	50603739.41	15953303.76
I	165686208.49	160258383.41	489396257.82	386203854.27	113114747.07	98862507.91	98232345.31	64446731.25	72711106.34	84397999.54	60515539.11	14482537.37
J	126030241.42	111819648.06	180633697.40	163721184.78	121350787.19	49250379.19	69260888.42	51754006.27	71560468.21	69817881.10	164746014.00	64366906.54
K	61648726.55	58025405.66	92356007.04	68383319.01	61135552.28	42956024.14	48962228.78	59174820.26	60839561.63	70477743.76	102955404.26	132679493.82
L	39277824.06	44507255.52	38626111.44	47136664.79	33563529.45	31417843.19	34937113.54	55733029.89	56942243.61	68645643.70	123933723.56	109260657.48
M	40273126.99	39049573.95	33329318.97	37905295.91	52179374.70	28919838.37	45592090.19	49371604.09	49181656.01	58167098.88	131541979.52	118920833.01
N	36384137.83	32827208.32	23533754.93	25563174.34	28877833.34	33830504.91	29320858.39	53271698.65	60020371.00	53518347.44	139939683.72	119652808.89
O	30310322.93	36784380.73	24148232.90	27249354.78	52707273.03	73233964.28	41858781.98	43795089.56	52997109.55	49260413.41	96130543.21	83615761.28
P	25628864.54	28703499.25	21661196.93	21858219.80	50948645.36	70101668.78	51947456.40	48392917.43	56032449.92	50972638.83	72516110.68	58593819.77
Q	31191020.58	26725419.52	19255648.21	16327463.62	25943093.35	63840995.56	48720092.46	38843733.27	45941141.20	36133976.56	65890165.13	67968529.15
R	34776910.59	33038722.54	20113922.82	19300348.02	32353475.80	43234375.93	54441891.01	39244504.44	37613884.15	37032715.08	67757117.86	46371755.87
S	134746479.34	87231112.98	75687614.86	94507265.23	81958382.78	79959988.66	92938325.00	93126882.36	59311716.83	142227417.84	63986427.02	86294579.54
T	72284592.13	59160154.77	55809260.53	58613851.04	49602760.62	46419255.39	55403750.39	72685087.87	51335597.47	94531382.08	143372604.12	94321852.41
U	53196777.96	48496999.54	50583001.35	37140684.83	41897029.64	55906684.30	52075860.60	56833557.28	49428057.80	53216943.46	195335632.20	56230328.14
V	49290312.89	45557531.90	37690558.27	32153596.80	37169306.49	28214745.57	38180192.21	48413988.95	38265407.52	48072245.98	170274061.05	62621440.87
W	55015427.49	55112383.93	39623267.50	32477181.72	51480359.34	31524405.83	33430216.62	67925986.87	56367632.58	53476957.71	174239940.17	72458557.08
X	48146217.06	44777981.83	28298825.87	26154204.88	40720401.86	9972252.18	31441017.51	55096961.03	52715281.63	75809901.15	170163339.74	64861362.05
