 	1	2	3	4	5	6	7	8	9	10	11	12
A	81929520.68	6665347.54	51539622.84	11620607.73	248162821.89	10822893.16	207162085.59	48796129.93	4752325.79	33345784.95	6316298.11	33898192.28
B	30844133.55	9929639.16	120352136.31	15697437.87	170556629.40	11162512.23	87624296.69	64572636.24	8096455.02	58342681.37	10163098.68	45789743.41
C	48272777.28	36537151.45	48658389.46	35289583.93	54575456.11	16386447.70	16311693.36	29226268.22	27937567.26	47015129.87	59598466.10	29161818.40
D	28570247.73	36775138.61	31606590.45	31340465.98	19305540.99	31404278.61	18123238.98	33413240.28	31515743.86	61318180.64	122553839.62	44926283.88
E	28052796.63	32997863.41	21821824.70	21171070.15	26214408.75	9035117.22	8396978.70	26482734.24	33573419.83	54921548.25	162491321.39	42000464.95
F	28187692.46	26348309.00	19317461.43	24288615.58	30063618.07	7977845.37	11342868.94	26604906.81	39045191.57	70261429.62	153506254.27	48722245.90
G	38273681.87	41681414.13	59743574.54	56354375.39	77146229.13	24185853.97	45185531.08	46255303.48	67745025.51	89598008.57	183318710.71	68942508.65
H	31237496.32	51037814.03	44010665.77	59909704.01	57844762.76	60642298.89	35963928.22	51972310.86	60520931.71	95795926.25	141433358.20	32350755.81
I	80398505.10	72643263.57	170938034.10	167896280.96	111482554.21	80745008.59	244096317.02	124050437.79	147957008.53	147327910.98	105703410.31	14326743.23
J	62465486.65	63493585.21	79426038.28	93162662.38	104583804.00	72762008.16	198990614.18	100141938.68	150395350.61	125341449.34	196461682.25	28911905.13
K	43505931.26	47231034.82	52112474.10	51202940.34	52646551.40	25739115.91	64880149.53	56211831.57	71219224.02	98999208.97	123038509.09	43953400.50
L	60108655.54	58384549.90	29266781.73	52201108.91	26398405.06	31409124.52	30814456.74	48942914.40	52092194.28	78190237.99	137851976.99	92751551.51
M	38555733.05	36680061.57	40302794.34	35657704.40	47852455.83	37354587.50	62573421.56	59700193.92	48825762.94	75412406.44	160422066.03	99182631.65
N	49938430.54	40627728.04	47802863.81	37780101.64	35407524.92	75045078.20	25053004.75	51094648.06	36143874.22	62115313.58	141514118.77	103371010.62
O	27329069.21	29563609.58	39533772.83	35212305.43	45895451.21	57433097.76	30014213.24	37309968.78	36841270.77	65864983.30	201593347.17	108858998.57
P	30023806.33	25032807.49	24476057.57	24363889.74	35427664.03	61040329.02	20767430.87	42437294.32	32612898.72	62371320.13	172185981.34	81526128.07
Q	28174421.89	26893282.24	24872771.21	21468286.74	21612937.98	70580890.07	26239029.91	30298023.43	37882346.31	50226188.30	179126512.99	110060017.87
R	27839076.96	41926049.64	22189242.27	27105480.90	36704483.47	54323809.14	24402727.52	33361896.50	45912297.71	55338625.49	245159574.58	84341104.47
S	41305706.70	53990591.34	42596634.81	54987405.02	54294404.09	62972665.46	39959905.81	39463932.51	60381388.45	124381280.26	189208111.58	106576433.20
T	70020819.75	72224709.68	74004757.82	61280861.63	74135716.66	68496675.88	94074961.54	46220830.02	62087010.13	157076127.83	218095662.96	170803968.59
U	50821519.69	43309191.19	44969219.48	40788796.93	36925130.73	46014572.97	26198643.72	45914256.69	63068798.46	90312932.78	201509301.58	101128598.01
V	47475944.49	47020944.45	36042385.61	47349632.90	50274325.69	20913615.59	21393434.48	27865578.27	53545215.04	106846679.61	191139886.13	103514611.06
W	66827139.71	66987841.42	61284053.09	69801296.15	114884009.75	27928820.03	22070025.62	58294383.08	95205998.68	127309124.54	210851596.72	104657722.61
X	53386567.12	65939932.29	71204401.41	58498959.12	69811571.27	15687981.99	21070635.92	35078852.74	101502994.55	105663937.78	181572892.92	125830077.16
