 	1	2	3	4	5	6	7	8	9	10	11	12
A	54635589.48	5682853.97	36309226.34	9464036.34	310414697.74	23087121.92	69908509.78	13513750.51	2605674.00	3652267.07	3517747.07	8640953.07
B	21965902.39	5412817.76	30563902.31	8831544.05	84368040.51	16952176.72	104313490.90	18923919.58	3276498.41	5694303.89	3693092.07	11054394.72
C	13459487.35	15291798.78	12001616.16	8233245.25	22024715.63	31974464.63	29340988.84	38195554.62	37854600.75	44734319.05	17590516.31	4585602.72
D	12255313.98	15264481.98	9050164.15	6813378.96	11046289.61	31257354.38	43954628.73	40357531.75	69527169.12	62370543.69	51995650.70	7031866.35
E	10763435.52	16584537.83	6984771.21	6422786.59	13325576.69	16015837.42	33503731.87	31602389.42	39119998.50	46327832.68	53798341.80	5879434.60
F	11727997.74	13992223.68	6540615.63	6633919.88	21488848.51	13776416.95	51341337.55	32456827.36	39490639.18	46583305.24	42394763.78	6738852.44
G	14601452.30	19908325.11	11347323.65	14555275.25	34788837.76	18602410.74	29695803.43	22976548.86	28895501.77	46289410.32	54854987.18	7354090.62
H	13960575.19	20045445.51	14820761.85	17706665.86	28202929.70	22597843.36	17178819.05	24692864.63	26999288.99	41114158.90	26868945.13	5069037.57
I	40749967.79	44703399.50	183728862.45	156277804.73	36721867.33	10284886.66	12161828.37	14345158.50	13309594.90	50215514.92	44549251.10	13797809.71
J	21717437.26	29430673.91	26196190.31	37835428.79	38386911.43	11747987.29	10201932.17	16823336.77	14204524.42	36950169.51	98752453.53	99158609.93
K	18571823.69	25743781.69	26359208.54	22355899.57	28371385.55	19777262.40	37210480.64	33661950.03	29715235.69	52973438.94	31735267.70	146421185.89
L	21625538.70	18849125.82	15791418.36	8928265.93	18222375.91	23094761.85	24131738.60	33293945.89	23184345.59	39258914.28	43054763.37	120399826.97
M	15702570.99	20847026.12	10825775.97	8391401.29	24595766.16	23741155.22	29966080.58	28969364.78	22048738.63	39229205.02	66339959.09	84000688.54
N	16411381.65	17050546.03	7839353.66	8398409.58	18806321.08	27423457.11	23066884.08	27918507.61	20852835.15	34836525.57	67343434.26	71844058.95
O	17337260.95	23473176.58	8676788.07	9338351.57	25576454.10	28388120.44	18259657.16	24490312.46	19053025.56	34760111.31	44054485.91	32845591.09
P	18595235.45	17674792.57	6526332.25	9328224.28	26121585.16	25121468.23	22213583.01	27106239.65	18784775.30	28425170.19	32640092.35	26798567.90
Q	14042185.99	15210855.62	6364964.31	5710027.78	10658013.73	28173053.33	15813569.31	18433077.17	17226364.51	24207774.91	38940730.56	35087046.70
R	13973909.48	14537825.63	6278011.45	6669882.14	11420662.11	23022541.96	18948266.29	17841278.86	17410938.03	23383912.99	23386078.60	26892752.85
S	15778698.27	19371201.97	12360130.61	25807062.93	18032084.56	26885123.86	26459962.98	19163621.65	31288762.00	52769408.74	29631365.83	26657606.19
T	20056967.25	27491030.23	19089750.43	39419210.87	30091449.93	34269838.34	57363556.86	39811323.84	40203833.97	87413137.33	60382077.26	42332896.74
U	20118297.09	18272210.20	13068138.58	12934208.74	12798049.48	20456196.80	39868081.68	28839229.22	31723987.09	45559222.26	61883523.81	23703411.98
V	18794679.72	21484555.14	15991351.92	16528268.81	19202986.07	14717564.08	21051772.01	20819882.16	19938630.25	33552864.16	46319714.27	16993859.23
W	21301369.81	28756561.33	11119079.47	14178950.05	20958859.54	12068654.73	19311208.14	24670971.05	24280215.45	34784395.19	58315154.49	34960581.17
X	16635158.35	24171842.41	13095723.25	7706433.41	39891030.79	5570798.98	13582763.06	24469675.16	36315978.65	54824938.63	58840448.47	34825330.79
