 	1	2	3	4	5	6	7	8	9	10
A	128026230.65	202176509.63	121956644.71	80593476.96	210402537.03	179711562.26	89473342.45	105538919.42	103681260.21	10089019.35
B	109927973.17	184992317.61	130618118.15	99649439.94	188207855.81	230307011.2	82061728.02	52130474.3	95202006.0	58728403.88
C	48442848.89	41312363.01	36511546.64	29303200.11	61207816.6	55711668.1	33209447.42	42988732.99	38575583.19	51813408.0
D	47597305.4	47304918.32	36301360.55	35113002.92	26858196.51	65419433.21	29628175.1	34682482.28	60116732.06	64968814.06
E	36727640.34	71044711.64	28187825.47	30326496.34	40480681.45	45214596.09	22354760.74	45851733.11	50644557.48	106147438.69
F	41733053.59	50742551.68	24803111.71	24950530.55	42680049.3	35281999.71	26375516.15	94783209.9	57523677.77	68435793.5
G	66619282.88	109858531.6	81671354.97	108081070.16	102804092.97	84617837.08	71106729.03	155520463.05	89716793.57	136322964.07
H	84524818.77	91187310.48	86332220.2	140602447.73	96936548.98	155580627.05	58895189.01	109805192.5	86432299.27	177639349.28
I	156048695.86	195612656.28	591137929.54	178109797.14	147471744.81	173977330.28	104164032.47	117453322.6	93939805.82	78677202.09
J	139909982.41	224590538.95	301030269.83	161626341.68	163049001.45	140015507.88	69888535.01	98583058.06	93349024.48	229355134.73
K	81588238.09	119719353.82	129981056.91	132090440.64	107851038.7	100567059.47	83085254.38	153966412.89	94860855.04	149730090.73
L	71750357.9	118959199.47	74428381.32	114353519.86	51852230.92	97009929.31	65869968.94	177905387.64	77004524.78	151431397.52
M	75463342.89	89724739.17	71903406.38	132286692.53	94372369.3	122910971.4	76235171.5	105145368.67	61104905.67	121260444.54
N	110117603.95	72792256.89	52564331.34	106594780.89	67327813.92	233532396.75	75247633.9	126837635.72	89642496.24	262114650.79
O	114381853.18	97549462.83	53317987.41	94465895.82	95280958.93	115677686.94	136513876.44	103565634.67	100208767.63	150077264.88
P	165128337.79	82257383.29	50007325.86	67630749.7	91923283.03	76048832.77	145528135.63	106739559.0	166916371.33	102333471.49
Q	105914459.84	72246080.89	38154252.21	66236884.12	67581874.23	51678897.47	133621761.06	80891572.0	114393256.19	181889611.32
R	76245123.91	75738245.16	43365804.64	88690578.56	76365071.25	71265174.56	125118818.09	83019611.86	95775974.39	47401128.24
S	96974401.74	119538199.02	111252608.8	170279613.54	102187981.51	124074209.19	125723550.06	86860103.63	73597724.09	101977215.78
T	105951638.56	141779222.13	148772140.84	254480060.51	140212127.16	174190444.32	212386765.9	163306918.25	72728989.15	122578189.43
U	88928869.21	107296640.97	80463175.11	122968999.95	72139653.97	115644364.93	87728808.71	125063472.36	81879955.77	83392490.81
V	86789363.92	121387595.42	83357618.85	122866704.95	67037605.8	102718076.67	78287575.61	78135678.5	67911994.22	164503509.03
W	82802188.96	133419439.49	77842539.46	77468490.01	61374642.09	95934624.3	64361848.4	89839356.21	92625705.6	55245038.0
X	96348026.86	109584729.45	82663907.98	41626444.78	92432347.93	17318907.71	48700543.05	58152055.11	111244985.9	112608316.33
