 	1	2	3	4	5	6	7	8	9	10	11	12
A	258281133.91	137072334.75	234872928.38	31022769.45	50347686.97	527179739.10	177380172.78	126046086.13	30160003.79	238519126.49	30938352.60	156815327.08
B	25236657.89	29375546.16	27513062.01	27437398.82	31913432.99	30694274.53	29190497.12	35470423.01	40031798.03	153400862.20	43510490.46	155571921.12
C	238274825.84	176615784.72	243085051.79	191621295.62	214880300.80	102332364.82	68518080.36	129171297.37	101009666.17	147257165.21	141923043.87	229137570.75
D	242200156.44	268854101.07	289627170.87	198926793.49	162277479.59	134314336.27	128232193.12	123285017.53	164469290.21	207906604.50	264809161.84	306581170.22
E	200846462.31	251774316.21	218483544.05	165685677.11	141910399.33	80064599.60	83921849.54	112668388.68	116838410.78	140710594.74	272771398.92	245818218.35
F	223262940.92	273297412.82	183727076.70	198377517.80	168757159.59	50099554.04	66137916.24	111391487.99	105994723.50	154226769.79	257583604.58	165071625.14
G	166525894.66	165390139.23	165081114.73	172901579.26	182514258.03	112135538.43	152453680.96	145144484.95	153739657.61	189201655.41	190115853.22	100609891.83
H	139074091.30	162494305.96	146365587.06	173559743.04	153654339.94	195849223.28	165554310.83	134997058.17	153227845.10	167610623.85	214325767.50	47410894.73
I	162793870.90	197578615.17	149657540.02	131823600.97	209863214.80	252338728.02	629971435.09	266932861.97	292802486.68	275380430.37	140720264.87	18926611.04
J	136112776.68	173554411.43	108746608.77	84279592.84	177056177.20	193244382.81	513107458.77	288973640.40	314960136.78	284644432.61	207562178.86	47321516.99
K	151840032.27	166173174.71	174014571.71	182417700.95	215551101.36	200308738.65	302852847.06	233402695.99	161627781.75	179475761.60	86010365.63	44903569.58
L	139979227.85	155143296.69	139358424.96	182179886.39	161017942.04	193845218.45	125366546.27	217151627.53	170058818.19	185210925.83	117297386.52	92470210.72
M	147812172.15	129524146.70	170240458.65	172150996.75	188243809.06	125791030.52	206476718.89	203677841.05	116938622.54	145841366.71	138117076.52	83687526.39
N	150954233.41	143219054.35	179846754.41	215257786.14	198572436.92	262074902.60	108333960.20	263008754.29	133793017.63	175512763.14	159670936.44	106331310.27
O	127573808.81	161653072.72	136555018.10	150184555.22	207203683.08	208671336.91	95184458.75	181252257.66	154717136.72	169350205.11	306538208.58	158997081.10
P	113690910.70	131937008.38	125349444.32	132904440.69	179471006.31	157831109.35	109091746.34	201759550.14	136681708.53	167452584.63	300518584.87	146356967.30
Q	136800385.05	127593567.92	124094439.99	115265916.01	149373479.80	211837581.75	114493491.11	157507869.31	136761136.67	123904906.26	241287763.25	154723315.22
R	140161797.08	144402492.16	126196478.41	113107333.34	145178899.25	243434365.24	109741311.13	144968525.87	124574488.23	144218133.40	536493608.84	145455720.95
S	232843855.87	261616092.66	226056387.68	221789858.74	217115091.03	228597942.24	250363907.66	189792910.68	195106901.68	252885356.63	192489941.25	138060186.95
T	269357667.67	336435313.01	267849041.85	266191414.83	243564089.15	265542964.02	378808406.91	321215606.84	227216595.00	440359365.39	189394454.86	226662543.14
U	192485500.46	203267342.44	188308074.05	191122026.66	173331842.28	168249866.06	132694475.01	186111232.68	148608397.75	166210458.44	93582478.79	120978835.65
V	172776318.73	196161502.71	168731664.49	147464405.61	131423803.17	135442416.39	120412771.38	162225720.06	154217087.58	157570467.14	135942570.71	149884273.10
W	174044120.09	204626780.44	190629429.55	150345369.80	87250302.17	111700909.79	132696203.31	180555548.81	166457554.62	170718078.75	163193890.92	154865542.86
X	138864687.65	172170741.63	181654445.64	253915717.53	128765215.37	33812760.66	65774010.20	91342665.55	169202192.38	214156228.32	149557400.42	159335258.31
