 	1	2	3	4	5	6	7	8	9	10	11	12
A	14061638.53	7848044.19	11000195.25	7706961.01	12988854.34	7762280.33	13663890.49	14718012.32	8297097.81	19062934.07	11583039.01	12124786.52
B	13371081.22	8332459.81	12779726.85	8172708.62	12645691.35	8010934.42	15279483.00	15286556.70	8538540.08	15939441.11	10882625.65	12835359.12
C	15966991.64	15802964.95	18304260.44	15562023.24	21697883.77	12541238.35	12525675.55	12417909.30	12206610.36	12608351.67	14102712.54	12643372.76
D	14567432.73	15477666.58	15766760.42	14630876.85	12027448.85	14070453.85	14546409.98	11914725.77	12396444.16	13838846.28	13777607.17	14840424.45
E	15434693.43	16897815.24	16236997.25	28167071.04	13163259.19	14886775.38	15121304.19	11867025.81	13501421.35	14721027.49	15277041.26	17566097.91
F	16038498.81	15817471.30	16947561.61	27447489.48	13436334.92	13075197.36	15843603.21	12245181.14	13343838.31	14742775.74	15600413.50	16225220.43
G	13368764.93	13436646.80	14086777.18	15508123.55	13505425.13	14070055.29	13870497.56	14270362.67	13671242.69	13998424.72	12999994.05	12604492.90
H	12807679.51	13164209.10	14176931.52	16928512.97	13751195.87	14414065.82	14153262.28	13345700.65	13808473.56	13635741.18	12485131.91	12160091.13
I	14230354.96	12411712.27	11949641.67	12023068.88	12620888.04	12902126.18	14091686.89	17160523.92	16800739.02	16845066.89	10689821.45	10088942.44
J	13590828.20	13387809.30	11429757.60	11657768.16	11466013.67	11483673.19	14411102.68	14596065.46	15624123.45	15280015.28	11467015.71	18517174.40
K	14278626.77	14003726.99	14725943.02	13315863.94	14076397.65	15141505.01	14570071.20	14511156.86	14235606.44	13580263.75	11149060.08	10554504.21
L	17578480.46	15063090.16	14098673.21	12598832.45	17355351.46	15194179.74	13212927.35	14034626.95	16512205.61	12702025.54	12141703.83	11026915.94
M	17528471.26	15551828.95	15227120.28	13994346.33	19523818.10	17209485.29	15461183.25	15812019.43	14958691.23	14849944.73	11636961.41	11447929.89
N	15726082.62	13935333.65	13371832.59	12147592.71	15345983.19	12838778.73	12364352.84	13034630.91	13342716.81	12261329.22	11991478.52	11206221.86
O	13316754.98	13400408.80	13075438.22	11736673.80	17276884.64	15885146.25	13898436.13	13084651.74	13391406.51	12535817.06	14555837.01	12866846.67
P	13587928.30	13299523.93	11898376.10	11576581.15	15405115.22	14375116.82	12719846.56	13141434.31	13269843.39	12828465.31	16290733.40	12065268.18
Q	14447145.39	13055684.36	12218603.21	10719408.08	12025512.10	14033207.40	12493634.34	12941841.76	12327316.04	11893532.54	13185725.31	12843050.35
R	15097072.75	14026542.64	11800463.82	12106674.65	14406718.09	13803960.34	13662268.15	13904973.24	13147985.60	12745100.34	13662894.30	12358535.44
S	17185848.31	16143250.26	15147880.97	14288590.44	16386244.19	15453447.40	15454664.02	18872479.57	17537713.53	18824333.93	11157517.65	14432211.15
T	16607647.92	16764795.43	15777397.41	16061949.72	15173208.33	14862544.38	16765634.28	18837594.41	16027177.40	20719773.51	11290198.59	14122366.12
U	29132038.27	25943068.74	23629366.07	23689620.66	23936427.04	22106245.54	22023915.94	19495452.98	19630023.37	19758936.02	11766114.88	10072101.27
V	16132100.69	15859077.58	13557194.77	13063785.39	11784741.68	12301699.22	14080307.24	13230799.22	13627570.21	13155058.74	11324582.32	11915250.33
W	15719042.22	14520910.24	14750264.36	15519699.91	11703719.16	13397530.81	14647658.99	15451355.86	14455040.44	12881816.77	13586127.02	12911999.73
X	14112792.66	15667680.08	13219311.56	11924470.65	10297834.64	10012887.89	14271113.61	16492802.00	15291874.26	16397059.71	12627581.59	12590554.44
