 	1	2	3	4	5	6	7	8	9	10	11	12
A	104438002.00	267471763.00	115917115.00	32516035.00	93434337.00	309645233.00	33177646.00	56677232.00	31006553.00	222883111.00	80004393.00	131077162.00
B	33101252.00	31820948.00	25919642.00	28951186.00	36572699.00	29010096.00	22601802.00	22343942.00	42798466.00	135821055.00	81390591.00	122494775.00
C	154165868.00	147048223.00	182081433.00	290334768.00	150625291.00	51633301.00	57112298.00	90463473.00	77645487.00	71358356.00	218783958.00	265682515.00
D	202673440.00	179746744.00	267136864.00	181700113.00	98499151.00	78991253.00	65289630.00	83701236.00	108187648.00	75538678.00	131914752.00	234630407.00
E	147624334.00	210165340.00	213468040.00	133476670.00	130082431.00	36361765.00	47759169.00	66885485.00	98110414.00	76662408.00	157538239.00	268877250.00
F	173620853.00	219701339.00	224766960.00	223595057.00	150494435.00	37164505.00	57255022.00	88390939.00	80534602.00	84637538.00	167542139.00	168516346.00
G	112290404.00	140794302.00	150397518.00	116043908.00	162150885.00	75535433.00	125188431.00	128136231.00	99864557.00	110222768.00	115159986.00	334072394.00
H	95451166.00	116391381.00	114107908.00	119514191.00	155033061.00	124963792.00	138956657.00	126903530.00	158899028.00	107764178.00	110773637.00	156433379.00
I	120788027.00	143510117.00	165402246.00	106083434.00	193272169.00	134571000.00	268920297.00	184509329.00	238377894.00	198502811.00	66729515.00	31599332.00
J	136238452.00	138705000.00	137880135.00	107140366.00	165789584.00	88682013.00	210012000.00	152255522.00	270267753.00	187459355.00	195651456.00	66564229.00
K	135330654.00	149103155.00	124400742.00	154348280.00	189551138.00	117239350.00	305943436.00	149188833.00	139593721.00	135992855.00	103312540.00	50522049.00
L	137065551.00	139608853.00	104214758.00	128779118.00	92093799.00	222684632.00	136781235.00	211690697.00	129178179.00	126535861.00	150568063.00	58677436.00
M	121893026.00	127287289.00	108625185.00	203784072.00	144222575.00	113796634.00	262399670.00	167968254.00	121206485.00	128801940.00	158296435.00	59925564.00
N	117436309.00	147994968.00	109201907.00	153567031.00	93622273.00	100824791.00	96626999.00	204241990.00	110175452.00	135855647.00	163285389.00	68459936.00
O	110551709.00	131685227.00	130790379.00	121259981.00	154871566.00	223277204.00	141191912.00	153835483.00	134614046.00	120372730.00	220988186.00	132258463.00
P	94458111.00	109869519.00	97376779.00	98631753.00	125777896.00	158704304.00	96354305.00	162446310.00	130389974.00	108425037.00	197792178.00	114111227.00
Q	105252238.00	107119293.00	84829768.00	114800545.00	76338818.00	195698612.00	87733273.00	153320293.00	124558608.00	104031189.00	170312082.00	109670470.00
R	129990103.00	124560565.00	97426028.00	137077303.00	101030974.00	179773888.00	114864000.00	120018714.00	115943933.00	108335852.00	207990735.00	100350834.00
S	588609163.00	342856558.00	295156931.00	347508313.00	178502398.00	218663044.00	279179169.00	185138070.00	152724394.00	214952292.00	110365983.00	123975719.00
T	277641836.00	244460677.00	193542056.00	201080731.00	151429369.00	128689273.00	201793114.00	156008792.00	151627905.00	158465827.00	181226969.00	177778541.00
U	160010770.00	177247841.00	197637612.00	223824930.00	167867260.00	189048408.00	137010096.00	145879362.00	135097567.00	127412733.00	122642698.00	95266225.00
V	142387505.00	157421717.00	136151795.00	167476626.00	144353951.00	123599994.00	121085841.00	112495308.00	147125283.00	134358703.00	142622271.00	119318118.00
W	155263035.00	180262750.00	231034600.00	177959529.00	196807055.00	106724317.00	92011416.00	121272082.00	139350221.00	121692173.00	160749182.00	120191363.00
X	126167310.00	149373638.00	143355316.00	117381242.00	89516389.00	50248008.00	55857376.00	80550190.00	177204771.00	146411745.00	145883123.00	125085376.00
