 	1	2	3	4	5	6	7	8	9	10
A	1453715.5	1513855.59	1604476.52	1450372.25	1424562.21	1486530.3	1437475.49	1417446.08	1467676.17	2111898.32
B	1812877.19	1921889.83	1883705.71	1789127.72	1989139.94	2743318.44	2042481.67	2011899.78	2016266.58	2026481.09
C	17775594.79	22035802.25	15650078.27	11709099.25	18109295.58	48783391.99	21378744.6	16446914.07	18695768.58	10657542.98
D	18963390.79	15722338.07	20616543.26	23483674.18	12712533.22	40059022.06	12785280.11	12116662.44	16811151.77	25128371.68
E	14442739.44	22067099.85	23284194.42	108731484.63	18883437.07	23904357.24	10228233.26	19747611.6	14697793.96	11472386.3
F	19233546.84	27177167.47	20801178.81	27153696.79	15005724.58	15989999.62	13396693.83	14214019.63	15276948.33	42410818.88
G	17401732.84	16738052.12	14737447.97	12337384.55	13785162.91	10580293.34	10893503.88	9527941.25	12049013.02	10317320.08
H	13948619.18	13470160.71	14680171.22	12407204.58	14793429.93	12906135.79	11493940.07	11695928.67	12506947.21	9556220.27
I	19193388.95	15602438.74	13577690.86	10758744.72	12601221.88	8263452.16	9231478.62	8514912.2	9877186.87	6140941.26
J	19091399.83	17325655.15	12254211.08	8333485.3	10695339.91	7412915.51	7843170.99	7782311.79	11067723.06	6645356.34
K	21352763.81	17490072.96	15695553.01	10445472.06	16533283.55	10246021.81	9779286.12	12189645.94	11957733.28	9955669.6
L	20530625.14	17642365.72	13697149.23	10200169.73	11759294.17	15571016.74	11108020.9	11608186.79	13210912.84	6655333.17
M	16419744.4	17508576.73	15277842.54	8439959.03	14188499.66	16766219.44	13632042.71	12219476.81	12464319.48	10962262.03
N	19408399.84	17882148.33	15793863.21	8576061.36	12824238.57	14885096.84	12226441.78	15260271.25	12324147.47	13575666.49
O	16682364.16	18637367.31	15321041.81	8561887.47	20791392.21	18171082.26	10452329.4	13322308.94	11941883.29	10473251.72
P	16038460.25	16420712.07	13041304.8	10298654.84	19018843.95	14348217.01	14703224.73	13016175.04	10107089.95	4460454.46
Q	14425836.93	15333439.43	13132586.21	10727277.45	14316430.86	16504388.61	13709500.38	13630822.43	10568942.77	4020291.02
R	14055985.47	14797816.86	13314393.97	10387941.56	15971350.73	16291918.78	14287124.38	13982638.56	11478513.53	3732496.81
S	19498126.29	28117473.37	23410240.72	20996219.15	25098912.38	39256333.29	14419161.22	21098738.04	11609263.67	3153949.83
T	19413635.24	25278425.11	22765268.15	19671594.34	22393437.56	17555968.63	16835786.85	22054565.16	10816942.87	3362470.11
U	20049909.25	22036022.91	18073708.97	27121070.22	20946080.47	26861755.05	19575716.89	18223619.83	15081305.28	3602256.01
V	17715698.52	15641904.29	14627848.39	12421393.86	11923613.73	10317836.24	16288008.14	11640817.31	13128662.43	3178156.5
W	16806568.56	18059789.43	17210646.0	13811580.02	9305781.16	10890564.54	12017431.25	15652631.27	9858023.31	3002306.75
X	16173668.51	16496909.41	14545483.23	9463061.78	10908415.45	9451171.89	14073967.54	14629913.66	17539008.19	3473014.06
