 	1	2	3	4	5	6	7	8	9	10	11	12
A	5179858.38	2146122.52	3836980.20	2013583.49	3279683.85	2288318.70	5041831.29	66131868.69	3064276.08	5176498.39	2252744.60	4009211.23
B	6699246.98	2314201.53	6178130.15	2205756.22	3405702.89	2024979.32	3462593.25	5250581.62	2148294.18	2740325.98	2460245.48	3873898.08
C	9028468.74	5681814.00	6360297.43	7098429.75	6159568.75	3042546.45	3803312.38	4181302.19	3969774.28	4186373.55	6840082.08	69705790.81
D	6053976.91	11096281.98	5599656.44	4879958.00	3645651.21	3314450.37	3701350.44	4485193.24	3152980.59	3245579.07	4588758.03	4935130.34
E	6421820.62	7485647.45	4117413.58	3263138.90	6683331.14	4824000.79	3159766.38	3335980.56	4365802.52	4085032.37	5056151.04	5181848.49
F	7530002.22	11636703.21	4713629.80	4086556.14	4866130.91	2825037.78	3146956.22	3585742.41	4487261.45	4199351.46	4411806.87	2743224.39
G	6189146.47	6976420.56	4324485.16	4394079.95	4430339.61	3455209.41	4460480.86	5916925.06	4483331.74	4174449.73	3970273.58	2470344.57
H	6630472.59	5530600.62	3529953.13	3585326.81	6689904.29	3615381.02	3646530.82	5217805.78	5136486.01	4844258.66	2769513.14	2198797.68
I	8526794.37	4701355.56	4035034.04	3688800.35	8481123.76	3562381.34	4003174.58	7999688.31	6229786.53	5552523.04	2509354.35	1900638.94
J	6909997.04	4811946.37	3069928.61	3433230.26	4791575.91	2906001.60	3288456.67	6109770.56	5575135.03	5089746.54	4584825.79	2113218.72
K	5530790.98	6534054.74	4078856.99	5346266.99	4523633.91	3091724.10	4920705.11	5694995.10	5511442.83	4715197.68	3075608.29	3444585.98
L	6661728.72	6723738.25	4116222.81	12328080.61	5415284.10	2763732.76	6991206.61	4782824.42	7093009.21	4848912.07	3905878.67	3355940.97
M	8731387.91	5235492.95	3498906.90	6125656.07	5196023.06	3179794.72	5351328.29	4662830.25	5417887.80	4283052.88	4978177.24	4083740.29
N	6018214.69	5517394.86	3289710.56	7464334.09	4344798.11	2634452.52	5847468.48	4080193.52	5177752.02	4112063.51	4142250.80	4226100.17
O	5596330.61	4832572.57	3454147.02	4807305.99	6787003.52	3575524.85	4817890.40	4222723.78	5644364.75	4299518.21	6205202.32	4707124.07
P	5518576.94	5578899.46	3294267.22	5106316.28	5543924.81	2845661.87	4396380.31	5144969.48	4862733.13	4377200.74	4898675.96	4213077.38
Q	5523433.82	4388684.04	3250697.91	7160562.82	4628113.68	3531078.72	6537313.12	5148464.18	5049758.14	3939036.98	5907614.98	4186786.54
R	6562439.50	4029647.69	3083069.62	5920965.81	4942946.63	8121755.34	6621927.71	5384348.49	4768975.40	4123756.51	3150600.99	4247752.48
S	9981721.07	8381327.93	4311388.96	12849059.31	6633582.74	8096574.94	10514226.24	5340641.99	5881263.47	6744854.64	2598940.77	2534532.70
T	8545520.71	10850631.16	4542282.30	8010389.36	6164481.47	5620854.07	7768051.11	5094980.50	4603101.94	6486449.06	4622829.27	7692733.18
U	11056323.99	13515672.25	12627788.16	12669585.50	6070512.39	4508780.17	6578716.17	5338877.74	6552131.06	4837456.50	3180915.04	5497109.24
V	6239093.66	6835148.99	8193875.51	7210767.96	5638266.64	2962026.02	4421038.33	4519733.24	4976223.83	4208718.12	2915665.89	3200208.63
W	6587835.72	11415330.48	71908585.14	7641115.07	3986484.24	4016750.92	3413524.98	5954733.75	7575289.91	4681917.37	4405409.85	5065016.23
X	7809616.46	7308702.14	4715239.04	8691502.52	4207121.42	30353456.96	3340035.37	14299922.36	5513759.38	5342613.63	4280602.13	4477964.84
