 	1	2	3	4	5	6	7	8	9	10	11	12
A	424405219.06	39775943.95	266791409.86	36381706.96	406784064.59	43652479.86	441162812.36	800601196.75	58801684.69	559630465.40	40108486.32	288246204.87
B	96589372.71	53901046.63	458528537.93	70867715.92	369364185.06	49532568.15	403197531.97	628056562.43	62694232.11	293278694.56	46412326.06	327271523.79
C	462837287.86	490210447.78	663093047.76	492597758.66	462357041.11	140367688.52	311791549.06	469064071.22	394379867.51	419106591.55	134231606.99	619203357.22
D	450606291.15	511007460.65	445672884.27	288464022.92	282109097.61	147406170.95	402968349.10	313619824.37	439125546.70	455667751.42	489417393.25	720578638.16
E	572265975.89	533798096.09	474666487.74	312919482.40	378687385.78	68877342.68	363601347.96	405600481.32	424879262.91	427761446.65	324356048.43	483578841.18
F	601619888.64	585884622.22	490614657.40	474739769.53	406342882.70	95870648.94	415847104.37	392783818.77	416904773.36	417563026.21	204557638.48	248905871.79
G	475433780.47	437822878.37	443098134.18	349331815.64	357795077.06	101245349.71	404699493.23	393431732.81	360705485.60	366793122.88	120655877.92	119761968.13
H	371834200.12	407748650.24	416299369.11	303319903.72	347802698.63	91461227.45	415385529.36	364959420.74	354334039.83	393062665.97	171484552.57	33921494.36
I	433623743.67	365722603.13	383264521.85	236278730.52	372888085.06	77774405.14	362873304.90	273712150.50	304541375.83	453794398.64	47932198.10	24549168.80
J	416628386.77	381147777.02	324403689.29	214714191.44	331558346.41	68726373.88	278063529.07	206116608.34	283853947.00	342191559.39	238941999.00	289228014.69
K	510344840.69	468275661.33	431690681.86	377352439.83	434730190.48	215434514.07	443599204.77	541197182.92	487795098.40	444762867.99	154344442.36	383175391.34
L	414554892.87	413197656.70	327132333.16	356101203.35	367260066.44	313957532.28	341379417.64	579696108.42	696859705.46	371470507.94	259795158.75	313592317.75
M	437734378.56	397476968.25	393840924.24	671581624.63	484425509.34	350561747.57	323671479.87	760673829.13	511789643.25	397042812.39	267010102.90	344256204.85
N	445805517.44	358980431.23	298994836.28	627339152.62	402446444.06	501195470.95	376874664.12	531810233.90	471817389.98	366472142.97	285447691.61	288355226.88
O	363020272.90	401535332.75	422784368.74	628115408.86	501237768.19	965097065.15	461156369.51	485784511.52	434631050.42	385399735.54	334285916.08	334561149.31
P	338400515.74	406838290.50	294362174.04	423055100.40	460717047.42	1067781805.40	420687260.25	388032585.17	420023616.15	381864450.25	251487384.51	249771830.22
Q	333584040.25	344449861.40	250221632.91	201141803.23	351061973.33	784680345.57	414737236.75	372852018.30	407162658.06	327774054.96	180039113.24	281813270.50
R	387104715.83	287985531.90	265980365.22	207451662.72	384950470.72	325328670.68	476776050.27	409231835.24	391168618.94	325081734.98	243583838.31	260388845.10
S	668260039.72	447458547.41	466222373.40	404333769.08	392879133.12	186424371.00	478422610.37	408671644.88	354615380.38	406693393.01	66452541.13	84310709.45
T	1640810337.74	962490116.53	970957897.20	657338999.79	471674007.07	417743958.44	698699198.38	638189896.73	348051025.86	686148216.52	322926892.54	367793690.28
U	589969801.05	547268252.42	465537391.71	449914749.68	384979467.59	194399902.31	487920999.88	495947489.02	435695649.78	380343044.17	193380756.35	373980963.56
V	566635222.54	483727614.75	440673025.20	338915858.21	355878510.72	108289391.62	460548507.06	408616856.70	379661756.84	369893607.73	330387592.84	331825713.41
W	542089602.11	623529661.13	560611556.34	326575184.19	264510643.57	132604439.31	316068555.50	419937885.43	371374072.74	348730358.75	292146560.61	269218498.93
X	431048214.25	460436254.17	513196240.31	430846434.63	437811050.29	55858892.18	348052573.28	497883238.40	463794924.91	564216726.78	334098442.89	296257443.04
