 	1	2	3	4	5	6	7	8	9	10	11	12
A	403881485.23	103098227.10	380642907.56	35244414.69	127262565.65	472175937.66	388317671.69	227243646.97	42496088.37	277436139.62	36510770.54	228890232.88
B	37404270.49	36298195.44	36384159.27	30373565.86	34227021.00	28179731.03	43946957.70	47035435.40	57770119.29	207908066.43	48167607.14	182813525.49
C	249760511.26	205657409.98	291213467.93	164322911.36	313087723.01	110597881.95	300806495.62	211036260.54	246093699.16	173357779.68	116546653.40	308158175.10
D	250183684.06	327626674.34	294149800.16	269585445.17	299121051.85	253568804.62	242490780.81	183063837.59	301466796.74	226594833.12	317705890.39	276331706.57
E	288173163.54	352154137.92	318346094.03	283465489.57	248182781.57	101895914.28	183398034.12	188423876.18	304237553.49	161547280.12	266508350.10	224858028.73
F	332276086.24	376854851.83	307465281.35	376868904.19	342411065.52	82947344.29	136413596.58	160491419.81	267972711.71	183565511.36	293523403.12	207077542.69
G	283782645.42	315429096.23	257667907.89	254418823.35	310972799.68	153751394.59	275095433.56	201525131.84	210109672.49	193671841.61	234170344.10	215382873.86
H	213782593.03	234966554.53	227751962.67	172216361.34	265031780.70	209581388.92	312608897.30	237290387.70	230539175.46	176038444.27	179907640.89	90299404.93
I	244541329.65	245593373.06	225835473.84	135133503.39	291586488.58	202985250.96	246285428.35	338510974.51	215643378.46	217566709.24	174391557.02	21522336.09
J	333958155.95	257986325.72	211635009.31	123169315.49	284283379.22	202247853.57	264829755.67	306861690.39	294168640.35	216994343.21	317558380.29	53307315.18
K	302227296.68	269719331.91	227311068.53	221665315.22	240612592.13	134135220.38	192814940.40	91165213.47	174787060.96	166794345.04	125775588.60	41110113.13
L	189035558.15	164887861.66	163621320.08	151850780.80	122320546.51	124495245.24	62769425.64	152934169.79	145095301.87	147431429.64	182263923.89	67721714.96
M	130346348.94	177477398.50	167764492.51	240607707.54	162004949.42	218445125.39	71883846.53	198595090.26	144888047.41	161097493.30	193388017.18	66121441.92
N	130275432.71	114065488.89	104880423.24	184098425.27	92911697.55	169722753.44	55522775.83	117488538.65	110266442.30	196988456.34	234547472.68	92083853.65
O	113212563.46	157590039.54	116497802.13	148803572.11	118319334.76	198882091.47	114551627.31	214634391.64	184731133.79	202176647.38	295604295.72	218289373.96
P	130580671.59	128291289.55	115631844.16	153879467.66	154431076.90	138992145.02	154035701.91	239599723.67	162545038.15	234881640.13	309929802.89	205421758.35
Q	98551982.11	111749301.05	74783767.64	104412524.39	69566504.98	130730512.38	156345481.88	163021572.12	137989077.42	199882384.28	350786056.56	242751154.19
R	157379943.64	124900808.81	87399598.81	97933105.55	124487902.28	165569851.60	205600233.08	194442975.47	170541364.72	179478787.84	287203345.66	214140046.82
S	293747346.57	299206295.77	248478212.62	241559634.63	258729311.88	239924203.47	198643518.80	221344378.77	220292640.37	239363951.55	261645314.59	177020954.79
T	674043311.38	554699115.06	494358551.33	419706508.19	459930034.23	389266439.29	368921978.18	349933152.07	231063605.51	391960380.60	283355079.90	213911697.65
U	283536926.17	263549256.74	193027741.15	226862757.78	197586519.09	194518705.62	278930746.49	212026483.66	204748792.28	198750391.70	166342048.75	150449626.66
V	288253858.04	272739938.17	159614710.23	151042691.84	191381800.89	153974486.31	158028926.70	190438989.35	236338851.40	181300015.96	226883826.00	220608632.95
W	318501204.36	351876542.07	266157806.92	231177140.66	270616616.90	190350829.31	120927719.31	235106686.19	230257941.29	211571353.03	266501161.81	207510300.48
X	297993384.31	308209536.45	297931529.44	174883665.23	230523652.52	46101741.20	81937361.77	102320291.55	362046301.31	301582787.66	324904496.43	248649448.45
