 	1	2	3	4	5	6	7	8	9	10	11	12
A	133517234.84	5230629.49	58012485.04	10123925.84	425306234.14	13400205.66	171084046.55	42529401.85	5276709.10	38112927.75	6701261.25	1165497.60
B	34126490.15	4315636.82	5228683.88	8337894.11	176210232.29	12762735.33	239769960.08	106565296.53	7594088.22	43909841.11	8601989.24	1334473.23
C	54204702.20	57751141.52	46687311.08	38454989.14	92747810.10	69597771.89	62791423.18	81830126.09	78907912.31	100284441.00	38981533.31	2741575.48
D	51638604.68	63498487.20	65096359.85	56367646.53	47692384.46	80129300.41	71706149.49	77989794.28	97606876.83	133244733.77	138750853.90	4927187.48
E	29835110.52	62392943.17	39105958.44	34991447.34	61427963.10	62358193.33	38227633.91	73994532.63	95717084.84	120916152.35	134455139.82	5513590.45
F	28421904.06	42416853.35	26187260.54	29625053.94	78305942.33	49256386.11	46556562.35	80921158.47	93646926.37	125317431.20	119354471.39	4541565.72
G	53346381.20	85145262.96	70030081.11	96602393.35	116046744.04	83814234.35	85426309.77	106136023.66	108926171.37	148310095.52	120216800.66	4272447.28
H	61909091.56	84127111.47	82807059.30	121712340.27	102779264.85	95827463.48	68289085.28	79092564.04	112152886.50	137432790.65	67871303.02	3674994.17
I	121257484.62	153114817.01	445055614.81	356179141.27	107933431.82	79738103.93	97832310.55	85403065.53	99472847.35	135320403.66	105886763.27	4413452.89
J	83861397.93	147420273.55	280753426.89	223433217.83	114912088.38	63338492.34	67203310.11	78336427.43	90188409.62	121310555.46	173029149.07	5487592.96
K	64001159.97	103262899.03	128270750.67	117744600.53	100528107.85	73783522.17	157331469.42	103852355.74	103026778.45	145184778.91	136929631.11	4419732.21
L	90449275.58	83937377.30	81479840.54	67520835.52	79180274.86	107483831.14	92039029.78	121914503.63	106866872.08	108084510.40	88936768.63	4099023.96
M	110604314.12	96205398.80	67382402.87	68585127.43	93487893.44	108390450.44	104970192.11	111034307.27	98288665.66	61741240.82	144665648.14	4377261.92
N	143501690.26	89178215.81	54147239.29	60483954.21	86427472.47	284881551.81	75289039.32	97653645.41	96263711.97	109494016.00	86768207.90	3551691.53
O	106167286.89	103404046.07	65015442.66	71062225.42	84248986.90	105562229.78	91031758.26	87888983.84	93652652.85	104656963.74	113308175.61	3842683.58
P	151484126.83	89230009.47	41901414.35	49599414.06	89393714.05	70514990.59	98970918.19	91394929.24	101868411.15	107305379.42	93110039.45	3348508.39
Q	99735170.42	76525696.80	43527934.53	43913028.32	60506075.86	81519331.60	98557025.65	76427861.46	80189973.96	85823940.28	99290137.75	3754619.58
R	80343267.57	82977843.25	39594746.41	45429803.74	63285897.85	69945123.30	85240980.19	70005176.65	70811000.44	82124813.91	77582818.32	3408789.95
S	69794448.23	93430587.47	78294984.69	92910893.56	66099054.57	74113478.63	82280161.89	69520521.54	96731916.17	112956539.31	98718777.69	3361879.01
T	102683463.82	118663062.14	103619649.20	142887105.66	94198479.43	113052608.49	153141146.13	131279638.64	100835798.47	149818951.27	109939319.28	3675048.80
U	71052653.89	77263032.92	70226411.74	67058640.35	65517702.75	98200058.39	96845853.82	111912118.26	96888235.30	106438151.98	208403301.75	5028034.66
V	48972534.84	72150292.98	59143391.12	69062152.57	56140395.41	44470764.59	46520068.05	63264079.83	77080349.89	98524156.14	271169864.10	5175413.63
W	51757908.50	76159944.38	54812206.70	51994290.88	58922602.85	63936511.92	41614637.84	79130127.13	81163469.50	95077469.20	98405063.68	3147718.86
X	67824811.30	56802688.52	68464315.37	34494500.52	93099426.42	14331439.86	51625081.69	80417201.35	119234847.21	155842796.24	78528828.25	2534956.58
