 	1	2	3	4	5	6	7	8	9	10	11	12
A	2482262.35	1634592.74	3706019.50	688091.26	1868592.21	2212921.11	1667986.84	2033808.71	385826.95	1386618.57	999052.72	2019133.83
B	641105.37	551520.22	539478.20	734512.68	541635.87	813095.07	3461490.02	1183577.05	955937.50	1387266.74	1107315.06	2023019.32
C	6209265.59	4734376.55	7828561.04	21894096.52	5398125.76	7076955.29	225440671.04	22109313.55	38838194.52	16259697.91	4747458.95	3454328.76
D	5854039.00	9856953.20	31524834.76	5199015.82	3214028.62	3309001.07	8002015.74	11743511.69	6746347.08	12204840.70	3630187.17	4963150.03
E	3077506.27	5459419.75	4340512.55	2757852.22	2274606.93	2747129.97	6398873.58	2551477.59	2785169.36	2034881.94	6019109.94	1659659.46
F	3769383.21	3950426.59	4925346.14	1676569.02	1742226.75	1069405.35	3111943.92	2085986.41	1953884.71	2003393.05	3433262.41	2025083.70
G	3618186.79	3368974.21	3018014.41	3058721.76	2750819.42	1606450.46	2484389.25	2261198.97	3000054.78	3100361.94	3145261.07	2776221.38
H	3085528.77	3016259.94	2414207.51	2637109.19	3237216.01	2973521.66	3033385.82	2835647.17	3128977.81	2594153.86	1375367.56	1957894.76
I	4869861.80	4508695.96	6959495.50	3058471.04	6345116.92	2768482.38	3548707.63	3609440.44	6769907.66	7745570.19	1585875.50	466018.88
J	4720173.43	3778694.49	3376230.14	1963703.15	4139541.08	2211057.35	2808967.41	3780796.53	6679453.24	5426394.57	3760491.65	652775.22
K	3991225.22	3340855.08	2793186.72	3650724.16	3108577.31	2312140.96	5664321.36	3816609.43	4210220.23	3178546.39	1703835.66	786832.73
L	2958097.67	2688162.33	2083540.21	2260203.28	1986997.22	2102602.78	4898063.49	4850876.41	4115607.67	2736974.43	2266180.21	1800495.02
M	3878054.35	3095539.62	2934342.79	3755311.42	3648652.44	2957566.84	9206418.52	4268100.19	3583966.19	2458817.83	3396993.49	1888120.15
N	3287289.61	2758220.69	2418829.80	4035370.59	2606017.34	6819692.08	3510821.64	4689791.12	2698808.24	2084529.06	3420885.11	2339527.87
O	2793789.43	3106839.54	2488378.37	3604589.51	3601069.20	6334581.67	3294720.09	4028936.45	3254887.22	2559433.26	5397642.49	3144563.86
P	2734875.57	2551456.45	2467559.60	5082600.57	2771493.77	3251188.86	2705229.53	4434442.13	2942018.56	2996990.50	6147966.24	2775288.03
Q	2797505.69	2263999.30	2250331.04	2306778.71	1747271.59	5624300.79	3165160.75	5060995.25	3757004.34	2268891.55	3307551.10	4398077.93
R	2579470.76	2618969.12	2631774.71	2387018.88	1859779.45	3724533.07	2699490.19	4820888.97	2689384.10	3113807.32	2714284.58	2304648.26
S	6506983.89	5287218.15	5164406.34	5568943.05	4368226.42	4849579.66	4190051.43	3286707.14	2887707.05	4184185.26	2168645.53	2525999.93
T	5512661.69	4681342.76	3904263.51	3923542.44	3787623.32	3174224.24	3255256.66	2697515.16	2643499.80	4195318.31	4655096.44	4059787.59
U	4204139.66	3909658.48	3755255.93	4398636.78	3718760.33	3573549.86	4064070.86	3646170.02	3105236.63	2876063.42	2443426.12	2010227.85
V	3791821.70	3764269.85	3185699.27	2793397.64	2938237.76	1701106.52	1740503.47	2553639.96	2863036.45	3088884.43	3220715.10	2759789.22
W	4161241.10	4241479.95	2914346.56	2212865.23	3941955.67	1147736.58	948610.49	1477401.31	3077691.21	2978397.61	4067518.65	2991397.56
X	3458024.15	3771084.65	3295879.78	3673481.18	4578402.08	763736.46	756161.13	1221318.34	4092143.00	4665730.92	4627891.07	3619442.63
