 	1	2	3	4	5	6	7	8	9	10	11	12
A	117872.06	66962.88	110198.60	44343.97	93950.63	42814.18	166034.59	815699.23	75119.70	541731.38	540560.27	543553.32
B	902306.36	60369.19	48082.40	195871.47	316425.48	134189.06	203988.22	695697.57	205045.21	659751.20	368234.04	495528.88
C	954085.17	962613.95	746333.41	218465.45	4573611.73	757318.14	542701.95	817548.40	1239929.43	879955.77	1110975.43	516879.95
D	781929.69	740059.08	1104288.70	847877.41	869478.56	210749.25	547827.48	622978.19	812136.16	1168347.29	467605.17	643366.16
E	950375.25	925101.84	889824.42	255855.14	963703.21	1453381.95	830682.28	574010.44	531069.98	559272.15	442156.40	507632.68
F	839462.48	1042184.37	1333109.41	833960.37	1144935.90	305796.05	363841.89	618467.57	505770.71	607200.74	437949.36	193418.54
G	561346.74	456142.14	539311.12	320231.13	290370.51	325818.82	486448.49	457460.79	570378.18	497515.70	293371.89	41791.83
H	603960.00	395469.27	401535.68	583847.84	473412.13	440203.61	252572.76	401501.71	382386.10	245283.58	339417.18	531317.95
I	664159.01	570443.47	494926.38	355814.88	370976.40	534856.62	265560.00	441089.84	323869.34	298807.90	141415.99	408993.18
J	489262.88	684352.26	440065.99	267533.29	572084.79	336185.04	607978.60	507249.94	456259.02	305036.39	371351.24	527118.77
K	396948.96	644379.89	589453.93	208188.36	395236.18	499848.18	436044.85	472477.52	574192.00	437796.23	196476.48	511433.29
L	319150.48	479842.65	270669.21	344227.85	528800.73	352263.08	415039.27	497886.07	458757.83	434758.32	413665.08	632744.77
M	396860.57	386663.80	458982.21	527831.16	419354.31	483211.83	195500.23	550441.20	445143.21	335707.53	360130.53	490100.79
N	479026.85	532675.52	368194.50	279563.39	437770.82	430179.21	447424.72	642233.69	438382.47	484883.35	438214.05	672207.62
O	595889.00	339496.91	437757.52	504483.36	497143.87	707096.67	562455.93	703980.51	280776.13	356381.84	410506.04	486818.01
P	348682.20	398097.80	190405.24	575940.97	357176.83	205626.76	455297.40	515721.44	300369.39	474670.51	330529.71	53332.96
Q	533030.16	442611.56	295486.63	457393.49	589484.76	550577.09	464335.61	354773.01	157944.79	115274.83	251639.52	212893.89
R	518196.67	285244.36	337276.78	485137.25	288858.96	241933.80	442407.22	500645.68	382193.30	363566.60	251035.07	67424.63
S	657059.32	1159650.97	873098.91	1190352.44	439992.06	720217.87	612376.10	338399.04	394406.50	214912.33	303333.41	238635.40
T	428282.75	618617.18	421538.08	176189.72	442096.58	188261.94	211004.38	207646.78	152030.81	148792.51	174189.31	0.00
U	409382.49	629039.92	700499.83	977479.37	686257.59	332776.52	353261.07	716305.85	490737.69	613127.93	87373.89	0.00
V	223893.74	338987.00	422173.07	574415.05	485805.17	169985.74	25778.29	237414.17	427565.75	360046.82	168610.72	352962.09
W	422811.08	416217.32	334022.09	326040.78	405127.38	175485.91	287794.45	171908.28	390163.63	120523.65	606508.53	144470.90
X	505390.80	531155.58	462980.87	687065.14	408785.74	169163.03	415026.77	368486.49	483484.40	531830.36	385946.27	446515.50
