 	1	2	3	4	5	6	7	8	9	10	11	12
A	231181248.00	94677024.00	225489742.00	34043631.00	18116286.00	35084683.00	6125660.00	65583243.00	7389242.00	21342817.00	18155202.00	25290493.00
B	10685868.00	24404700.00	13968780.00	24575433.00	7460479.00	8027314.00	6436956.00	8553068.00	6311520.00	23669879.00	13788678.00	17929454.00
C	56898537.00	57804691.00	56160692.00	45068091.00	93967900.00	86909538.00	54895012.00	76936289.00	47853749.00	125676998.00	62433079.00	28620088.00
D	48927177.00	88248846.00	76618039.00	76351301.00	35594067.00	120984129.00	119755008.00	53666070.00	56036248.00	109131990.00	123755209.00	36716147.00
E	32603008.00	83216355.00	54330531.00	47526238.00	50327583.00	63849895.00	49829069.00	68868855.00	39394916.00	83257717.00	141543605.00	30173922.00
F	28800733.00	53225064.00	39985498.00	81707585.00	78325356.00	59694571.00	50896522.00	139373872.00	40246886.00	93094736.00	80831587.00	40553383.00
G	32604827.00	60339776.00	59793724.00	250853928.00	115301005.00	106720108.00	99555531.00	156422144.00	58563097.00	123872661.00	116383496.00	43359550.00
H	45938131.00	91613072.00	78049792.00	116283101.00	100138968.00	123922799.00	69349757.00	83061257.00	49374150.00	91273656.00	98944538.00	38286225.00
I	124687704.00	172895882.00	557947734.00	116422603.00	150963204.00	161036528.00	231156491.00	183569254.00	87292297.00	172062793.00	138223477.00	21563708.00
J	97712806.00	152405064.00	276048223.00	92095463.00	132289731.00	115627461.00	154777607.00	136967785.00	104780848.00	126754600.00	176265481.00	45654629.00
K	45310311.00	87625295.00	106903281.00	62242362.00	83414061.00	95884849.00	126063204.00	174455281.00	71755925.00	151047211.00	61849708.00	36315497.00
L	51481044.00	80417135.00	49741997.00	56451486.00	51067904.00	92694051.00	66779124.00	115557236.00	73695829.00	104865205.00	116361861.00	57437245.00
M	66977419.00	82179820.00	50074383.00	66992925.00	88113961.00	126567471.00	73047916.00	118351581.00	70904823.00	129174112.00	120032087.00	89336062.00
N	79844231.00	73344418.00	48707415.00	68229900.00	64535934.00	182929412.00	60851376.00	125752491.00	68231075.00	117478023.00	50245343.00	108617045.00
O	76737430.00	131833705.00	77185754.00	78383178.00	98416555.00	132495118.00	84676952.00	89722473.00	122724043.00	96631322.00	153983733.00	112209583.00
P	129726387.00	82425056.00	57187371.00	49850943.00	76917872.00	78879540.00	78132371.00	76473231.00	147725086.00	102519460.00	119658183.00	78488646.00
Q	170088234.00	96368506.00	47711834.00	71835527.00	41244083.00	73801414.00	92131869.00	77306818.00	162202805.00	99878984.00	154835940.00	130358001.00
R	130315266.00	108885420.00	46833283.00	118708249.00	53222508.00	81475839.00	86324294.00	66557530.00	84380926.00	102565415.00	182718304.00	136534296.00
S	74912263.00	111622091.00	93816696.00	220533862.00	81626874.00	118719362.00	140156203.00	77041960.00	48253345.00	131380580.00	149603329.00	138396271.00
T	58135240.00	106575154.00	102466517.00	492791053.00	116731209.00	136096952.00	239602622.00	116430373.00	50000122.00	138526919.00	157118577.00	149691429.00
U	77384868.00	103020525.00	74256085.00	272080384.00	88719049.00	145971719.00	115494265.00	156127414.00	88420420.00	129334152.00	106787262.00	85320748.00
V	60259763.00	110418121.00	76466204.00	178704283.00	112191840.00	97254339.00	85277598.00	96017847.00	54671229.00	141169147.00	275434078.00	108877011.00
W	45173787.00	82754829.00	76663134.00	92492761.00	130218209.00	126164610.00	106256229.00	77211233.00	55544282.00	133318256.00	193181123.00	145897225.00
X	55055698.00	82566699.00	92955389.00	56817433.00	130498159.00	95681107.00	67640483.00	57380153.00	53741618.00	185250742.00	121839537.00	83658746.00
