 	1	2	3	4	5	6	7	8	9	10	11	12
A	61727042.01	6607279.70	47435794.04	6421035.70	105621211.93	6760660.78	104146210.51	104809110.53	8870852.52	148640193.59	16306486.13	108934765.06
B	16670102.17	8142943.29	132164106.38	11528533.32	89154873.48	7322773.41	74599006.43	115551871.43	10150088.53	74659800.33	16932776.18	93702024.47
C	83522745.25	72193152.68	101274271.57	53445370.72	48380818.00	27866720.09	47340859.11	40704047.97	42096491.63	56490816.43	114920946.10	150281075.86
D	71575283.63	95033685.11	64852378.37	60537842.48	44861398.55	42455920.48	45445099.82	34044019.46	42911099.09	52883050.90	133802569.70	130647890.30
E	62312485.44	58062260.89	48342434.08	29899697.77	21899389.34	33908878.80	86375273.27	26670189.60	45411402.84	43047246.85	94213191.89	87815836.38
F	55218357.37	54724848.47	34329951.84	30632503.20	33307224.00	22514673.95	29902185.19	30489135.12	35431189.79	37868069.95	100092138.42	62925850.59
G	96495662.63	115695163.34	77821148.22	103768478.45	71927232.27	47078484.69	65840351.59	47119653.75	73116198.90	77507610.63	58562196.39	40460533.78
H	83759773.11	70666266.84	80890094.87	67653894.14	48905170.74	83912673.20	61820587.49	47881479.03	69536708.15	66158075.86	26291193.09	16381898.21
I	127434798.80	85820958.96	126960389.61	82137434.84	141655745.31	81790466.32	53307898.10	88295972.65	158388183.41	130533479.19	60908431.91	11989043.59
J	99747373.37	92359204.67	86089285.82	45240332.98	73148104.32	68992080.50	37205093.07	60747360.24	119822758.75	83775818.36	121694410.99	54925252.63
K	128490037.91	93927231.90	131099542.49	79272687.18	124104517.74	54802537.50	101475751.09	75111584.59	102377870.59	78968007.79	67065879.13	33807502.41
L	80232047.03	96875815.71	76324936.55	52645911.86	264712711.68	66612496.87	115439429.81	183301952.75	139717565.23	58631138.43	94210326.15	44906220.94
M	126192380.71	110245222.19	102150247.61	80017147.85	192465579.56	62341662.00	133086586.48	142369967.68	95843376.43	48026900.70	87481272.31	52001654.77
N	107956864.38	101989969.28	86585024.64	75796875.93	156863615.14	104440787.22	78285631.58	144210580.16	76479221.37	52329978.05	89735697.22	55074322.27
O	111374406.80	93710346.18	121526501.33	125745958.13	94324880.83	124180437.68	90338267.13	131898382.10	106506011.55	74724310.89	106045445.12	80994684.39
P	96463945.35	94379207.75	93830333.52	118353387.80	78586888.51	97262445.34	73069104.63	102939118.72	102822849.26	100545634.31	144817731.16	69260249.96
Q	136907886.34	112451904.65	100797942.35	76649965.32	80081491.68	166715846.39	209515019.30	155093221.25	115625035.70	105947545.55	92304001.77	104579558.50
R	105776708.43	101193516.34	71942373.55	55684968.60	80041061.22	131943773.21	164435354.99	90479218.42	67604801.36	97525175.66	52860233.55	54299862.04
S	176926412.66	116012801.33	109783626.32	169063220.12	98937501.97	115221195.08	126993923.44	62906458.54	74818394.38	107635170.22	89977276.77	95652307.82
T	139863946.68	136793665.50	130517123.11	145777285.74	128960068.83	79985366.13	119647628.32	96798830.34	73398001.51	143828502.54	104629859.97	86023783.38
U	131660700.46	92218013.58	102168377.45	103519615.59	59921497.87	74796984.67	81544646.56	55427829.74	69320327.34	70318649.90	67680705.70	64514079.76
V	97518260.82	72817844.37	88786034.61	86482191.48	50877092.53	67351120.81	61635192.48	44629176.72	76066059.71	67728082.81	113919295.29	93392699.31
W	100435537.70	73474166.71	74039530.69	56603849.44	37084024.22	99473019.93	42255736.39	46470276.91	69531928.12	61330894.21	131149314.88	101864655.93
X	68987131.65	48612092.77	39328590.61	35021213.97	26639534.53	12419125.07	28326509.98	18708715.53	87873537.93	76106901.82	135086824.36	91388679.40
