 	1	2	3	4	5	6	7	8	9	10	11	12
A	71014165.07	230935135.93	87308347.50	12604893.38	13034866.46	59102159.71	16727326.44	33145302.32	8766645.97	36717045.75	17888669.76	63810788.60
B	20550988.97	18339247.07	11658972.44	11491429.97	9884303.64	7479400.24	6896708.40	7669248.73	10265439.58	17824959.29	23597009.01	50049268.70
C	126173542.64	66802095.00	109641762.08	180471415.13	89632039.97	147323542.52	35419597.23	85916365.16	62794880.13	48361834.36	165708747.47	58046928.98
D	110588213.02	87067460.59	107392903.38	80696658.13	55308031.00	61913279.83	55874555.58	63130862.19	89779447.71	49200055.52	69658479.42	79708680.15
E	61697407.77	70342465.06	95469508.90	169850993.99	111597813.83	119185035.85	21914530.63	60180794.57	54790687.13	59794772.17	121939313.94	46988666.95
F	64311541.96	80861972.06	96267661.37	110041474.78	110639384.72	33550861.99	21694190.32	59291408.01	63157563.59	66521911.24	143748065.86	31953291.07
G	83805115.97	79825358.83	91890041.11	58154168.10	93237719.17	43912267.73	64582080.42	89419320.89	92354950.17	91813411.61	453245043.32	30201885.43
H	72842442.51	71663938.55	75549469.09	94419445.64	87812976.05	106230481.39	89659098.09	85662870.60	91481828.90	83382496.13	170944208.47	42053648.30
I	101561784.71	96104011.52	87905946.63	72791482.25	102030436.28	82794586.63	291051876.77	443080025.03	162787358.95	160458685.24	72398939.45	13860784.70
J	106215159.24	98702933.59	82445625.55	55968628.63	87326604.74	79040400.70	215077928.15	316252206.01	172951077.75	137157758.19	104851894.98	14314304.15
K	75104864.31	77853632.22	82149061.37	82441725.34	96094298.81	68833141.69	121819048.26	74581639.68	109015733.22	93277782.69	62706993.32	18547642.77
L	90795085.00	77022224.40	66857801.71	81697172.20	71985786.74	70548834.39	63564523.02	54820268.55	93296458.45	68361912.76	83936861.40	49223635.06
M	87959732.83	83210682.77	74927574.60	81472657.92	94725845.83	78845463.65	138548761.50	56571208.87	64908543.69	67467649.60	90653296.31	46202233.75
N	100963045.35	142306682.93	82122152.37	82930928.70	78690461.48	74539986.74	108166375.45	56782953.23	61119248.67	57480248.54	96068682.23	58669493.57
O	94596339.30	103439599.00	82699380.99	75191184.13	93712156.85	89932744.98	84544151.16	49124965.41	68015532.33	67933915.04	215308456.91	104333474.24
P	76707414.74	92435050.24	82449962.36	66591974.84	83046985.44	86826294.74	52528206.06	46412666.63	54712538.26	53188670.61	151128809.01	89448928.19
Q	87294754.54	82590505.83	79960599.12	65542832.86	53410202.20	111549492.18	60169079.24	40626040.12	55462495.75	50154988.33	264382652.09	80323685.60
R	85346578.44	77651809.45	71773364.15	73899670.97	50631177.84	136882713.99	72144429.14	52327366.59	56635425.27	58487769.28	174266476.02	105438379.99
S	173017413.88	155203285.21	171728786.57	267768274.23	203070301.38	239235811.11	354985140.40	223175037.78	275885155.22	161611178.62	87552159.66	177275547.23
T	99377499.93	107993865.00	134465815.31	157979429.13	132646908.87	113185728.76	178074227.38	109403906.92	115678838.65	107076979.25	106342154.77	135292326.44
U	95278742.18	98481213.49	119457339.39	119133923.59	99706264.16	100090596.05	95632887.83	74755229.40	94664977.63	74749861.23	84974436.07	175758485.46
V	92876476.75	89254505.72	82105264.31	97826049.49	116168466.62	116545106.22	69484952.31	71333268.24	72570880.31	70569436.74	99264788.68	121694615.56
W	91623050.37	104710580.23	111904846.79	100344872.36	101906014.62	35587546.13	71869456.61	66109260.56	92353069.30	88178253.16	109985737.47	94391880.42
X	88208093.60	78770421.03	91729245.68	139019517.57	85750019.74	20125996.64	33530199.27	32768405.06	81692641.04	101207408.07	99189030.87	89727154.51
