 	1	2	3	4	5	6	7	8	9	10	11	12
A	88353023.50	48098923.96	91745840.45	10187529.64	7019951.36	20975845.07	6941982.31	34127138.69	2969095.79	10506800.83	4100934.92	7513303.39
B	12081313.94	11795079.42	9700278.09	9314521.43	3206995.92	4180033.12	9873660.77	8111079.58	3896420.85	11532960.17	4642819.30	8370437.52
C	32534283.47	24941029.10	30678728.23	26269423.63	35859262.90	36903032.72	22756493.34	36188118.92	25294511.12	82650012.13	36015604.08	9296719.23
D	27485152.49	33792337.14	31927328.09	24878036.52	19151865.74	39213763.29	25338547.65	22187381.68	33920283.36	46316522.78	77840337.92	13871549.61
E	14398812.49	28658828.25	23964292.29	21074861.82	29214023.57	40236806.44	24753702.12	51099596.61	21709686.08	52785100.23	65214542.28	11531513.41
F	15720412.62	22026856.89	16794494.13	20735118.49	35026598.92	30704443.00	28915635.20	97285648.97	29366755.47	51697179.46	45864912.25	13030900.68
G	31996785.51	42068899.07	53531260.80	95104199.30	68283180.39	53531224.72	59349817.04	107501682.41	41334830.31	76464698.31	56978131.69	13626923.51
H	38564095.31	45898493.49	55500466.80	48399227.07	72314867.54	79939045.45	51750537.67	62030061.42	38557866.24	63775382.42	26643437.26	8035143.41
I	88519265.48	121205816.46	335090299.88	90682067.86	93370123.02	69604938.04	32834763.20	67253795.77	29546197.89	79609033.34	58018153.65	7622149.79
J	59471064.10	116520252.73	179431641.38	79658930.56	112410513.51	57544657.52	34658430.15	63859554.74	37165504.56	67892909.27	115812753.21	11029316.37
K	37404184.17	66081810.06	81816594.02	57960926.52	66160763.14	65341695.91	74386206.88	151578632.52	35715532.07	92496072.78	55766065.15	16281313.01
L	33825275.18	34950672.85	36437677.92	32584018.91	43087667.27	76579295.05	48596153.30	73695297.96	29495616.79	65575830.92	80679716.40	31953687.01
M	39957755.24	37418799.37	38826421.33	33359926.77	53293470.84	72239817.21	40576650.87	51250328.27	22899434.74	58380836.07	89300014.31	42273276.10
N	60655237.12	35163265.44	26075874.92	32280323.47	43342938.37	106671444.10	43051517.75	64115073.67	60607175.95	60995752.77	65992421.64	57507433.50
O	70424762.55	48712490.14	30816354.64	28377173.19	57760179.56	75338823.25	41929583.06	43984930.04	97551539.95	66873468.98	66374233.86	44922488.83
P	76926873.35	36355517.58	25924011.26	27037842.26	42131649.80	46266774.41	64833967.68	42967407.66	129188739.24	66930293.50	43327886.72	28035399.90
Q	66480462.89	30306423.09	21850220.04	45624823.89	20011654.92	32073148.27	59777942.01	33725646.03	101510129.81	43392246.55	64828339.64	52448610.20
R	35980252.80	36743399.58	23816309.32	72674284.83	28903334.10	44274757.10	67517313.93	32139456.64	41914044.01	50586419.85	42056085.94	34055033.83
S	41610543.82	56098619.96	71604044.44	86410089.77	53070441.88	63904366.12	57996262.67	49053815.41	29530808.42	73946980.11	56077176.69	67090234.23
T	50165798.42	61616336.29	107859028.56	125666529.77	92052039.95	85549484.30	81058083.66	95721276.15	32675931.53	96570936.84	98798865.35	66709731.21
U	43986038.50	47032202.15	38725483.91	67783114.06	44016404.96	77720062.59	51812023.73	70502122.64	33907031.64	61745752.46	73511982.64	35883818.36
V	41578188.52	62565581.73	45550510.25	66093613.38	67267465.00	59880745.88	77050353.15	50965496.77	28535670.46	73029246.72	183983029.64	45533588.12
W	38116180.35	59218262.54	48167169.62	45999676.71	81668627.16	40404541.07	36444984.00	59192972.88	30487620.97	64305369.45	127315087.32	51441822.09
X	45096733.42	68698710.41	64565047.85	40733113.41	89423977.42	15288585.56	69183037.20	25987542.77	37728199.95	82744581.51	79060171.61	40975910.42
