 	1	2	3	4	5	6	7	8	9	10	11	12
A	106895740.00	26676311.00	88556434.00	25807646.00	122431477.00	24948911.00	133656989.00	73272047.00	20039866.00	34532663.00	22906455.00	93515291.00
B	60597753.00	31702657.00	129737707.00	34225369.00	118371409.00	29088369.00	109380092.00	77165261.00	21298051.00	27085273.00	23658935.00	91047395.00
C	70751136.00	89672655.00	81999573.00	66551893.00	75994363.00	94419598.00	54536106.00	72970962.00	79184182.00	86078883.00	43382294.00	66879784.00
D	108294739.00	106178299.00	93696991.00	76346347.00	73011766.00	52985052.00	42978082.00	55994169.00	89718110.00	90774267.00	107568275.00	68583575.00
E	109280644.00	97468208.00	79311600.00	61911141.00	60122213.00	59967189.00	24832441.00	36055746.00	85920609.00	77369806.00	89670418.00	30377309.00
F	100007967.00	88602846.00	76795634.00	56100049.00	69780781.00	32419384.00	23940214.00	37772777.00	85090561.00	93421251.00	107375569.00	25924746.00
G	89499537.00	82088852.00	114156471.00	66681035.00	112840581.00	56158318.00	51392852.00	98644662.00	81810278.00	95191969.00	198349631.00	27909213.00
H	95602870.00	95274839.00	97178611.00	70558421.00	92981614.00	111699603.00	74458722.00	78213682.00	110130439.00	74106295.00	39637160.00	25194410.00
I	83035579.00	79420963.00	82333203.00	55562253.00	225239944.00	160780466.00	73345838.00	173237846.00	87936620.00	101391424.00	150912228.00	28055262.00
J	100457425.00	78267733.00	100646869.00	61860326.00	444495775.00	185886110.00	66592842.00	214453396.00	109590123.00	114519148.00	370350937.00	34444120.00
K	99493875.00	80378476.00	92293480.00	70108414.00	129100727.00	88286665.00	77493053.00	93762442.00	87564515.00	86798417.00	65125423.00	26894282.00
L	89125465.00	102053057.00	93505519.00	294732177.00	48349087.00	71561892.00	99916660.00	64226278.00	87613390.00	93529576.00	119147869.00	33763430.00
M	79120293.00	77131300.00	66186305.00	68053366.00	81312240.00	91882367.00	101366290.00	98063834.00	82007674.00	91854518.00	105187597.00	38323231.00
N	91226113.00	87368715.00	70871203.00	93787876.00	52579871.00	67496743.00	102078844.00	73325784.00	70648316.00	78013511.00	171196108.00	65092038.00
O	68662915.00	80616147.00	71615946.00	106576862.00	60092835.00	66873279.00	107435476.00	66966818.00	76144006.00	76919236.00	80679193.00	55908877.00
P	62292444.00	71479267.00	79390482.00	70421636.00	70176006.00	74514557.00	71632812.00	59801077.00	61008679.00	67813905.00	82062214.00	64653222.00
Q	61768985.00	72251006.00	70522307.00	47384413.00	47928515.00	97524889.00	50647924.00	37231546.00	65388251.00	51818127.00	224497324.00	137420529.00
R	66874032.00	69596983.00	63030944.00	55544737.00	53233277.00	73976565.00	43743037.00	50982953.00	69648164.00	54491781.00	56372007.00	47847638.00
S	93355577.00	97019977.00	87971857.00	77996107.00	101602629.00	94140434.00	82504188.00	69310099.00	97989282.00	81339157.00	189813457.00	91453980.00
T	109073657.00	121762175.00	117506059.00	96679921.00	125767279.00	101225798.00	151726920.00	126641137.00	97817466.00	126507882.00	467699361.00	99772146.00
U	135943800.00	132677091.00	125735178.00	142339411.00	79120423.00	76720398.00	79074298.00	97787140.00	123424580.00	94695191.00	52297164.00	56703934.00
V	115847364.00	98767031.00	76769010.00	89079747.00	80026765.00	81613454.00	115068110.00	230567418.00	83226533.00	98490790.00	115611744.00	59725234.00
W	128402976.00	119278419.00	90441926.00	124351836.00	43919693.00	41696365.00	61317969.00	102633943.00	114687900.00	148320031.00	79226405.00	67908978.00
X	80908183.00	119174810.00	128521558.00	158447638.00	100543744.00	30843529.00	178235369.00	91009222.00	112861964.00	408345741.00	144300900.00	74893539.00
