 	1	2	3	4	5	6	7	8	9	10	11	12
A	76426695.24	6341226.49	48556968.00	4964594.91	34553571.71	3668095.67	31222806.74	32989480.26	3781802.44	17191562.45	10880698.82	35597422.73
B	70452917.03	11532514.57	70180552.70	8513540.09	25847966.71	5748386.84	110789859.84	24427178.00	4860679.05	16063093.51	11895774.48	23548804.73
C	73790696.38	100427789.71	158201884.95	45987269.14	53352678.52	24240710.37	77313857.69	42221390.99	36424431.08	40458991.51	54510579.12	35381379.17
D	97366533.60	61435379.89	27009262.40	21686113.43	15016129.15	23421944.87	36012077.61	35417612.12	28537336.14	33769067.12	46265230.28	20760943.87
E	86463213.14	109459217.26	40752445.40	33883852.51	59909189.02	15471642.24	30449528.12	25766955.56	27702275.37	33508310.20	78911555.14	18888694.67
F	97595390.57	90168698.02	55826418.05	18067637.07	48201748.73	24062091.64	32719799.33	29598859.24	28031907.75	34622229.64	74515899.99	20690090.19
G	51906972.25	71780169.36	34917168.26	25538589.14	74883725.65	123578689.55	47446587.05	59366671.62	43992674.10	53416616.88	66907189.25	15245232.34
H	42846875.42	50395495.46	30625029.54	45903683.02	84265409.82	41647207.84	46592744.27	48459116.13	50395039.71	45560365.54	68813392.57	17838799.13
I	43836458.40	40978127.58	40992025.75	44271170.40	77385605.82	108859348.61	73057232.35	112039518.73	110284172.40	108283178.51	63178555.24	19299070.58
J	44055453.44	36145211.77	19479136.24	35912446.46	46741448.51	84165469.75	46535612.46	71376388.78	71889631.85	74569898.91	46677988.42	31946644.81
K	63833095.15	75773626.63	48485886.45	36425446.85	46409138.76	50548816.29	51627952.72	58006489.88	53259616.31	62336115.95	25478486.34	22096511.49
L	68160967.32	89871793.09	87458062.81	67088872.44	37892547.93	24103513.35	47973866.25	57741511.41	75573532.85	60084727.23	17209366.33	20224482.07
M	60924381.04	81902432.31	83002615.56	44848427.63	38044700.84	29052608.09	55934796.58	59367148.45	51996662.58	95834249.18	34750708.91	24460616.98
N	70905219.65	61028599.87	71885882.96	54089560.35	30037813.46	26266848.57	49160779.30	56050870.06	48909662.26	52392938.94	31903184.88	23845765.72
O	53953209.68	48745757.99	78845578.21	119122053.13	60153361.01	33153873.18	45646177.71	42143691.00	46281761.31	44509286.08	74917863.88	48898630.57
P	51947512.99	44778226.64	107411147.49	39355160.09	55813209.75	27394576.73	35324803.55	34220169.20	41151919.83	41185405.00	68657548.03	40700592.77
Q	50399133.03	42180393.48	38922647.07	67141743.59	29648917.51	29167065.79	33111163.63	33258077.81	40452051.97	42026062.89	75233805.95	55392852.86
R	47085869.55	36085175.24	22201002.19	36331397.72	35140031.76	25131814.73	37435078.83	37306643.05	35497509.73	41506665.74	55702331.21	59260682.66
S	52908209.76	61030725.20	44700551.59	65593205.68	55414977.84	67935216.75	59570743.96	61397785.97	53944047.74	93776120.69	73953783.02	39025731.31
T	48415202.94	76846842.63	48183253.53	49993040.27	72149685.03	60351802.00	69986114.26	57279937.93	52920082.84	83648880.62	52564469.06	97076645.11
U	68399707.21	75554711.06	61728454.37	62527016.15	59301270.04	57833062.66	58905857.39	50687435.14	51310208.47	51506125.71	39623693.05	79094055.53
V	60821146.71	55819786.95	43601779.42	37803213.47	49813517.24	29972947.29	50829749.11	38332422.77	39016373.08	40141029.25	24075970.93	55839818.35
W	47118110.06	57346053.97	29120567.06	18041967.55	39871622.10	102916326.18	40654091.87	44208837.81	52076671.98	46675186.54	38404115.00	62036251.89
X	51289601.04	38224118.97	21593723.96	13688368.75	20596707.01	125266737.97	65732277.35	53560131.11	55334083.01	54517587.81	37253514.87	49011852.03
