 	1	2	3	4	5	6	7	8	9	10
A	70495793.32	14891826.99	69747772.56	10749963.52	37702340.16	62226333.19	46071664.89	2636372.45	1411063.83	4757407.36
B	3557643.71	4505491.45	3380485.02	4088797.04	4768131.21	3697843.29	2656486.34	3030956.32	2580581.28	29936478.22
C	18788593.31	21527454.34	15386837.52	10888947.8	21120843.75	8469574.34	5835063.58	11338914.11	9479250.83	27042658.4
D	21317741.01	25259040.97	20361906.6	14390383.1	16732166.26	10777806.75	8522945.49	12821633.6	13268046.05	24332691.23
E	11509200.48	17101999.53	12334412.46	40639230.04	12854800.1	5068035.86	4749633.56	8877022.48	8861543.53	25057573.68
F	13687377.39	13098118.59	11668216.58	16968656.58	16035041.62	4491308.1	6810172.61	9005209.88	12791914.42	28737174.18
G	20828558.61	22829237.54	23649582.23	34923690.79	41243063.12	13193184.91	25195830.95	25625355.4	32254667.64	63797056.32
H	24428279.86	27697377.39	30716520.52	55845672.07	35601726.03	20027612.58	23972055.45	25480569.3	37797568.59	56522594.51
I	49402849.87	48568176.58	157879390.04	42215811.25	49091061.95	22520698.88	127133600.28	47488841.28	62341166.35	133382753.57
J	45794333.3	46576499.89	83556894.01	30506309.06	45029476.0	19981985.75	69505969.85	44720927.0	75037656.24	106712651.0
K	34505093.49	33060078.38	36911644.18	26770847.88	38901342.31	18301206.58	46104299.04	42228217.43	44077197.38	69255210.1
L	53581261.25	47203221.45	32164224.63	22123020.82	29147740.72	31059945.03	50513539.49	50826173.16	40832988.2	77524675.75
M	31054288.36	32247871.09	23285552.19	23789813.26	43103548.8	31283998.54	36245275.2	40467287.54	32120800.56	81446457.1
N	37143169.59	25823561.67	17383096.3	22793583.41	33152219.19	95255301.62	39487167.71	41989717.69	41933058.4	76925282.08
O	25839892.51	28574632.5	15033861.57	26343939.27	36802969.89	42319637.56	23655973.74	31188115.87	33011468.26	67957452.16
P	41883000.01	24594933.92	12323072.76	15655444.67	29021574.37	30142836.89	18553354.39	34628294.68	35617897.93	59187712.47
Q	24803712.45	21737271.53	9126822.8	9867938.87	19119288.66	38554124.94	17597741.77	29043992.31	27926195.4	48331519.3
R	26077532.76	21539337.9	10210860.63	13811424.4	22236065.44	31363544.98	17082678.43	23504919.48	28038699.23	48647839.58
S	25047723.34	25064045.54	23702558.7	35895047.69	32660086.11	23462652.92	24948624.96	24190475.03	32112661.05	70655629.34
T	37565600.94	55297201.31	47878495.53	50175016.87	41242852.76	39838728.89	73107113.87	47554640.15	36968255.1	66784038.91
U	49129098.32	47594935.62	39279148.53	45237220.79	35303003.6	42283396.03	44424599.23	62223506.19	47315050.52	93741832.38
V	31459456.39	27668901.79	24139768.17	30246406.14	26200348.13	13476684.49	24142559.7	29276667.5	34904486.05	62641392.43
W	29377235.58	34422384.14	27051555.07	30798608.17	23196880.34	12618938.95	24585709.9	34425836.03	37933029.29	87564639.07
X	31754527.74	35093330.21	30387928.27	19089870.61	31263941.0	7500453.21	24585497.72	35375819.92	47913652.44	83819606.91
