 	1	2	3	4	5	6	7	8	9	10	11	12
A	13397426.78	20720951.69	16107432.94	2229583.50	1912635.99	6085756.89	3580456.74	30381236.73	3281810.55	2844264.72	1586204.55	4445899.97
B	2752375.08	3316531.41	2251150.20	2002932.57	1265087.07	1244486.56	3384360.04	3139560.40	1503055.25	2774476.69	1819268.23	1148470.71
C	8397088.28	5900896.08	4290999.87	2485238.89	4109583.34	3693186.11	4762096.65	7319689.97	4976081.45	7934652.69	12613387.19	5046983.99
D	8093868.63	6635653.54	4675153.27	3999652.90	2741584.30	3679246.16	4198842.51	5471434.00	5657842.02	4938650.80	7984607.46	5871758.22
E	5762977.02	6315819.94	3207606.42	1927262.69	3858232.76	1661745.65	7159793.54	5703133.95	5591987.05	8686336.88	15447629.38	3666999.76
F	5488017.62	5502622.21	3019987.84	1562668.71	3125011.44	1513898.76	6282288.25	5750092.55	5738338.54	7910870.43	19880217.27	3853421.94
G	8186991.41	7831917.44	5903257.22	4617788.21	7812474.20	3533778.33	10632541.47	10462354.01	11694752.38	15354995.86	20069563.04	4796582.08
H	9563672.23	10193658.05	7355690.20	5834103.32	11653279.80	6266834.96	12892252.47	9646162.14	10654576.85	13030879.86	14974916.08	3271614.28
I	24028882.00	54177130.81	104129236.92	16789383.04	25531926.61	35444987.81	16823049.70	17228929.42	19243824.17	56628612.08	7153394.17	3246767.18
J	14225067.12	17822998.01	16559014.93	7423483.35	18762021.56	6347263.27	12287030.67	12981383.70	15881911.11	22634107.68	23767396.63	14600306.56
K	11356132.97	10749925.55	7365021.98	3881197.35	13800254.39	4302170.98	15335144.03	14352973.05	12094113.58	18094583.31	7489311.53	11069784.19
L	10594999.47	10108717.25	4120572.09	3069764.85	11340895.22	2380450.99	9416883.62	11079900.57	11233691.64	14610710.00	11261556.54	7114774.45
M	13717952.16	9284679.21	4920200.75	2999976.48	12499315.07	2325822.74	11024188.95	13408837.63	10188808.01	17854581.70	16815701.73	9954603.03
N	10657115.20	9219809.72	4093430.97	3042549.14	9138487.23	2209090.76	8905556.93	11512427.36	9853302.75	16235513.65	16947825.42	11319655.16
O	9427084.07	11795305.94	6535276.72	6264071.84	14153641.77	2795385.73	9953409.73	10877455.60	11624732.49	16204495.29	25858150.27	12338540.03
P	7945684.21	9210641.24	7664219.65	11142968.02	8270714.45	2254010.60	8754451.15	9542261.86	9997821.77	11984372.52	20065632.81	10837593.26
Q	9025894.07	9099625.36	7056717.95	8005472.50	5944199.54	2378347.95	6646338.00	7923766.43	9458205.14	11563531.99	20374748.50	16623038.73
R	6494758.15	7750667.74	5752045.00	8521899.05	7335210.52	5687178.20	5869061.54	7515298.32	8860480.79	11593218.20	17080670.66	19465135.47
S	10676907.51	15152015.97	14599231.26	18716829.07	24979741.81	24132850.29	19383310.40	22182562.05	37335203.89	43695228.31	9622885.04	4182494.15
T	9123791.06	11160949.88	9867965.92	13702968.52	22241843.84	18300116.86	18066493.62	19925684.51	33714165.05	33014361.10	22908492.78	14669319.97
U	9266149.51	11259989.55	12873486.11	15756471.19	13637922.90	7128833.74	13269770.24	14155363.90	12120805.32	14486854.13	10750446.92	5641813.93
V	8516114.28	9849763.76	9456948.87	9586710.99	13066076.26	24271383.71	11079448.88	13450268.92	8831507.37	11420826.76	16548930.34	8923545.47
W	10857113.66	11093187.22	8414950.92	7647565.79	15838431.61	13643292.76	16045728.60	17154115.36	14771428.46	13871110.78	17934007.42	11738427.53
X	11588970.33	11967264.28	16387174.92	55448921.17	15464467.54	70849081.88	11896636.80	12685433.36	12278703.44	14579466.26	17629260.04	12255666.12
