TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;date_start;date_end
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T00:00:00+00:00;2025-08-31T01:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T01:00:00+00:00;2025-08-31T02:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T02:00:00+00:00;2025-08-31T03:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T03:00:00+00:00;2025-08-31T04:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T04:00:00+00:00;2025-08-31T05:00:00+00:00
42.3332;16.9978;6.9613;10.0365;93.5598;;;;;0.4000;2025-08-31T05:00:00+00:00;2025-08-31T06:00:00+00:00
262.2315;154.9106;104.0759;50.8347;507.6752;;;;;0.0000;2025-08-31T06:00:00+00:00;2025-08-31T07:00:00+00:00
493.3816;340.7577;265.3222;75.4354;714.0225;;;;;0.0000;2025-08-31T07:00:00+00:00;2025-08-31T08:00:00+00:00
700.6290;517.4012;426.9890;90.4121;813.2950;;;;;0.0000;2025-08-31T08:00:00+00:00;2025-08-31T09:00:00+00:00
869.8286;664.5212;564.8273;99.6939;867.7301;;;;;0.0000;2025-08-31T09:00:00+00:00;2025-08-31T10:00:00+00:00
989.4263;769.7363;669.8053;99.9311;905.0108;;;;;0.0000;2025-08-31T10:00:00+00:00;2025-08-31T11:00:00+00:00
1051.2472;824.5038;729.4971;95.0067;927.9243;;;;;0.0000;2025-08-31T11:00:00+00:00;2025-08-31T12:00:00+00:00
1051.0538;824.3496;736.1971;88.1524;936.6766;;;;;0.0000;2025-08-31T12:00:00+00:00;2025-08-31T13:00:00+00:00
988.8353;767.9005;681.4583;86.4422;921.3925;;;;;0.0000;2025-08-31T13:00:00+00:00;2025-08-31T14:00:00+00:00
868.8083;660.6809;575.5007;85.1802;885.1883;;;;;0.0000;2025-08-31T14:00:00+00:00;2025-08-31T15:00:00+00:00
699.1307;512.0947;431.7503;80.3444;824.1194;;;;;0.0000;2025-08-31T15:00:00+00:00;2025-08-31T16:00:00+00:00
491.3451;336.2280;268.1048;68.1232;724.8050;;;;;0.0000;2025-08-31T16:00:00+00:00;2025-08-31T17:00:00+00:00
259.5924;152.2263;106.0698;46.1565;523.6705;;;;;0.0000;2025-08-31T17:00:00+00:00;2025-08-31T18:00:00+00:00
40.4756;16.1816;7.1772;9.0044;99.0655;;;;;0.4167;2025-08-31T18:00:00+00:00;2025-08-31T19:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T19:00:00+00:00;2025-08-31T20:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T20:00:00+00:00;2025-08-31T21:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T21:00:00+00:00;2025-08-31T22:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T22:00:00+00:00;2025-08-31T23:00:00+00:00
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;2025-08-31T23:00:00+00:00;2025-09-01T00:00:00+00:00
