text	label
今天东莞天气如何	weather
从观音桥到重庆市图书馆怎么走	map
鸭蛋怎么腌？	cookbook
怎么治疗牛皮癣	health
唠什么	chat
阳澄湖大闸蟹的做法。	cookbook
红烧肉怎么做？嗯？	cookbook
南京到厦门的火车票	train
6的平方	calc
翻译慷慨激昂	translation
放歌，天亮了。	music
女性时尚	tvchannel
查一下南昌到南京的火车	train
背首绝句的。	poetry
我帮妈妈洗什么	chat
打电话给王宇婕	telephone
调频fm九十七点一	radio
把王世怀的号码发给乔丽君	contacts
本期七星彩的中奖号码是多少？	lottery
类风湿怎么治？	health
apple	website
代码000800的股票涨幅是多少	stock
秦皇岛今天有什么新闻	news
从中山到西安的汽车。	bus
叶哲是你的谁	chat
打电话给艾背	telephone
我背一下春晓。	poetry
你的啥啊	chat
嘿干嘛呢	chat
打开酷狗并随机播放	app
你不是猪吗	chat
长者也在吗	chat
茄子鸡蛋怎么做？	cookbook
大骨汤的做法。	cookbook
你喜欢喝什么茶呀	chat
所以查学西宁特钢的股票	stock
来首唐诗小池	poetry
新建联系人张雨号码是五六七	contacts
打开应用漫画	app
北京的天气好吗	chat
你都不知道几点	chat
查看电视录像	video
去北京有什么飞机	flight
张思文是不是大美女	chat
上海到苏州	map
最美的时光	video
幻影忍者	video
给我背一首满江红。	poetry
你有压力吗	chat
调幅am六百二十八	radio
微信是干啥的	chat
有啥好吃	chat
周六晚上重庆卫视有转播神探高伦布吗	epg
根下25	calc
怎么去泉城广场	map
你怎么总是失误	chat
陈娴TCL股票是涨还是跌了	stock
一年和吗	chat
帮我查一下今天开奖的15选5	lottery
123和34的差等于多少	calc
查找桑拿	video
那会不会下雨	weather
发信息给许路雨	message
能安慰安慰我吗	chat
给我找最新的盗梦空间	video
查询中超赛事。	match
去枣庄的火车	train
如何做西红柿炒蛋。	cookbook
排骨怎么弄才好吃？	cookbook
谁为含愁独不见	chat
哎你在干啥呢	chat
到无锡到北京的火车有几趟了	train
中央八	tvchannel
十分钟后叫我起床。	schedule
你能搜到小说不？	novel
我要看李连杰的电影	video
我要上网打开百度	website
我说的倒数第三句话是什么	chat
到太湖怎么走	map
你认识我吗	chat
小笨近来好吗	chat
蒋捷的宋词	poetry
看一下今天有什么新闻？	news
酸菜鱼的做法，妈。	cookbook
查寻合肥到北京的航班	flight
幻剑书盟	website
CCTV-5节目表	epg
你有伙伴吗	chat
笨笨你看过片吗	chat
来个灯谜吧！	riddle
捍卫者	video
帮我查一下明天广州到北京的航班。	flight
然后你转了么	chat
我要听情动这首歌。	music
明天晚上湖南卫视演什么电视剧	epg
电视剧火凤凰	video
这么聪明	chat
老版红楼梦	video
查一下兰州到成都的火车票	train
那你告诉我你几岁才好交朋友	chat
查询柳州到昆明的列车	train
带我去丹阳市眼镜市场	map
古惑仔	video
背首静夜思来听一下。	poetry
呵呵，背首诗来听。	poetry
