	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0612	0.0624	0.0642	0.0555	0.055	0.0502	0.0504	0.0544	0.0515	0.0525	0.0565	0.0565	0.0479	0.0683	0.0799	0.0746	0.0702	0.0708	0.0708	0.0645	0.067	0.067	0.0635
-4	0.0598	0.0674	0.0623	0.0581	0.0529	0.0548	0.0485	0.0482	0.0464	0.0533	0.0534	0.0534	0.0488	0.0671	0.0659	0.0657	0.0744	0.071	0.088	0.0798	0.0748	0.0748	0.058
-3	0.0521	0.0607	0.0598	0.065	0.0657	0.0623	0.0404	0.0386	0.0448	0.0487	0.0565	0.0565	0.0498	0.0709	0.054	0.0728	0.0777	0.0907	0.0866	0.0959	0.0794	0.0794	0.079
-2	0.0773	0.071	0.0665	0.0642	0.0665	0.0659	0.0407	0.0394	0.0441	0.0502	0.0428	0.0428	0.036	0.0563	0.0611	0.062	0.0739	0.0855	0.0976	0.0955	0.0771	0.0771	0.0844
-1	0.0669	0.038	0.0593	0.0557	0.0535	0.0591	0.0473	0.0526	0.0572	0.0469	0.0416	0.0416	0.036	0.0673	0.0219	0.0241	0.0569	0.1292	0.1511	0.1035	0.1036	0.1036	0.177
1	0.0265	0.0398	0.0753	0.0752	0.0522	0.0542	0.0566	0.053	0.0743	0.1363	0.0873	0.0873	0.0759	0.1153	0.025	0.0221	0.0624	0.0386	0.0449	0.0667	0.098	0.098	0.0666
2	0.0498	0.023	0.0435	0.0514	0.0482	0.05	0.059	0.0551	0.0825	0.0901	0.0746	0.0746	0.0918	0.0668	0.0429	0.0498	0.0638	0.0569	0.0577	0.0928	0.0661	0.0661	0.1027
3	0.0234	0.0265	0.0283	0.0674	0.0318	0.0463	0.0896	0.1079	0.1001	0.1285	0.0943	0.0943	0.1415	0.0856	0.0271	0.0415	0.0341	0.0302	0.0214	0.0201	0.0202	0.0202	0.0246
4	0.0557	0.0582	0.0493	0.0608	0.0611	0.067	0.0531	0.0518	0.0504	0.061	0.0666	0.0666	0.0633	0.0776	0.0567	0.0574	0.0649	0.071	0.0845	0.0786	0.0576	0.0576	0.0699
5	0.0858	0.0524	0.0439	0.0653	0.044	0.0488	0.0452	0.0646	0.0616	0.0665	0.1309	0.1309	0.0846	0.0754	0.0433	0.0665	0.0542	0.0528	0.0364	0.036	0.0365	0.0365	0.0321
