	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0569	0.0585	0.0572	0.0643	0.0858	0.0654	0.0546	0.0555	0.0512	0.0531	0.0615	0.0615	0.0809	0.0679	0.0736	0.0845	0.0554	0.0558	0.0682	0.065	0.066	0.066	0.0694
-4	0.0518	0.0553	0.0593	0.0597	0.0786	0.0729	0.0511	0.0542	0.0496	0.0499	0.0685	0.0685	0.0819	0.0629	0.0645	0.0842	0.0584	0.0544	0.0657	0.0884	0.065	0.065	0.0728
-3	0.0532	0.0524	0.0558	0.0628	0.0906	0.0744	0.0512	0.0488	0.0539	0.053	0.0616	0.0616	0.0693	0.0673	0.0752	0.1136	0.0682	0.0613	0.0566	0.0586	0.0665	0.0665	0.075
-2	0.0527	0.0582	0.0543	0.0682	0.0966	0.0835	0.0569	0.0576	0.0556	0.0515	0.0694	0.0694	0.0711	0.0657	0.0708	0.0851	0.0622	0.0759	0.0558	0.0572	0.0525	0.0525	0.0622
-1	0.0569	0.072	0.0567	0.069	0.0904	0.0844	0.0533	0.0626	0.0509	0.0512	0.0734	0.0734	0.0626	0.0606	0.0626	0.0815	0.0623	0.0592	0.0582	0.076	0.0807	0.0807	0.0781
1	0.0486	0.0564	0.0563	0.0587	0.0895	0.0812	0.049	0.0529	0.0461	0.0476	0.0897	0.0897	0.1323	0.077	0.0586	0.0724	0.0539	0.0585	0.0514	0.0493	0.0587	0.0587	0.0811
2	0.0491	0.0479	0.0522	0.0631	0.1391	0.1161	0.0503	0.0502	0.0519	0.0633	0.0702	0.0702	0.0607	0.0721	0.0993	0.1069	0.0618	0.0625	0.0521	0.0495	0.0527	0.0527	0.0519
3	0.0568	0.0487	0.0551	0.0589	0.1734	0.1548	0.0535	0.0532	0.0551	0.0599	0.0672	0.0672	0.077	0.0666	0.0819	0.1004	0.0608	0.0569	0.0519	0.0547	0.046	0.046	0.0545
4	0.0553	0.0568	0.055	0.0622	0.1373	0.1105	0.0498	0.0525	0.0551	0.0543	0.0666	0.0666	0.068	0.0686	0.0823	0.0984	0.0619	0.0596	0.0571	0.0586	0.0619	0.0619	0.0788
5	0.0547	0.055	0.0558	0.0615	0.087	0.0789	0.051	0.052	0.0548	0.0557	0.0653	0.0653	0.0721	0.0666	0.0818	0.1049	0.0636	0.0635	0.0525	0.0508	0.0516	0.0516	0.0611
