	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0548	0.0624	0.05	0.0388	0.0493	0.0491	0.0508	0.0505	0.0591	0.0559	0.059	0.059	0.0551	0.058	0.0551	0.057	0.058	0.0634	0.0579	0.0546	0.0632	0.0632	0.0695
-4	0.0514	0.0664	0.054	0.0605	0.0473	0.0423	0.0452	0.0547	0.0552	0.0533	0.0564	0.0564	0.0609	0.0484	0.0463	0.0529	0.0652	0.0559	0.066	0.0781	0.0697	0.0697	0.1059
-3	0.0442	0.0558	0.0424	0.0533	0.0549	0.0527	0.0473	0.0404	0.0535	0.0521	0.0705	0.0705	0.0598	0.0475	0.0366	0.0458	0.0486	0.0613	0.0822	0.1044	0.0944	0.0944	0.1224
-2	0.0512	0.0637	0.0529	0.0579	0.0512	0.0537	0.0575	0.0518	0.0541	0.0465	0.055	0.055	0.0506	0.052	0.0374	0.0458	0.0592	0.0599	0.0699	0.0876	0.0942	0.0942	0.09
-1	0.0343	0.0315	0.04	0.04	0.0385	0.0451	0.0721	0.0903	0.071	0.0548	0.0621	0.0621	0.0416	0.047	0.0264	0.0281	0.0472	0.0596	0.1045	0.106	0.1107	0.1107	0.172
1	0.022	0.0292	0.0408	0.066	0.0421	0.0524	0.111	0.0833	0.0848	0.0648	0.0961	0.0961	0.0881	0.0654	0.0256	0.0308	0.0513	0.0328	0.0311	0.0484	0.0676	0.0676	0.3531
2	0.0397	0.028	0.038	0.049	0.0516	0.0485	0.0544	0.0547	0.0521	0.0513	0.0876	0.0876	0.1176	0.0491	0.0434	0.0465	0.0565	0.0572	0.0579	0.066	0.0754	0.0754	0.1826
3	0.04	0.0345	0.0335	0.0431	0.0338	0.0378	0.0701	0.1035	0.084	0.0699	0.1217	0.1217	0.1188	0.0482	0.0263	0.0372	0.0456	0.0361	0.0317	0.0274	0.0275	0.0275	0.053
4	0.0654	0.0524	0.0483	0.0604	0.0449	0.0469	0.0448	0.0425	0.0444	0.0682	0.0608	0.0608	0.1173	0.0565	0.0551	0.0656	0.0533	0.0468	0.043	0.0439	0.0419	0.0419	0.0517
5	0.0557	0.059	0.0837	0.1514	0.0472	0.0524	0.06	0.0488	0.063	0.0693	0.0532	0.0532	0.0633	0.0893	0.0484	0.0712	0.0377	0.037	0.0289	0.0319	0.0286	0.0286	0.0455
