	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0666	0.0729	0.0675	0.0688	0.0606	0.045	0.046	0.0543	0.0516	0.0542	0.0606	0.0606	0.0563	0.0716	0.0749	0.0819	0.0582	0.0617	0.0603	0.0613	0.0484	0.0484	0.0507
-4	0.071	0.0724	0.0708	0.0659	0.0507	0.0505	0.0421	0.0503	0.0532	0.063	0.0597	0.0597	0.0607	0.0715	0.0793	0.0746	0.0609	0.0525	0.062	0.056	0.04	0.04	0.0459
-3	0.0591	0.0613	0.0655	0.0651	0.0678	0.0591	0.0434	0.0501	0.0681	0.0614	0.0619	0.0619	0.0613	0.0726	0.0754	0.097	0.067	0.0638	0.0454	0.0465	0.038	0.038	0.0477
-2	0.0639	0.0701	0.0534	0.0614	0.0705	0.0638	0.0379	0.0398	0.0663	0.0618	0.0778	0.0778	0.0642	0.0702	0.0707	0.0743	0.0624	0.0874	0.0516	0.0482	0.0283	0.0283	0.0489
-1	0.0447	0.0633	0.0572	0.0571	0.0644	0.0543	0.0443	0.05	0.0753	0.0704	0.0745	0.0745	0.1275	0.0802	0.0547	0.0656	0.0572	0.0497	0.0353	0.0499	0.0322	0.0322	0.0642
1	0.0242	0.0221	0.0219	0.0285	0.0332	0.0238	0.0285	0.0555	0.1124	0.0596	0.1496	0.1496	0.1926	0.1929	0.0233	0.0282	0.0288	0.0353	0.0143	0.0108	0.0151	0.0151	0.0155
2	0.1016	0.082	0.0337	0.0636	0.0796	0.0649	0.0296	0.0281	0.036	0.049	0.0552	0.0552	0.065	0.0882	0.0655	0.0784	0.1029	0.097	0.0514	0.0364	0.0366	0.0366	0.0275
3	0.0808	0.0702	0.0472	0.0584	0.0792	0.0629	0.0365	0.0357	0.0471	0.0699	0.0672	0.0672	0.0584	0.0741	0.0704	0.0838	0.0803	0.0776	0.0487	0.0523	0.0375	0.0375	0.0433
4	0.0708	0.0685	0.06	0.0695	0.0738	0.0666	0.0482	0.0496	0.059	0.0626	0.0654	0.0654	0.0734	0.0664	0.0755	0.0807	0.0572	0.064	0.0544	0.0443	0.0478	0.0478	0.0452
5	0.0656	0.0676	0.0507	0.0598	0.0625	0.0613	0.0439	0.0432	0.0554	0.0574	0.0682	0.0682	0.0716	0.0659	0.0878	0.0933	0.0663	0.0666	0.0479	0.0485	0.0446	0.0446	0.045
