	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0559	0.0635	0.0571	0.0484	0.0544	0.0458	0.0514	0.0544	0.0576	0.0602	0.0592	0.0592	0.051	0.0585	0.0627	0.0642	0.0498	0.0567	0.0529	0.0445	0.0454	0.0454	0.0522
-4	0.0633	0.0684	0.0639	0.0469	0.0515	0.0377	0.0478	0.0472	0.0593	0.0522	0.0714	0.0714	0.0721	0.0559	0.0508	0.0538	0.051	0.0521	0.0542	0.0472	0.0405	0.0405	0.0536
-3	0.0539	0.0593	0.0575	0.0423	0.0703	0.0565	0.0391	0.0365	0.0454	0.0501	0.0548	0.0548	0.0528	0.0536	0.0481	0.0513	0.0497	0.0657	0.0711	0.0843	0.0488	0.0488	0.0732
-2	0.064	0.0589	0.0572	0.0567	0.0598	0.0535	0.0668	0.0567	0.0564	0.0405	0.0352	0.0352	0.034	0.0529	0.039	0.0415	0.0606	0.0628	0.0745	0.0856	0.0605	0.0605	0.0647
-1	0.0271	0.0165	0.0401	0.0402	0.0297	0.0519	0.1482	0.2424	0.1103	0.0451	0.0589	0.0589	0.0396	0.0399	0.0161	0.0208	0.0246	0.035	0.0265	0.0271	0.0347	0.0347	0.0852
1	0.0208	0.0611	0.1264	0.0559	0.0641	0.0564	0.1123	0.0621	0.0277	0.0505	0.0463	0.0463	0.0578	0.033	0.0095	0.0119	0.0438	0.0165	0.0863	0.1135	0.2058	0.2058	0.1185
2	0.039	0.0223	0.0411	0.0562	0.0455	0.0457	0.0705	0.0865	0.0931	0.0627	0.1026	0.1026	0.0974	0.0365	0.0247	0.0335	0.0377	0.0453	0.044	0.0719	0.1272	0.1272	0.3423
3	0.1285	0.0322	0.042	0.0754	0.0371	0.0441	0.1264	0.1365	0.0892	0.0616	0.0789	0.0789	0.0776	0.038	0.0127	0.0165	0.0203	0.0221	0.0174	0.019	0.0244	0.0244	0.0492
4	0.0602	0.0568	0.0502	0.0552	0.0545	0.0486	0.0608	0.0498	0.0514	0.0637	0.0576	0.0576	0.0981	0.0581	0.0423	0.0521	0.0551	0.0395	0.0478	0.0534	0.0467	0.0467	0.082
5	0.0956	0.0728	0.0599	0.0613	0.0611	0.0607	0.0515	0.0502	0.0511	0.0556	0.0551	0.0551	0.0592	0.0537	0.0406	0.0507	0.0421	0.0465	0.0444	0.0493	0.0418	0.0418	0.0501
