	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0592	0.0589	0.0471	0.0477	0.0477	0.048	0.0438	0.0554	0.0509	0.053	0.0562	0.0562	0.0546	0.0535	0.0546	0.0623	0.0604	0.0624	0.0738	0.0584	0.061	0.061	0.0823
-4	0.0544	0.0571	0.0563	0.0509	0.0455	0.0358	0.0437	0.0455	0.0492	0.0486	0.0581	0.0581	0.0537	0.0509	0.0479	0.0543	0.0634	0.0539	0.0782	0.1032	0.0657	0.0657	0.0918
-3	0.0508	0.0551	0.0496	0.0564	0.0559	0.0541	0.0362	0.0364	0.0443	0.0474	0.061	0.061	0.0501	0.0583	0.0395	0.0499	0.0512	0.078	0.0844	0.0981	0.0761	0.0761	0.0866
-2	0.0613	0.0657	0.0614	0.0548	0.0647	0.0478	0.041	0.0409	0.0466	0.0362	0.0387	0.0387	0.035	0.0521	0.0445	0.0496	0.0645	0.0742	0.0812	0.0947	0.0648	0.0648	0.118
-1	0.0619	0.0304	0.0595	0.0609	0.0417	0.0432	0.0537	0.0664	0.0535	0.0413	0.0398	0.0398	0.025	0.048	0.0117	0.0133	0.0368	0.1019	0.1825	0.0895	0.1169	0.1169	0.3585
1	0.0173	0.0325	0.0942	0.0646	0.0488	0.042	0.0839	0.0711	0.0598	0.1345	0.0934	0.0934	0.0952	0.079	0.012	0.0099	0.0359	0.0177	0.0263	0.0465	0.099	0.099	0.1003
2	0.0327	0.0152	0.035	0.0504	0.0366	0.0367	0.0628	0.0638	0.0881	0.0926	0.0821	0.0821	0.1571	0.0465	0.0227	0.0327	0.0407	0.0411	0.0348	0.0788	0.048	0.048	0.1605
3	0.0162	0.0204	0.0214	0.051	0.0235	0.0292	0.0671	0.1076	0.0749	0.0793	0.1113	0.1113	0.2553	0.087	0.0171	0.0241	0.0196	0.016	0.0159	0.0141	0.0137	0.0137	0.0256
4	0.0442	0.0469	0.0454	0.0578	0.0491	0.0478	0.0485	0.0469	0.0386	0.0562	0.0808	0.0808	0.0862	0.0663	0.0377	0.0444	0.0621	0.0437	0.0622	0.0932	0.0435	0.0435	0.1074
5	0.0899	0.0461	0.0441	0.0565	0.0467	0.0391	0.0386	0.0506	0.0569	0.0528	0.141	0.141	0.0936	0.0573	0.036	0.0508	0.0375	0.0424	0.0393	0.0373	0.0391	0.0391	0.0318
