	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0629	0.0675	0.0558	0.0566	0.0546	0.0547	0.0443	0.0483	0.0472	0.0471	0.0542	0.0542	0.0608	0.0577	0.057	0.0532	0.0495	0.0597	0.0679	0.0576	0.0698	0.0698	0.0778
-4	0.0622	0.0649	0.0609	0.0587	0.0519	0.0464	0.043	0.0495	0.0445	0.048	0.0541	0.0541	0.0607	0.0507	0.0448	0.0516	0.0581	0.0511	0.0738	0.0837	0.0751	0.0751	0.0823
-3	0.0593	0.0611	0.0572	0.0596	0.0607	0.057	0.042	0.0391	0.0393	0.0425	0.0465	0.0465	0.0528	0.054	0.0419	0.043	0.0563	0.0656	0.0839	0.098	0.0941	0.0941	0.1049
-2	0.0702	0.0659	0.0622	0.0591	0.0632	0.06	0.0505	0.0489	0.0481	0.0424	0.0341	0.0341	0.0375	0.0537	0.0372	0.0476	0.0636	0.0639	0.0702	0.0807	0.0651	0.0651	0.0884
-1	0.0491	0.0289	0.0444	0.0461	0.0358	0.0529	0.0761	0.1034	0.059	0.0464	0.059	0.059	0.0371	0.077	0.0274	0.0271	0.0483	0.0626	0.09	0.0755	0.0796	0.0796	0.2322
1	0.0275	0.0215	0.0426	0.0508	0.036	0.0463	0.0914	0.099	0.0658	0.0648	0.1103	0.1103	0.0616	0.1008	0.0386	0.0423	0.0624	0.0308	0.0211	0.037	0.0511	0.0511	0.1209
2	0.0514	0.0269	0.0454	0.0532	0.0489	0.0524	0.0568	0.0528	0.064	0.0569	0.0609	0.0609	0.095	0.0539	0.0446	0.058	0.0584	0.0582	0.0496	0.066	0.1004	0.1004	0.1109
3	0.0609	0.0294	0.0321	0.0376	0.0294	0.0392	0.0914	0.1347	0.098	0.0787	0.1154	0.1154	0.0597	0.0477	0.0327	0.0484	0.0328	0.0322	0.0218	0.0154	0.0191	0.0191	0.023
4	0.0533	0.0573	0.0507	0.0545	0.055	0.0483	0.0482	0.0454	0.0459	0.0502	0.0628	0.0628	0.0731	0.0633	0.0583	0.07	0.0605	0.0529	0.0538	0.0511	0.0318	0.0318	0.0647
5	0.0822	0.0642	0.0561	0.103	0.0502	0.0529	0.0431	0.0441	0.0506	0.0527	0.1056	0.1056	0.1117	0.0518	0.0331	0.0457	0.0429	0.0451	0.0336	0.0343	0.028	0.028	0.0406
