	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0702	0.0689	0.0602	0.05	0.0555	0.0507	0.0462	0.0472	0.0502	0.0519	0.0492	0.0492	0.0399	0.0611	0.0762	0.0698	0.0576	0.0574	0.0469	0.041	0.041	0.041	0.0451
-4	0.08	0.0736	0.0596	0.054	0.0479	0.0425	0.046	0.0449	0.0535	0.0523	0.0492	0.0492	0.0469	0.056	0.0716	0.0797	0.0565	0.052	0.0434	0.0444	0.033	0.033	0.044
-3	0.0739	0.0699	0.0534	0.0541	0.064	0.0586	0.039	0.0317	0.0436	0.0466	0.0528	0.0528	0.0526	0.0608	0.0795	0.0886	0.0546	0.061	0.0356	0.0336	0.0299	0.0299	0.0407
-2	0.0755	0.0771	0.0563	0.056	0.0682	0.0563	0.0415	0.0348	0.0377	0.0378	0.0423	0.0423	0.0416	0.0635	0.0784	0.1	0.0597	0.0679	0.0294	0.032	0.0273	0.0273	0.033
-1	0.0654	0.0513	0.0478	0.0458	0.0433	0.0497	0.0407	0.0449	0.0458	0.0515	0.056	0.056	0.0402	0.0911	0.0886	0.1422	0.0608	0.0499	0.0153	0.0154	0.0162	0.0162	0.0299
1	0.0302	0.0477	0.0869	0.0597	0.052	0.0571	0.0658	0.0586	0.0557	0.0583	0.0603	0.0603	0.0888	0.0625	0.0667	0.0805	0.0601	0.0334	0.0139	0.0214	0.0191	0.0191	0.0403
2	0.0468	0.0293	0.0455	0.0647	0.0437	0.0595	0.0777	0.0795	0.0682	0.0753	0.0709	0.0709	0.0841	0.0491	0.0605	0.0708	0.0458	0.0487	0.0182	0.0262	0.0211	0.0211	0.0229
3	0.0542	0.0455	0.0413	0.0551	0.0367	0.037	0.0659	0.0705	0.0673	0.0642	0.1036	0.1036	0.1494	0.0688	0.0405	0.0548	0.0318	0.0348	0.0186	0.0149	0.0117	0.0117	0.0181
4	0.0637	0.0536	0.0501	0.0586	0.05	0.0495	0.047	0.0405	0.0496	0.0614	0.0697	0.0697	0.0699	0.0609	0.0696	0.0711	0.0612	0.0533	0.0397	0.0392	0.0204	0.0204	0.0252
5	0.0852	0.0614	0.0543	0.0563	0.0545	0.056	0.0488	0.0476	0.0554	0.0625	0.0608	0.0608	0.061	0.0526	0.0684	0.0651	0.048	0.0543	0.033	0.031	0.0238	0.0238	0.027
