	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0634	0.0672	0.0556	0.0517	0.0541	0.0526	0.0427	0.042	0.0428	0.0476	0.0453	0.0453	0.0423	0.0571	0.0826	0.0799	0.0559	0.06	0.0548	0.054	0.0695	0.0695	0.0805
-4	0.0711	0.0741	0.0576	0.057	0.0476	0.0413	0.042	0.0412	0.0438	0.0459	0.0454	0.0454	0.0551	0.0542	0.0665	0.0754	0.0622	0.0493	0.0576	0.07	0.0611	0.0611	0.1177
-3	0.0639	0.0651	0.0508	0.0582	0.0584	0.0588	0.0352	0.0318	0.0414	0.0388	0.0455	0.0455	0.049	0.0566	0.0655	0.0718	0.0605	0.0684	0.067	0.0715	0.0782	0.0782	0.126
-2	0.0601	0.0758	0.053	0.0573	0.0636	0.0521	0.0354	0.0303	0.0402	0.0358	0.0343	0.0343	0.0365	0.0623	0.0674	0.0864	0.0662	0.0731	0.0611	0.0665	0.0632	0.0632	0.1104
-1	0.0468	0.0351	0.0454	0.0482	0.0373	0.0478	0.0534	0.0585	0.0492	0.0363	0.047	0.047	0.0383	0.0762	0.0403	0.0467	0.0596	0.0757	0.1251	0.0814	0.0912	0.0912	0.1608
1	0.0358	0.034	0.0473	0.0541	0.0396	0.0522	0.0995	0.068	0.0591	0.0651	0.089	0.089	0.0727	0.0762	0.0525	0.0635	0.0707	0.0352	0.0167	0.0231	0.0353	0.0353	0.1177
2	0.035	0.0232	0.0381	0.0481	0.0512	0.0513	0.0569	0.0511	0.0771	0.0591	0.0746	0.0746	0.0771	0.0477	0.0733	0.0983	0.0563	0.062	0.0333	0.0345	0.0603	0.0603	0.1017
3	0.0437	0.0258	0.0302	0.0802	0.0332	0.0375	0.0918	0.114	0.142	0.1167	0.1225	0.1225	0.0605	0.0291	0.0261	0.0389	0.0312	0.0258	0.0174	0.0137	0.0171	0.0171	0.0225
4	0.0719	0.056	0.046	0.0536	0.0545	0.0549	0.0467	0.0407	0.0503	0.0553	0.0611	0.0611	0.0607	0.0528	0.0847	0.0888	0.0568	0.0479	0.037	0.0338	0.03	0.03	0.0292
5	0.0699	0.063	0.0524	0.0602	0.0606	0.0654	0.0407	0.0478	0.0504	0.0579	0.0576	0.0576	0.0485	0.0543	0.0653	0.0771	0.0509	0.0582	0.0414	0.0387	0.0335	0.0335	0.0406
