	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0463	0.0646	0.0529	0.0593	0.0398	0.034	0.0437	0.0484	0.0554	0.0483	0.0555	0.0555	0.0515	0.0542	0.0585	0.0792	0.0648	0.0754	0.0634	0.0641	0.0568	0.0568	0.0616
-4	0.0501	0.0673	0.0586	0.0712	0.0364	0.0341	0.0449	0.0507	0.0568	0.0494	0.0558	0.0558	0.0638	0.0521	0.0486	0.0513	0.0672	0.0528	0.0736	0.0864	0.0493	0.0493	0.0796
-3	0.0399	0.0437	0.0425	0.0541	0.0462	0.0394	0.0488	0.0382	0.0488	0.0573	0.0464	0.0464	0.0577	0.0525	0.0556	0.0707	0.0573	0.0809	0.0801	0.0941	0.0683	0.0683	0.0906
-2	0.0599	0.054	0.0448	0.0538	0.0586	0.0497	0.0842	0.053	0.0489	0.0389	0.0371	0.0371	0.0417	0.061	0.0468	0.0532	0.0703	0.0681	0.066	0.0638	0.054	0.054	0.0719
-1	0.0432	0.0319	0.0416	0.0372	0.0321	0.0432	0.0777	0.0697	0.0655	0.0566	0.062	0.062	0.0415	0.0866	0.0324	0.0355	0.0618	0.0694	0.0825	0.0667	0.0569	0.0569	0.1314
1	0.0165	0.024	0.0457	0.0456	0.0382	0.0428	0.0892	0.0886	0.0674	0.0667	0.1178	0.1178	0.0792	0.0944	0.0392	0.0561	0.0556	0.0253	0.0177	0.0357	0.0281	0.0281	0.1067
2	0.0381	0.0205	0.0345	0.0383	0.043	0.0452	0.0642	0.0661	0.0664	0.0557	0.0678	0.0678	0.1076	0.0433	0.0566	0.0905	0.055	0.0613	0.035	0.0494	0.0537	0.0537	0.0746
3	0.0533	0.0335	0.0355	0.057	0.0383	0.0392	0.0915	0.0846	0.0724	0.0603	0.0957	0.0957	0.1064	0.0534	0.0497	0.089	0.0369	0.03	0.0178	0.0126	0.0116	0.0116	0.0186
4	0.0406	0.0502	0.0538	0.1089	0.0477	0.0412	0.0602	0.0584	0.0488	0.0677	0.0547	0.0547	0.0556	0.0557	0.0665	0.105	0.065	0.0448	0.0382	0.0459	0.023	0.023	0.0361
5	0.0653	0.0659	0.0531	0.0779	0.0493	0.0676	0.0521	0.0534	0.0594	0.0658	0.0656	0.0656	0.0534	0.064	0.0501	0.0589	0.0466	0.048	0.0387	0.0428	0.0285	0.0285	0.0385
