	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.053	0.062	0.0583	0.0503	0.0549	0.0412	0.0418	0.0511	0.0495	0.0528	0.0498	0.0498	0.0527	0.0582	0.0622	0.0719	0.066	0.0686	0.0583	0.0477	0.0387	0.0387	0.0424
-4	0.0678	0.068	0.0618	0.0593	0.051	0.0427	0.0438	0.0457	0.0427	0.0446	0.0503	0.0503	0.0681	0.0583	0.0568	0.058	0.0665	0.0568	0.0566	0.0603	0.0428	0.0428	0.0595
-3	0.0534	0.06	0.0522	0.0541	0.0662	0.0509	0.0467	0.0453	0.0383	0.0509	0.0452	0.0452	0.0561	0.0572	0.056	0.0528	0.0581	0.0743	0.0679	0.0684	0.0521	0.0521	0.0591
-2	0.0511	0.0662	0.0514	0.0586	0.0666	0.0552	0.05	0.0504	0.046	0.0459	0.0374	0.0374	0.0415	0.0652	0.0572	0.0539	0.0691	0.0695	0.0586	0.0648	0.047	0.047	0.0627
-1	0.053	0.0309	0.0464	0.0393	0.0377	0.0428	0.0675	0.0725	0.0512	0.0421	0.0586	0.0586	0.0637	0.0651	0.0256	0.0197	0.0607	0.0752	0.1159	0.0715	0.0491	0.0491	0.1122
1	0.0627	0.0185	0.0563	0.044	0.0493	0.0544	0.0929	0.0923	0.0521	0.0596	0.1004	0.1004	0.0991	0.0898	0.021	0.0274	0.0441	0.0238	0.0185	0.0378	0.0275	0.0275	0.1348
2	0.039	0.0226	0.033	0.0503	0.0454	0.0424	0.0606	0.0633	0.0751	0.0596	0.0932	0.0932	0.1393	0.0513	0.0323	0.0371	0.0535	0.053	0.0404	0.0587	0.0523	0.0523	0.1326
3	0.0345	0.0286	0.0303	0.0742	0.0333	0.043	0.0992	0.1348	0.0994	0.0919	0.0875	0.0875	0.1039	0.0538	0.0168	0.0274	0.0442	0.023	0.0257	0.0226	0.0166	0.0166	0.0227
4	0.0723	0.0703	0.0474	0.0589	0.0562	0.0464	0.0557	0.0627	0.0629	0.0545	0.062	0.062	0.0702	0.0587	0.0481	0.0508	0.0531	0.0421	0.044	0.0427	0.0311	0.0311	0.0421
5	0.0954	0.0675	0.0507	0.057	0.0635	0.0568	0.0467	0.0413	0.0409	0.0456	0.0499	0.0499	0.0504	0.0482	0.0502	0.0582	0.0555	0.0555	0.0649	0.0588	0.0574	0.0574	0.0549
