	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0642	0.0618	0.0584	0.0511	0.0555	0.0496	0.0409	0.04	0.0402	0.0407	0.0483	0.0483	0.0726	0.0557	0.066	0.0654	0.0542	0.0553	0.0706	0.0605	0.0734	0.0734	0.0912
-4	0.0657	0.0672	0.0579	0.0546	0.0527	0.0426	0.0395	0.041	0.0404	0.0415	0.0508	0.0508	0.0659	0.0509	0.0478	0.0553	0.0593	0.0546	0.0779	0.0892	0.0768	0.0768	0.1191
-3	0.068	0.0677	0.0543	0.046	0.0707	0.0543	0.0336	0.0294	0.031	0.0331	0.0368	0.0368	0.0435	0.0506	0.0481	0.051	0.0613	0.0761	0.0911	0.0994	0.0982	0.0982	0.1009
-2	0.0885	0.0674	0.0609	0.0612	0.0747	0.055	0.0482	0.0395	0.0391	0.0324	0.0297	0.0297	0.035	0.0455	0.041	0.0489	0.0648	0.0643	0.0844	0.0808	0.1071	0.1071	0.0816
-1	0.0366	0.0266	0.0411	0.0391	0.0391	0.0616	0.0671	0.0946	0.0587	0.043	0.0382	0.0382	0.0517	0.0688	0.0276	0.0332	0.0621	0.0703	0.1036	0.0761	0.1225	0.1225	0.2311
1	0.0245	0.0338	0.074	0.0566	0.0617	0.0699	0.1103	0.078	0.0421	0.0466	0.0692	0.0692	0.0679	0.0743	0.0295	0.0493	0.0673	0.0319	0.0241	0.0456	0.0646	0.0646	0.1771
2	0.0534	0.0342	0.0572	0.0572	0.0695	0.0655	0.0595	0.0507	0.0519	0.0463	0.0593	0.0593	0.0858	0.0486	0.0392	0.0592	0.0572	0.0715	0.0449	0.0461	0.0779	0.0779	0.1461
3	0.0754	0.0313	0.0351	0.0566	0.0342	0.0402	0.0958	0.1332	0.1058	0.0792	0.0709	0.0709	0.1023	0.0482	0.024	0.0308	0.0321	0.0298	0.0178	0.014	0.015	0.015	0.0291
4	0.0606	0.0565	0.05	0.0492	0.0532	0.05	0.0473	0.0443	0.0428	0.049	0.0724	0.0724	0.1384	0.0554	0.0483	0.0591	0.0552	0.0486	0.0366	0.0323	0.0222	0.0222	0.0484
5	0.0672	0.0504	0.0618	0.0583	0.0668	0.0565	0.0482	0.0442	0.0568	0.0536	0.0583	0.0583	0.0665	0.0488	0.0543	0.0583	0.0518	0.0567	0.0521	0.0479	0.0332	0.0332	0.0429
